scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),h4_ts_sent (epoch_s),h1_ts_received (epoch_s),control_latency (s)
dos_light,iteration_2,13,17,1,1780259937.047948,1780259939.525088,2.477140
dos_light,iteration_2,13,17,2,1780259937.047948,1780259939.525088,2.477140
dos_light,iteration_2,13,17,3,1780259937.047948,1780259939.525088,2.477140
dos_light,iteration_2,13,17,4,1780259937.047948,1780259939.525088,2.477140
dos_light,iteration_2,13,17,5,1780259937.047948,1780259939.525088,2.477140
dos_light,iteration_2,14,18,1,1780259938.012432,1780259940.526130,2.513698
dos_light,iteration_2,14,18,2,1780259938.012432,1780259940.526130,2.513698
dos_light,iteration_2,14,18,3,1780259938.012432,1780259940.526130,2.513698
dos_light,iteration_2,14,18,4,1780259938.012432,1780259940.526130,2.513698
dos_light,iteration_2,14,18,5,1780259938.012432,1780259940.526130,2.513698
dos_light,iteration_2,15,19,1,1780259939.010164,1780259941.527327,2.517163
dos_light,iteration_2,15,19,2,1780259939.010164,1780259941.527327,2.517163
dos_light,iteration_2,15,19,3,1780259939.010164,1780259941.527327,2.517163
dos_light,iteration_2,15,19,4,1780259939.010164,1780259941.527327,2.517163
dos_light,iteration_2,15,19,5,1780259939.010164,1780259941.527327,2.517163
dos_light,iteration_2,16,20,1,1780259940.022582,1780259942.528805,2.506223
dos_light,iteration_2,16,20,2,1780259940.022582,1780259942.528805,2.506223
dos_light,iteration_2,16,20,3,1780259940.022582,1780259942.528805,2.506223
dos_light,iteration_2,16,20,4,1780259940.022582,1780259942.528805,2.506223
dos_light,iteration_2,16,20,5,1780259940.022582,1780259942.528805,2.506223
dos_light,iteration_2,17,21,1,1780259941.015229,1780259943.531497,2.516268
dos_light,iteration_2,17,21,2,1780259941.015229,1780259943.531497,2.516268
dos_light,iteration_2,17,21,3,1780259941.015229,1780259943.531497,2.516268
dos_light,iteration_2,17,21,4,1780259941.015229,1780259943.531497,2.516268
dos_light,iteration_2,17,21,5,1780259941.015229,1780259943.531497,2.516268
dos_light,iteration_2,18,22,1,1780259942.020993,1780259944.533599,2.512606
dos_light,iteration_2,18,22,2,1780259942.020993,1780259944.533599,2.512606
dos_light,iteration_2,18,22,3,1780259942.020993,1780259944.533599,2.512606
dos_light,iteration_2,18,22,4,1780259942.020993,1780259944.533599,2.512606
dos_light,iteration_2,18,22,5,1780259942.020993,1780259944.533599,2.512606
dos_light,iteration_2,19,23,1,1780259943.036105,1780259945.534348,2.498243
dos_light,iteration_2,19,23,2,1780259943.036105,1780259945.534348,2.498243
dos_light,iteration_2,19,23,3,1780259943.036105,1780259945.534348,2.498243
dos_light,iteration_2,19,23,4,1780259943.036105,1780259945.534348,2.498243
dos_light,iteration_2,19,23,5,1780259943.036105,1780259945.534348,2.498243
dos_light,iteration_2,20,24,1,1780259944.046604,1780259946.535007,2.488403
dos_light,iteration_2,20,24,2,1780259944.046604,1780259946.535007,2.488403
dos_light,iteration_2,20,24,3,1780259944.046604,1780259946.535007,2.488403
dos_light,iteration_2,20,24,4,1780259944.046604,1780259946.535007,2.488403
dos_light,iteration_2,20,24,5,1780259944.046604,1780259946.535007,2.488403
dos_light,iteration_2,21,25,1,1780259945.054223,1780259947.537354,2.483131
dos_light,iteration_2,21,25,2,1780259945.054223,1780259947.537354,2.483131
dos_light,iteration_2,21,25,3,1780259945.054223,1780259947.537354,2.483131
dos_light,iteration_2,21,25,4,1780259945.054223,1780259947.537354,2.483131
dos_light,iteration_2,21,25,5,1780259945.054223,1780259947.537354,2.483131
dos_light,iteration_2,22,26,1,1780259946.059233,1780259948.538295,2.479062
dos_light,iteration_2,22,26,2,1780259946.059233,1780259948.538295,2.479062
dos_light,iteration_2,22,26,3,1780259946.059233,1780259948.538295,2.479062
dos_light,iteration_2,22,26,4,1780259946.059233,1780259948.538295,2.479062
dos_light,iteration_2,22,26,5,1780259946.059233,1780259948.538295,2.479062
dos_light,iteration_2,23,27,1,1780259947.060293,1780259949.538522,2.478229
dos_light,iteration_2,23,27,2,1780259947.060293,1780259949.538522,2.478229
dos_light,iteration_2,23,27,3,1780259947.060293,1780259949.538522,2.478229
dos_light,iteration_2,23,27,4,1780259947.060293,1780259949.538522,2.478229
dos_light,iteration_2,23,27,5,1780259947.060293,1780259949.538522,2.478229
dos_light,iteration_2,24,28,1,1780259948.084362,1780259950.538568,2.454206
dos_light,iteration_2,24,28,2,1780259948.084362,1780259950.538568,2.454206
dos_light,iteration_2,24,28,3,1780259948.084362,1780259950.538568,2.454206
dos_light,iteration_2,24,28,4,1780259948.084362,1780259950.538568,2.454206
dos_light,iteration_2,24,28,5,1780259948.084362,1780259950.538568,2.454206
dos_light,iteration_2,25,29,1,1780259949.079270,1780259951.539829,2.460559
dos_light,iteration_2,25,29,2,1780259949.079270,1780259951.539829,2.460559
dos_light,iteration_2,25,29,3,1780259949.079270,1780259951.539829,2.460559
dos_light,iteration_2,25,29,4,1780259949.079270,1780259951.539829,2.460559
dos_light,iteration_2,25,29,5,1780259949.079270,1780259951.539829,2.460559
dos_light,iteration_2,26,30,1,1780259949.915404,1780259952.541447,2.626043
dos_light,iteration_2,26,30,2,1780259949.915404,1780259952.541447,2.626043
dos_light,iteration_2,26,30,3,1780259949.915404,1780259952.541447,2.626043
dos_light,iteration_2,26,30,4,1780259949.915404,1780259952.541447,2.626043
dos_light,iteration_2,26,30,5,1780259949.915404,1780259952.541447,2.626043
dos_light,iteration_2,27,31,1,1780259950.900737,1780259953.542210,2.641473
dos_light,iteration_2,27,31,2,1780259950.900737,1780259953.542210,2.641473
dos_light,iteration_2,27,31,3,1780259950.900737,1780259953.542210,2.641473
dos_light,iteration_2,27,31,4,1780259950.900737,1780259953.542210,2.641473
dos_light,iteration_2,27,31,5,1780259950.900737,1780259953.542210,2.641473
dos_light,iteration_2,28,32,1,1780259951.947554,1780259954.543011,2.595457
dos_light,iteration_2,28,32,2,1780259951.947554,1780259954.543011,2.595457
dos_light,iteration_2,28,32,3,1780259951.947554,1780259954.543011,2.595457
dos_light,iteration_2,28,32,4,1780259951.947554,1780259954.543011,2.595457
dos_light,iteration_2,28,32,5,1780259951.947554,1780259954.543011,2.595457
dos_light,iteration_2,29,33,1,1780259952.916666,1780259955.545992,2.629326
dos_light,iteration_2,29,33,2,1780259952.916666,1780259955.545992,2.629326
dos_light,iteration_2,29,33,3,1780259952.916666,1780259955.545992,2.629326
dos_light,iteration_2,29,33,4,1780259952.916666,1780259955.545992,2.629326
dos_light,iteration_2,29,33,5,1780259952.916666,1780259955.545992,2.629326
dos_light,iteration_2,30,34,1,1780259953.937142,1780259956.546419,2.609277
dos_light,iteration_2,30,34,2,1780259953.937142,1780259956.546419,2.609277
dos_light,iteration_2,30,34,3,1780259953.937142,1780259956.546419,2.609277
dos_light,iteration_2,30,34,4,1780259953.937142,1780259956.546419,2.609277
dos_light,iteration_2,30,34,5,1780259953.937142,1780259956.546419,2.609277
dos_light,iteration_2,31,35,1,1780259954.927750,1780259957.546591,2.618841
dos_light,iteration_2,31,35,2,1780259954.927750,1780259957.546591,2.618841
dos_light,iteration_2,31,35,3,1780259954.927750,1780259957.546591,2.618841
dos_light,iteration_2,31,35,4,1780259954.927750,1780259957.546591,2.618841
dos_light,iteration_2,31,35,5,1780259954.927750,1780259957.546591,2.618841
dos_light,iteration_2,32,36,1,1780259955.954749,1780259958.547900,2.593151
dos_light,iteration_2,32,36,2,1780259955.954749,1780259958.547900,2.593151
dos_light,iteration_2,32,36,3,1780259955.954749,1780259958.547900,2.593151
dos_light,iteration_2,32,36,4,1780259955.954749,1780259958.547900,2.593151
dos_light,iteration_2,32,36,5,1780259955.954749,1780259958.547900,2.593151
dos_light,iteration_2,33,37,1,1780259956.963617,1780259959.549560,2.585943
dos_light,iteration_2,33,37,2,1780259956.963617,1780259959.549560,2.585943
dos_light,iteration_2,33,37,3,1780259956.963617,1780259959.549560,2.585943
dos_light,iteration_2,33,37,4,1780259956.963617,1780259959.549560,2.585943
dos_light,iteration_2,33,37,5,1780259956.963617,1780259959.549560,2.585943
dos_light,iteration_2,34,38,1,1780259957.962373,1780259960.550967,2.588594
dos_light,iteration_2,34,38,2,1780259957.962373,1780259960.550967,2.588594
dos_light,iteration_2,34,38,3,1780259957.962373,1780259960.550967,2.588594
dos_light,iteration_2,34,38,4,1780259957.962373,1780259960.550967,2.588594
dos_light,iteration_2,34,38,5,1780259957.962373,1780259960.550967,2.588594
dos_light,iteration_2,35,39,1,1780259958.959249,1780259961.552521,2.593272
dos_light,iteration_2,35,39,2,1780259958.959249,1780259961.552521,2.593272
dos_light,iteration_2,35,39,3,1780259958.959249,1780259961.552521,2.593272
dos_light,iteration_2,35,39,4,1780259958.959249,1780259961.552521,2.593272
dos_light,iteration_2,35,39,5,1780259958.959249,1780259961.552521,2.593272
dos_light,iteration_2,36,40,1,1780259959.967953,1780259962.555303,2.587350
dos_light,iteration_2,36,40,2,1780259959.967953,1780259962.555303,2.587350
dos_light,iteration_2,36,40,3,1780259959.967953,1780259962.555303,2.587350
dos_light,iteration_2,36,40,4,1780259959.967953,1780259962.555303,2.587350
dos_light,iteration_2,36,40,5,1780259959.967953,1780259962.555303,2.587350
dos_light,iteration_2,37,41,1,1780259960.966912,1780259963.556218,2.589306
dos_light,iteration_2,37,41,2,1780259960.966912,1780259963.556218,2.589306
dos_light,iteration_2,37,41,3,1780259960.966912,1780259963.556218,2.589306
dos_light,iteration_2,37,41,4,1780259960.966912,1780259963.556218,2.589306
dos_light,iteration_2,37,41,5,1780259960.966912,1780259963.556218,2.589306
dos_light,iteration_2,38,42,1,1780259961.969038,1780259964.557104,2.588066
dos_light,iteration_2,38,42,2,1780259961.969038,1780259964.557104,2.588066
dos_light,iteration_2,38,42,3,1780259961.969038,1780259964.557104,2.588066
dos_light,iteration_2,38,42,4,1780259961.969038,1780259964.557104,2.588066
dos_light,iteration_2,38,42,5,1780259961.969038,1780259964.557104,2.588066
dos_light,iteration_2,39,43,1,1780259963.024410,1780259965.558234,2.533824
dos_light,iteration_2,39,43,2,1780259963.024410,1780259965.558234,2.533824
dos_light,iteration_2,39,43,3,1780259963.024410,1780259965.558234,2.533824
dos_light,iteration_2,39,43,4,1780259963.024410,1780259965.558234,2.533824
dos_light,iteration_2,39,43,5,1780259963.024410,1780259965.558234,2.533824
dos_light,iteration_2,40,44,1,1780259964.012896,1780259966.558855,2.545959
dos_light,iteration_2,40,44,2,1780259964.012896,1780259966.558855,2.545959
dos_light,iteration_2,40,44,3,1780259964.012896,1780259966.558855,2.545959
dos_light,iteration_2,40,44,4,1780259964.012896,1780259966.558855,2.545959
dos_light,iteration_2,40,44,5,1780259964.012896,1780259966.558855,2.545959
dos_light,iteration_2,41,45,1,1780259965.025082,1780259967.560411,2.535329
dos_light,iteration_2,41,45,2,1780259965.025082,1780259967.560411,2.535329
dos_light,iteration_2,41,45,3,1780259965.025082,1780259967.560411,2.535329
dos_light,iteration_2,41,45,4,1780259965.025082,1780259967.560411,2.535329
dos_light,iteration_2,41,45,5,1780259965.025082,1780259967.560411,2.535329
dos_light,iteration_2,42,46,1,1780259966.028852,1780259968.562330,2.533478
dos_light,iteration_2,42,46,2,1780259966.028852,1780259968.562330,2.533478
dos_light,iteration_2,42,46,3,1780259966.028852,1780259968.562330,2.533478
dos_light,iteration_2,42,46,4,1780259966.028852,1780259968.562330,2.533478
dos_light,iteration_2,42,46,5,1780259966.028852,1780259968.562330,2.533478
dos_light,iteration_2,43,47,1,1780259967.063870,1780259969.564470,2.500600
dos_light,iteration_2,43,47,2,1780259967.063870,1780259969.564470,2.500600
dos_light,iteration_2,43,47,3,1780259967.063870,1780259969.564470,2.500600
dos_light,iteration_2,43,47,4,1780259967.063870,1780259969.564470,2.500600
dos_light,iteration_2,43,47,5,1780259967.063870,1780259969.564470,2.500600
dos_light,iteration_2,44,48,1,1780259968.082993,1780259970.566932,2.483939
dos_light,iteration_2,44,48,2,1780259968.082993,1780259970.566932,2.483939
dos_light,iteration_2,44,48,3,1780259968.082993,1780259970.566932,2.483939
dos_light,iteration_2,44,48,4,1780259968.082993,1780259970.566932,2.483939
dos_light,iteration_2,44,48,5,1780259968.082993,1780259970.566932,2.483939
dos_light,iteration_2,45,49,1,1780259969.089297,1780259971.571184,2.481887
dos_light,iteration_2,45,49,2,1780259969.089297,1780259971.571184,2.481887
dos_light,iteration_2,45,49,3,1780259969.089297,1780259971.571184,2.481887
dos_light,iteration_2,45,49,4,1780259969.089297,1780259971.571184,2.481887
dos_light,iteration_2,45,49,5,1780259969.089297,1780259971.571184,2.481887
dos_light,iteration_2,46,50,1,1780259970.090003,1780259972.572050,2.482047
dos_light,iteration_2,46,50,2,1780259970.090003,1780259972.572050,2.482047
dos_light,iteration_2,46,50,3,1780259970.090003,1780259972.572050,2.482047
dos_light,iteration_2,46,50,4,1780259970.090003,1780259972.572050,2.482047
dos_light,iteration_2,46,50,5,1780259970.090003,1780259972.572050,2.482047
dos_light,iteration_2,47,51,1,1780259971.093229,1780259973.575398,2.482169
dos_light,iteration_2,47,51,2,1780259971.093229,1780259973.575398,2.482169
dos_light,iteration_2,47,51,3,1780259971.093229,1780259973.575398,2.482169
dos_light,iteration_2,47,51,4,1780259971.093229,1780259973.575398,2.482169
dos_light,iteration_2,47,51,5,1780259971.093229,1780259973.575398,2.482169
dos_light,iteration_2,48,52,1,1780259971.945602,1780259974.576446,2.630844
dos_light,iteration_2,48,52,2,1780259971.945602,1780259974.576446,2.630844
dos_light,iteration_2,48,52,3,1780259971.945602,1780259974.576446,2.630844
dos_light,iteration_2,48,52,4,1780259971.945602,1780259974.576446,2.630844
dos_light,iteration_2,48,52,5,1780259971.945602,1780259974.576446,2.630844
dos_light,iteration_2,49,53,1,1780259972.956869,1780259975.576687,2.619818
dos_light,iteration_2,49,53,2,1780259972.956869,1780259975.576687,2.619818
dos_light,iteration_2,49,53,3,1780259972.956869,1780259975.576687,2.619818
dos_light,iteration_2,49,53,4,1780259972.956869,1780259975.576687,2.619818
dos_light,iteration_2,49,53,5,1780259972.956869,1780259975.576687,2.619818
dos_light,iteration_2,50,54,1,1780259973.958928,1780259976.577530,2.618602
dos_light,iteration_2,50,54,2,1780259973.958928,1780259976.577530,2.618602
dos_light,iteration_2,50,54,3,1780259973.958928,1780259976.577530,2.618602
dos_light,iteration_2,50,54,4,1780259973.958928,1780259976.577530,2.618602
dos_light,iteration_2,50,54,5,1780259973.958928,1780259976.577530,2.618602
dos_light,iteration_2,51,55,1,1780259974.959660,1780259977.594272,2.634612
dos_light,iteration_2,51,55,2,1780259974.959660,1780259977.594272,2.634612
dos_light,iteration_2,51,55,3,1780259974.959660,1780259977.594272,2.634612
dos_light,iteration_2,51,55,4,1780259974.959660,1780259977.594272,2.634612
dos_light,iteration_2,51,55,5,1780259974.959660,1780259977.594272,2.634612
dos_light,iteration_2,52,56,1,1780259975.991788,1780259978.594929,2.603141
dos_light,iteration_2,52,56,2,1780259975.991788,1780259978.594929,2.603141
dos_light,iteration_2,52,56,3,1780259975.991788,1780259978.594929,2.603141
dos_light,iteration_2,52,56,4,1780259975.991788,1780259978.594929,2.603141
dos_light,iteration_2,52,56,5,1780259975.991788,1780259978.594929,2.603141
dos_light,iteration_2,53,57,1,1780259976.958853,1780259979.595162,2.636309
dos_light,iteration_2,53,57,2,1780259976.958853,1780259979.595162,2.636309
dos_light,iteration_2,53,57,3,1780259976.958853,1780259979.595162,2.636309
dos_light,iteration_2,53,57,4,1780259976.958853,1780259979.595162,2.636309
dos_light,iteration_2,53,57,5,1780259976.958853,1780259979.595162,2.636309
dos_light,iteration_2,54,58,1,1780259977.996564,1780259980.618263,2.621699
dos_light,iteration_2,54,58,2,1780259977.996564,1780259980.618263,2.621699
dos_light,iteration_2,54,58,3,1780259977.996564,1780259980.618263,2.621699
dos_light,iteration_2,54,58,4,1780259977.996564,1780259980.618263,2.621699
dos_light,iteration_2,54,58,5,1780259977.996564,1780259980.618263,2.621699
dos_light,iteration_2,55,59,1,1780259978.998077,1780259981.619699,2.621622
dos_light,iteration_2,55,59,2,1780259978.998077,1780259981.619699,2.621622
dos_light,iteration_2,55,59,3,1780259978.998077,1780259981.619699,2.621622
dos_light,iteration_2,55,59,4,1780259978.998077,1780259981.619699,2.621622
dos_light,iteration_2,55,59,5,1780259978.998077,1780259981.619699,2.621622
dos_light,iteration_2,56,60,1,1780259979.990149,1780259982.621104,2.630955
dos_light,iteration_2,56,60,2,1780259979.990149,1780259982.621104,2.630955
dos_light,iteration_2,56,60,3,1780259979.990149,1780259982.621104,2.630955
dos_light,iteration_2,56,60,4,1780259979.990149,1780259982.621104,2.630955
dos_light,iteration_2,56,60,5,1780259979.990149,1780259982.621104,2.630955
dos_light,iteration_2,57,61,1,1780259981.011922,1780259983.622083,2.610161
dos_light,iteration_2,57,61,2,1780259981.011922,1780259983.622083,2.610161
dos_light,iteration_2,57,61,3,1780259981.011922,1780259983.622083,2.610161
dos_light,iteration_2,57,61,4,1780259981.011922,1780259983.622083,2.610161
dos_light,iteration_2,57,61,5,1780259981.011922,1780259983.622083,2.610161
dos_light,iteration_2,58,62,1,1780259981.991195,1780259984.623626,2.632431
dos_light,iteration_2,58,62,2,1780259981.991195,1780259984.623626,2.632431
dos_light,iteration_2,58,62,3,1780259981.991195,1780259984.623626,2.632431
dos_light,iteration_2,58,62,4,1780259981.991195,1780259984.623626,2.632431
dos_light,iteration_2,58,62,5,1780259981.991195,1780259984.623626,2.632431
dos_light,iteration_2,59,63,1,1780259983.009345,1780259985.624669,2.615324
dos_light,iteration_2,59,63,2,1780259983.009345,1780259985.624669,2.615324
dos_light,iteration_2,59,63,3,1780259983.009345,1780259985.624669,2.615324
dos_light,iteration_2,59,63,4,1780259983.009345,1780259985.624669,2.615324
dos_light,iteration_2,59,63,5,1780259983.009345,1780259985.624669,2.615324
dos_light,iteration_2,60,64,1,1780259984.027496,1780259986.626752,2.599256
dos_light,iteration_2,60,64,2,1780259984.027496,1780259986.626752,2.599256
dos_light,iteration_2,60,64,3,1780259984.027496,1780259986.626752,2.599256
dos_light,iteration_2,60,64,4,1780259984.027496,1780259986.626752,2.599256
dos_light,iteration_2,60,64,5,1780259984.027496,1780259986.626752,2.599256
dos_light,iteration_2,61,65,1,1780259985.018294,1780259987.629752,2.611458
dos_light,iteration_2,61,65,2,1780259985.018294,1780259987.629752,2.611458
dos_light,iteration_2,61,65,3,1780259985.018294,1780259987.629752,2.611458
dos_light,iteration_2,61,65,4,1780259985.018294,1780259987.629752,2.611458
dos_light,iteration_2,61,65,5,1780259985.018294,1780259987.629752,2.611458
dos_light,iteration_2,62,66,1,1780259986.027050,1780259988.630091,2.603041
dos_light,iteration_2,62,66,2,1780259986.027050,1780259988.630091,2.603041
dos_light,iteration_2,62,66,3,1780259986.027050,1780259988.630091,2.603041
dos_light,iteration_2,62,66,4,1780259986.027050,1780259988.630091,2.603041
dos_light,iteration_2,62,66,5,1780259986.027050,1780259988.630091,2.603041
dos_light,iteration_2,63,67,1,1780259987.046510,1780259989.631147,2.584637
dos_light,iteration_2,63,67,2,1780259987.046510,1780259989.631147,2.584637
dos_light,iteration_2,63,67,3,1780259987.046510,1780259989.631147,2.584637
dos_light,iteration_2,63,67,4,1780259987.046510,1780259989.631147,2.584637
dos_light,iteration_2,63,67,5,1780259987.046510,1780259989.631147,2.584637
dos_light,iteration_2,64,68,1,1780259988.033523,1780259990.631649,2.598126
dos_light,iteration_2,64,68,2,1780259988.033523,1780259990.631649,2.598126
dos_light,iteration_2,64,68,3,1780259988.033523,1780259990.631649,2.598126
dos_light,iteration_2,64,68,4,1780259988.033523,1780259990.631649,2.598126
dos_light,iteration_2,64,68,5,1780259988.033523,1780259990.631649,2.598126
dos_light,iteration_2,65,69,1,1780259989.041532,1780259991.632856,2.591324
dos_light,iteration_2,65,69,2,1780259989.041532,1780259991.632856,2.591324
dos_light,iteration_2,65,69,3,1780259989.041532,1780259991.632856,2.591324
dos_light,iteration_2,65,69,4,1780259989.041532,1780259991.632856,2.591324
dos_light,iteration_2,65,69,5,1780259989.041532,1780259991.632856,2.591324
dos_light,iteration_2,66,70,1,1780259990.035609,1780259992.634333,2.598724
dos_light,iteration_2,66,70,2,1780259990.035609,1780259992.634333,2.598724
dos_light,iteration_2,66,70,3,1780259990.035609,1780259992.634333,2.598724
dos_light,iteration_2,66,70,4,1780259990.035609,1780259992.634333,2.598724
dos_light,iteration_2,66,70,5,1780259990.035609,1780259992.634333,2.598724
dos_light,iteration_2,67,71,1,1780259991.040303,1780259993.634569,2.594266
dos_light,iteration_2,67,71,2,1780259991.040303,1780259993.634569,2.594266
dos_light,iteration_2,67,71,3,1780259991.040303,1780259993.634569,2.594266
dos_light,iteration_2,67,71,4,1780259991.040303,1780259993.634569,2.594266
dos_light,iteration_2,67,71,5,1780259991.040303,1780259993.634569,2.594266
dos_light,iteration_2,68,72,1,1780259992.048803,1780259994.635628,2.586825
dos_light,iteration_2,68,72,2,1780259992.048803,1780259994.635628,2.586825
dos_light,iteration_2,68,72,3,1780259992.048803,1780259994.635628,2.586825
dos_light,iteration_2,68,72,4,1780259992.048803,1780259994.635628,2.586825
dos_light,iteration_2,68,72,5,1780259992.048803,1780259994.635628,2.586825
dos_light,iteration_2,69,73,1,1780259993.053925,1780259995.635805,2.581880
dos_light,iteration_2,69,73,2,1780259993.053925,1780259995.635805,2.581880
dos_light,iteration_2,69,73,3,1780259993.053925,1780259995.635805,2.581880
dos_light,iteration_2,69,73,4,1780259993.053925,1780259995.635805,2.581880
dos_light,iteration_2,69,73,5,1780259993.053925,1780259995.635805,2.581880
dos_light,iteration_2,70,74,1,1780259994.058975,1780259996.636597,2.577622
dos_light,iteration_2,70,74,2,1780259994.058975,1780259996.636597,2.577622
dos_light,iteration_2,70,74,3,1780259994.058975,1780259996.636597,2.577622
dos_light,iteration_2,70,74,4,1780259994.058975,1780259996.636597,2.577622
dos_light,iteration_2,70,74,5,1780259994.058975,1780259996.636597,2.577622
dos_light,iteration_2,71,75,1,1780259995.053910,1780259997.637278,2.583368
dos_light,iteration_2,71,75,2,1780259995.053910,1780259997.637278,2.583368
dos_light,iteration_2,71,75,3,1780259995.053910,1780259997.637278,2.583368
dos_light,iteration_2,71,75,4,1780259995.053910,1780259997.637278,2.583368
dos_light,iteration_2,71,75,5,1780259995.053910,1780259997.637278,2.583368
dos_light,iteration_2,72,76,1,1780259996.062770,1780259998.637858,2.575088
dos_light,iteration_2,72,76,2,1780259996.062770,1780259998.637858,2.575088
dos_light,iteration_2,72,76,3,1780259996.062770,1780259998.637858,2.575088
dos_light,iteration_2,72,76,4,1780259996.062770,1780259998.637858,2.575088
dos_light,iteration_2,72,76,5,1780259996.062770,1780259998.637858,2.575088
dos_light,iteration_2,73,77,1,1780259997.080491,1780260000.640625,3.560134
dos_light,iteration_2,73,77,2,1780259997.080491,1780260000.640625,3.560134
dos_light,iteration_2,73,77,3,1780259997.080491,1780260000.640625,3.560134
dos_light,iteration_2,73,77,4,1780259997.080491,1780260000.640625,3.560134
dos_light,iteration_2,73,77,5,1780259997.080491,1780260000.640625,3.560134
dos_light,iteration_2,75,79,1,1780259999.081110,1780260007.651129,8.570019
dos_light,iteration_2,75,79,2,1780259999.081110,1780260007.651129,8.570019
dos_light,iteration_2,75,79,3,1780259999.081110,1780260007.651129,8.570019
dos_light,iteration_2,75,79,4,1780259999.081110,1780260007.651129,8.570019
dos_light,iteration_2,75,79,5,1780259999.081110,1780260007.651129,8.570019
dos_light,iteration_2,79,86,1,1780260006.392329,1780260008.654454,2.262125
dos_light,iteration_2,79,86,2,1780260006.392329,1780260008.654454,2.262125
dos_light,iteration_2,79,86,3,1780260006.392329,1780260008.654454,2.262125
dos_light,iteration_2,79,86,4,1780260006.392329,1780260008.654454,2.262125
dos_light,iteration_2,79,86,5,1780260006.392329,1780260008.654454,2.262125
dos_light,iteration_2,80,87,1,1780260006.997104,1780260010.657631,3.660527
dos_light,iteration_2,80,87,2,1780260006.997104,1780260010.657631,3.660527
dos_light,iteration_2,80,87,3,1780260006.997104,1780260010.657631,3.660527
dos_light,iteration_2,80,87,4,1780260006.997104,1780260010.657631,3.660527
dos_light,iteration_2,80,87,5,1780260006.997104,1780260010.657631,3.660527
dos_light,iteration_2,81,88,1,1780260009.251635,1780260011.658510,2.406875
dos_light,iteration_2,81,88,2,1780260009.251635,1780260011.658510,2.406875
dos_light,iteration_2,81,88,3,1780260009.251635,1780260011.658510,2.406875
dos_light,iteration_2,81,88,4,1780260009.251635,1780260011.658510,2.406875
dos_light,iteration_2,81,88,5,1780260009.251635,1780260011.658510,2.406875
dos_light,iteration_2,82,89,1,1780260010.512675,1780260012.658844,2.146169
dos_light,iteration_2,82,89,2,1780260010.512675,1780260012.658844,2.146169
dos_light,iteration_2,82,89,3,1780260010.512675,1780260012.658844,2.146169
dos_light,iteration_2,82,89,4,1780260010.512675,1780260012.658844,2.146169
dos_light,iteration_2,82,89,5,1780260010.512675,1780260012.658844,2.146169
dos_light,iteration_3,10,12,1,1780260027.742155,1780260029.450655,1.708500
dos_light,iteration_3,10,12,2,1780260027.742155,1780260029.450655,1.708500
dos_light,iteration_3,10,12,3,1780260027.742155,1780260029.450655,1.708500
dos_light,iteration_3,10,12,4,1780260027.742155,1780260029.450655,1.708500
dos_light,iteration_3,10,12,5,1780260027.742155,1780260029.450655,1.708500
dos_light,iteration_3,11,13,1,1780260028.707781,1780260030.454120,1.746339
dos_light,iteration_3,11,13,2,1780260028.707781,1780260030.454120,1.746339
dos_light,iteration_3,11,13,3,1780260028.707781,1780260030.454120,1.746339
dos_light,iteration_3,11,13,4,1780260028.707781,1780260030.454120,1.746339
dos_light,iteration_3,11,13,5,1780260028.707781,1780260030.454120,1.746339
dos_light,iteration_3,12,14,1,1780260029.637740,1780260031.455601,1.817861
dos_light,iteration_3,12,14,2,1780260029.637740,1780260031.455601,1.817861
dos_light,iteration_3,12,14,3,1780260029.637740,1780260031.455601,1.817861
dos_light,iteration_3,12,14,4,1780260029.637740,1780260031.455601,1.817861
dos_light,iteration_3,12,14,5,1780260029.637740,1780260031.455601,1.817861
dos_light,iteration_3,13,15,1,1780260030.553447,1780260032.455782,1.902335
dos_light,iteration_3,13,15,2,1780260030.553447,1780260032.455782,1.902335
dos_light,iteration_3,13,15,3,1780260030.553447,1780260032.455782,1.902335
dos_light,iteration_3,13,15,4,1780260030.553447,1780260032.455782,1.902335
dos_light,iteration_3,13,15,5,1780260030.553447,1780260032.455782,1.902335
dos_light,iteration_3,14,16,1,1780260031.548466,1780260033.458175,1.909709
dos_light,iteration_3,14,16,2,1780260031.548466,1780260033.458175,1.909709
dos_light,iteration_3,14,16,3,1780260031.548466,1780260033.458175,1.909709
dos_light,iteration_3,14,16,4,1780260031.548466,1780260033.458175,1.909709
dos_light,iteration_3,14,16,5,1780260031.548466,1780260033.458175,1.909709
dos_light,iteration_3,15,17,1,1780260032.532183,1780260034.458752,1.926569
dos_light,iteration_3,15,17,2,1780260032.532183,1780260034.458752,1.926569
dos_light,iteration_3,15,17,3,1780260032.532183,1780260034.458752,1.926569
dos_light,iteration_3,15,17,4,1780260032.532183,1780260034.458752,1.926569
dos_light,iteration_3,15,17,5,1780260032.532183,1780260034.458752,1.926569
dos_light,iteration_3,16,18,1,1780260033.523840,1780260035.461151,1.937311
dos_light,iteration_3,16,18,2,1780260033.523840,1780260035.461151,1.937311
dos_light,iteration_3,16,18,3,1780260033.523840,1780260035.461151,1.937311
dos_light,iteration_3,16,18,4,1780260033.523840,1780260035.461151,1.937311
dos_light,iteration_3,16,18,5,1780260033.523840,1780260035.461151,1.937311
dos_light,iteration_3,17,19,1,1780260034.559065,1780260036.461554,1.902489
