scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),h4_ts_sent (epoch_s),h1_ts_received (epoch_s),control_latency (s)
dos_light,iteration_1,58,61,1,1780259886.183637,1780259888.731522,2.547885
dos_light,iteration_1,58,61,2,1780259886.183637,1780259888.731522,2.547885
dos_light,iteration_1,58,61,3,1780259886.183637,1780259888.731522,2.547885
dos_light,iteration_1,58,61,4,1780259886.183637,1780259888.731522,2.547885
dos_light,iteration_1,58,61,5,1780259886.183637,1780259888.731522,2.547885
dos_light,iteration_1,59,62,1,1780259887.261131,1780259889.731831,2.470700
dos_light,iteration_1,59,62,2,1780259887.261131,1780259889.731831,2.470700
dos_light,iteration_1,59,62,3,1780259887.261131,1780259889.731831,2.470700
dos_light,iteration_1,59,62,4,1780259887.261131,1780259889.731831,2.470700
dos_light,iteration_1,59,62,5,1780259887.261131,1780259889.731831,2.470700
