scenario (-),iteration (-),cycle_id (-),bus (-),v_field (pu),v_dt (pu),drift_signed (pu),drift_abs (pu),drift (%)
baseline,iteration_1,82,2,1.010649,1.010676,0.000027,0.000027,0.002672
baseline,iteration_1,82,3,1.009109,1.009125,0.000016,0.000016,0.001586
baseline,iteration_1,82,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,82,5,1.007385,1.007162,-0.000223,0.000223,0.022137
baseline,iteration_1,83,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,83,2,1.010962,1.010687,-0.000275,0.000275,0.027202
baseline,iteration_1,83,3,1.009107,1.009132,0.000025,0.000025,0.002477
baseline,iteration_1,83,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,83,5,1.006916,1.006904,-0.000012,0.000012,0.001192
baseline,iteration_1,84,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,84,2,1.010561,1.010564,0.000003,0.000003,0.000297
baseline,iteration_1,84,3,1.009026,1.009030,0.000004,0.000004,0.000396
baseline,iteration_1,84,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,84,5,1.006812,1.006824,0.000012,0.000012,0.001192
baseline,iteration_1,85,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,85,2,1.009966,1.009978,0.000012,0.000012,0.001188
baseline,iteration_1,85,3,1.008170,1.008176,0.000006,0.000006,0.000595
baseline,iteration_1,85,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,85,5,1.007122,1.007106,-0.000016,0.000016,0.001589
baseline,iteration_1,86,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,86,2,1.011547,1.011526,-0.000021,0.000021,0.002076
baseline,iteration_1,86,3,1.009634,1.009613,-0.000021,0.000021,0.002080
baseline,iteration_1,86,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,86,5,1.007091,1.007091,0.000000,0.000000,0.000000
baseline,iteration_1,87,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,87,2,1.010534,1.011535,0.001001,0.001001,0.099057
baseline,iteration_1,87,3,1.008598,1.009618,0.001020,0.001020,0.101130
baseline,iteration_1,87,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,87,5,1.007268,1.007091,-0.000177,0.000177,0.017572
baseline,iteration_1,88,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,88,2,1.010997,1.010997,0.000000,0.000000,0.000000
baseline,iteration_1,88,3,1.009405,1.009400,-0.000005,0.000005,0.000495
baseline,iteration_1,88,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,88,5,1.006742,1.006763,0.000021,0.000021,0.002086
baseline,iteration_1,89,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,89,2,1.010760,1.010779,0.000019,0.000019,0.001880
baseline,iteration_1,89,3,1.009012,1.009030,0.000018,0.000018,0.001784
baseline,iteration_1,89,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,89,5,1.006642,1.006634,-0.000008,0.000008,0.000795
baseline,iteration_1,90,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,90,2,1.011348,1.011682,0.000334,0.000334,0.033025
baseline,iteration_1,90,3,1.009612,1.009813,0.000201,0.000201,0.019909
baseline,iteration_1,90,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,90,5,1.006793,1.006803,0.000010,0.000010,0.000993
baseline,iteration_1,91,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_1,91,2,1.010959,1.011297,0.000338,0.000338,0.033434
baseline,iteration_1,91,3,1.009325,1.009536,0.000211,0.000211,0.020905
baseline,iteration_1,91,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_1,91,5,1.006652,1.006644,-0.000008,0.000008,0.000795
baseline,iteration_2,14,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,14,2,1.009775,1.009769,-0.000006,0.000006,0.000594
baseline,iteration_2,14,3,1.008216,1.008218,0.000002,0.000002,0.000198
baseline,iteration_2,14,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,14,5,1.006861,1.006862,0.000001,0.000001,0.000099
baseline,iteration_2,15,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,15,2,1.010507,1.010523,0.000016,0.000016,0.001583
baseline,iteration_2,15,3,1.008649,1.008662,0.000013,0.000013,0.001289
baseline,iteration_2,15,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,15,5,1.007392,1.007396,0.000004,0.000004,0.000397
baseline,iteration_2,16,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,16,2,1.010130,1.010110,-0.000020,0.000020,0.001980
baseline,iteration_2,16,3,1.008286,1.008272,-0.000014,0.000014,0.001388
baseline,iteration_2,16,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,16,5,1.006847,1.006847,0.000000,0.000000,0.000000
baseline,iteration_2,17,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,17,2,1.010892,1.010865,-0.000027,0.000027,0.002671
baseline,iteration_2,17,3,1.008819,1.008790,-0.000029,0.000029,0.002875
baseline,iteration_2,17,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,17,5,1.007088,1.007083,-0.000005,0.000005,0.000496
baseline,iteration_2,18,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,18,2,1.009973,1.009994,0.000021,0.000021,0.002079
baseline,iteration_2,18,3,1.008443,1.008461,0.000018,0.000018,0.001785
baseline,iteration_2,18,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,18,5,1.007381,1.007381,0.000000,0.000000,0.000000
baseline,iteration_2,19,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,19,2,1.010699,1.010682,-0.000017,0.000017,0.001682
baseline,iteration_2,19,3,1.009129,1.009123,-0.000006,0.000006,0.000595
baseline,iteration_2,19,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,19,5,1.007112,1.007143,0.000031,0.000031,0.003078
baseline,iteration_2,20,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,20,2,1.010652,1.010628,-0.000024,0.000024,0.002375
baseline,iteration_2,20,3,1.008533,1.008506,-0.000027,0.000027,0.002677
baseline,iteration_2,20,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,20,5,1.006787,1.006786,-0.000001,0.000001,0.000099
baseline,iteration_2,21,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,21,2,1.010783,1.010795,0.000012,0.000012,0.001187
baseline,iteration_2,21,3,1.009160,1.009173,0.000013,0.000013,0.001288
baseline,iteration_2,21,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,21,5,1.006730,1.006730,0.000000,0.000000,0.000000
baseline,iteration_2,22,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,22,2,1.010142,1.010126,-0.000016,0.000016,0.001584
baseline,iteration_2,22,3,1.008437,1.008424,-0.000013,0.000013,0.001289
baseline,iteration_2,22,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,22,5,1.007068,1.007065,-0.000003,0.000003,0.000298
baseline,iteration_2,23,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,23,2,1.011480,1.011496,0.000016,0.000016,0.001582
baseline,iteration_2,23,3,1.009375,1.009400,0.000025,0.000025,0.002477
baseline,iteration_2,23,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,23,5,1.006774,1.006801,0.000027,0.000027,0.002682
baseline,iteration_2,24,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,24,2,1.011014,1.011022,0.000008,0.000008,0.000791
baseline,iteration_2,24,3,1.009354,1.009366,0.000012,0.000012,0.001189
baseline,iteration_2,24,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,24,5,1.007401,1.007396,-0.000005,0.000005,0.000496
baseline,iteration_2,25,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,25,2,1.010008,1.010017,0.000009,0.000009,0.000891
baseline,iteration_2,25,3,1.008547,1.008556,0.000009,0.000009,0.000892
baseline,iteration_2,25,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,25,5,1.007456,1.007456,0.000000,0.000000,0.000000
baseline,iteration_2,26,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,26,2,1.010601,1.010590,-0.000011,0.000011,0.001088
baseline,iteration_2,26,3,1.008965,1.008957,-0.000008,0.000008,0.000793
baseline,iteration_2,26,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,26,5,1.006989,1.006980,-0.000009,0.000009,0.000894
baseline,iteration_2,27,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,27,2,1.010247,1.010261,0.000014,0.000014,0.001386
baseline,iteration_2,27,3,1.008696,1.008708,0.000012,0.000012,0.001190
baseline,iteration_2,27,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,27,5,1.006955,1.006943,-0.000012,0.000012,0.001192
baseline,iteration_2,28,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,28,2,1.010945,1.010919,-0.000026,0.000026,0.002572
baseline,iteration_2,28,3,1.009110,1.009094,-0.000016,0.000016,0.001586
baseline,iteration_2,28,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,28,5,1.007283,1.007290,0.000007,0.000007,0.000695
baseline,iteration_2,29,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,29,2,1.010715,1.010720,0.000005,0.000005,0.000495
baseline,iteration_2,29,3,1.008480,1.008487,0.000007,0.000007,0.000694
baseline,iteration_2,29,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,29,5,1.007264,1.007254,-0.000010,0.000010,0.000993
baseline,iteration_2,30,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,30,2,1.010400,1.010408,0.000008,0.000008,0.000792
baseline,iteration_2,30,3,1.008523,1.008539,0.000016,0.000016,0.001586
baseline,iteration_2,30,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,30,5,1.007302,1.007296,-0.000006,0.000006,0.000596
baseline,iteration_2,31,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,31,2,1.010236,1.010261,0.000025,0.000025,0.002475
baseline,iteration_2,31,3,1.008856,1.008872,0.000016,0.000016,0.001586
baseline,iteration_2,31,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,31,5,1.007032,1.007049,0.000017,0.000017,0.001688
baseline,iteration_2,32,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,32,2,1.009841,1.009881,0.000040,0.000040,0.003961
baseline,iteration_2,32,3,1.007884,1.007923,0.000039,0.000039,0.003869
baseline,iteration_2,32,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,32,5,1.006940,1.006970,0.000030,0.000030,0.002979
baseline,iteration_2,33,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,33,2,1.010152,1.010134,-0.000018,0.000018,0.001782
baseline,iteration_2,33,3,1.008756,1.008742,-0.000014,0.000014,0.001388
baseline,iteration_2,33,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,33,5,1.006888,1.006904,0.000016,0.000016,0.001589
baseline,iteration_2,34,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,34,2,1.011566,1.011575,0.000009,0.000009,0.000890
baseline,iteration_2,34,3,1.009675,1.009681,0.000006,0.000006,0.000594
baseline,iteration_2,34,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,34,5,1.006680,1.006681,0.000001,0.000001,0.000099
baseline,iteration_2,35,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,35,2,1.010380,1.010377,-0.000003,0.000003,0.000297
baseline,iteration_2,35,3,1.008737,1.008740,0.000003,0.000003,0.000297
baseline,iteration_2,35,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,35,5,1.006653,1.006658,0.000005,0.000005,0.000497
baseline,iteration_2,36,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,36,2,1.010224,1.010233,0.000009,0.000009,0.000891
baseline,iteration_2,36,3,1.008492,1.008509,0.000017,0.000017,0.001686
baseline,iteration_2,36,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,36,5,1.007559,1.007575,0.000016,0.000016,0.001588
baseline,iteration_2,37,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,37,2,1.011107,1.011091,-0.000016,0.000016,0.001582
baseline,iteration_2,37,3,1.009155,1.009145,-0.000010,0.000010,0.000991
baseline,iteration_2,37,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,37,5,1.007413,1.007419,0.000006,0.000006,0.000596
baseline,iteration_2,38,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,38,2,1.010904,1.010921,0.000017,0.000017,0.001682
baseline,iteration_2,38,3,1.009165,1.009174,0.000009,0.000009,0.000892
baseline,iteration_2,38,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,38,5,1.006949,1.006922,-0.000027,0.000027,0.002681
baseline,iteration_2,39,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,39,2,1.011185,1.011151,-0.000034,0.000034,0.003362
baseline,iteration_2,39,3,1.009516,1.009485,-0.000031,0.000031,0.003071
baseline,iteration_2,39,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,39,5,1.007365,1.007390,0.000025,0.000025,0.002482
baseline,iteration_2,40,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,40,2,1.011585,1.011586,0.000001,0.000001,0.000099
baseline,iteration_2,40,3,1.009579,1.009576,-0.000003,0.000003,0.000297
baseline,iteration_2,40,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,40,5,1.007157,1.007153,-0.000004,0.000004,0.000397
baseline,iteration_2,41,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,41,2,1.010168,1.010177,0.000009,0.000009,0.000891
baseline,iteration_2,41,3,1.008223,1.008230,0.000007,0.000007,0.000694
baseline,iteration_2,41,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,41,5,1.007106,1.007121,0.000015,0.000015,0.001489
baseline,iteration_2,42,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,42,2,1.011072,1.011077,0.000005,0.000005,0.000495
baseline,iteration_2,42,3,1.009384,1.009391,0.000007,0.000007,0.000693
baseline,iteration_2,42,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,42,5,1.007317,1.007319,0.000002,0.000002,0.000199
baseline,iteration_2,43,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,43,2,1.010581,1.011089,0.000508,0.000508,0.050268
baseline,iteration_2,43,3,1.008642,1.009398,0.000756,0.000756,0.074952
baseline,iteration_2,43,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,43,5,1.007317,1.007319,0.000002,0.000002,0.000199
baseline,iteration_2,44,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,44,2,1.011134,1.011117,-0.000017,0.000017,0.001681
baseline,iteration_2,44,3,1.009235,1.009214,-0.000021,0.000021,0.002081
baseline,iteration_2,44,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,44,5,1.006964,1.006960,-0.000004,0.000004,0.000397
baseline,iteration_2,45,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,45,2,1.011279,1.011254,-0.000025,0.000025,0.002472
baseline,iteration_2,45,3,1.009287,1.009262,-0.000025,0.000025,0.002477
baseline,iteration_2,45,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,45,5,1.006820,1.006793,-0.000027,0.000027,0.002682
baseline,iteration_2,46,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,46,2,1.010697,1.010697,0.000000,0.000000,0.000000
baseline,iteration_2,46,3,1.009152,1.009157,0.000005,0.000005,0.000495
baseline,iteration_2,46,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,46,5,1.006612,1.006603,-0.000009,0.000009,0.000894
baseline,iteration_2,47,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,47,2,1.010244,1.010243,-0.000001,0.000001,0.000099
baseline,iteration_2,47,3,1.008820,1.008817,-0.000003,0.000003,0.000297
baseline,iteration_2,47,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,47,5,1.006876,1.006890,0.000014,0.000014,0.001390
baseline,iteration_2,48,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,48,2,1.011352,1.011349,-0.000003,0.000003,0.000297
baseline,iteration_2,48,3,1.009500,1.009497,-0.000003,0.000003,0.000297
baseline,iteration_2,48,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,48,5,1.006728,1.006705,-0.000023,0.000023,0.002285
baseline,iteration_2,49,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,49,2,1.010523,1.010537,0.000014,0.000014,0.001385
baseline,iteration_2,49,3,1.009051,1.009053,0.000002,0.000002,0.000198
baseline,iteration_2,49,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,49,5,1.006600,1.006613,0.000013,0.000013,0.001291
baseline,iteration_2,50,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,50,2,1.011055,1.011072,0.000017,0.000017,0.001681
baseline,iteration_2,50,3,1.009551,1.009560,0.000009,0.000009,0.000891
baseline,iteration_2,50,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,50,5,1.006800,1.006775,-0.000025,0.000025,0.002483
baseline,iteration_2,51,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,51,2,1.010156,1.010183,0.000027,0.000027,0.002673
baseline,iteration_2,51,3,1.008412,1.008431,0.000019,0.000019,0.001884
baseline,iteration_2,51,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,51,5,1.007523,1.007532,0.000009,0.000009,0.000893
baseline,iteration_2,52,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,52,2,1.009972,1.009978,0.000006,0.000006,0.000594
baseline,iteration_2,52,3,1.008332,1.008331,-0.000001,0.000001,0.000099
baseline,iteration_2,52,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,52,5,1.006879,1.006909,0.000030,0.000030,0.002980
baseline,iteration_2,53,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,53,2,1.011230,1.011247,0.000017,0.000017,0.001681
baseline,iteration_2,53,3,1.009288,1.009306,0.000018,0.000018,0.001783
baseline,iteration_2,53,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,53,5,1.006668,1.006657,-0.000011,0.000011,0.001093
baseline,iteration_2,54,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,54,2,1.010700,1.010698,-0.000002,0.000002,0.000198
baseline,iteration_2,54,3,1.008995,1.008990,-0.000005,0.000005,0.000496
baseline,iteration_2,54,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,54,5,1.007167,1.007179,0.000012,0.000012,0.001191
baseline,iteration_2,55,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,55,2,1.011479,1.011484,0.000005,0.000005,0.000494
baseline,iteration_2,55,3,1.009490,1.009494,0.000004,0.000004,0.000396
baseline,iteration_2,55,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,55,5,1.007307,1.007300,-0.000007,0.000007,0.000695
baseline,iteration_2,56,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,56,2,1.011755,1.011741,-0.000014,0.000014,0.001384
baseline,iteration_2,56,3,1.009887,1.009867,-0.000020,0.000020,0.001980
baseline,iteration_2,56,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,56,5,1.007290,1.007278,-0.000012,0.000012,0.001191
baseline,iteration_2,57,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,57,2,1.009520,1.009528,0.000008,0.000008,0.000792
baseline,iteration_2,57,3,1.007828,1.007833,0.000005,0.000005,0.000496
baseline,iteration_2,57,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,57,5,1.007263,1.007265,0.000002,0.000002,0.000199
baseline,iteration_2,58,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,58,2,1.011112,1.011108,-0.000004,0.000004,0.000396
baseline,iteration_2,58,3,1.009099,1.009091,-0.000008,0.000008,0.000793
baseline,iteration_2,58,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,58,5,1.006718,1.006700,-0.000018,0.000018,0.001788
baseline,iteration_2,59,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,59,2,1.011341,1.011340,-0.000001,0.000001,0.000099
baseline,iteration_2,59,3,1.009600,1.009599,-0.000001,0.000001,0.000099
baseline,iteration_2,59,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,59,5,1.006697,1.006683,-0.000014,0.000014,0.001391
baseline,iteration_2,60,1,1.020000,1.020000,0.000000,0.000000,0.000000
baseline,iteration_2,60,2,1.009983,1.009966,-0.000017,0.000017,0.001683
baseline,iteration_2,60,3,1.008223,1.008200,-0.000023,0.000023,0.002281
baseline,iteration_2,60,4,1.010000,1.010000,0.000000,0.000000,0.000000
baseline,iteration_2,60,5,1.006583,1.006573,-0.000010,0.000010,0.000993
