scenario (-),iteration (-),cycle_id (-),bus (-),v_field (pu),v_dt (pu),drift_signed (pu),drift_abs (pu),drift (%)
dos_light,iteration_2,18,2,1.009973,1.009994,0.000021,0.000021,0.002079
dos_light,iteration_2,18,3,1.008443,1.008461,0.000018,0.000018,0.001785
dos_light,iteration_2,18,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,18,5,1.007381,1.007381,0.000000,0.000000,0.000000
dos_light,iteration_2,19,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,19,2,1.010699,1.010682,-0.000017,0.000017,0.001682
dos_light,iteration_2,19,3,1.009129,1.009123,-0.000006,0.000006,0.000595
dos_light,iteration_2,19,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,19,5,1.007112,1.007143,0.000031,0.000031,0.003078
dos_light,iteration_2,20,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,20,2,1.010652,1.010628,-0.000024,0.000024,0.002375
dos_light,iteration_2,20,3,1.008533,1.008506,-0.000027,0.000027,0.002677
dos_light,iteration_2,20,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,20,5,1.006787,1.006786,-0.000001,0.000001,0.000099
dos_light,iteration_2,21,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,21,2,1.010783,1.010795,0.000012,0.000012,0.001187
dos_light,iteration_2,21,3,1.009160,1.009173,0.000013,0.000013,0.001288
dos_light,iteration_2,21,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,21,5,1.006730,1.006730,0.000000,0.000000,0.000000
dos_light,iteration_2,22,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,22,2,1.010142,1.010126,-0.000016,0.000016,0.001584
dos_light,iteration_2,22,3,1.008437,1.008424,-0.000013,0.000013,0.001289
dos_light,iteration_2,22,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,22,5,1.007068,1.007065,-0.000003,0.000003,0.000298
dos_light,iteration_2,23,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,23,2,1.011480,1.011496,0.000016,0.000016,0.001582
dos_light,iteration_2,23,3,1.009375,1.009400,0.000025,0.000025,0.002477
dos_light,iteration_2,23,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,23,5,1.006774,1.006801,0.000027,0.000027,0.002682
dos_light,iteration_2,24,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,24,2,1.011014,1.011022,0.000008,0.000008,0.000791
dos_light,iteration_2,24,3,1.009354,1.009366,0.000012,0.000012,0.001189
dos_light,iteration_2,24,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,24,5,1.007401,1.007396,-0.000005,0.000005,0.000496
dos_light,iteration_2,25,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,25,2,1.010008,1.010017,0.000009,0.000009,0.000891
dos_light,iteration_2,25,3,1.008547,1.008556,0.000009,0.000009,0.000892
dos_light,iteration_2,25,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,25,5,1.007456,1.007456,0.000000,0.000000,0.000000
dos_light,iteration_2,26,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,26,2,1.010601,1.010590,-0.000011,0.000011,0.001088
dos_light,iteration_2,26,3,1.008965,1.008957,-0.000008,0.000008,0.000793
dos_light,iteration_2,26,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,26,5,1.006989,1.006980,-0.000009,0.000009,0.000894
dos_light,iteration_2,27,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,27,2,1.010247,1.010261,0.000014,0.000014,0.001386
dos_light,iteration_2,27,3,1.008696,1.008708,0.000012,0.000012,0.001190
dos_light,iteration_2,27,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,27,5,1.006955,1.006943,-0.000012,0.000012,0.001192
dos_light,iteration_2,28,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,28,2,1.010945,1.010919,-0.000026,0.000026,0.002572
dos_light,iteration_2,28,3,1.009110,1.009094,-0.000016,0.000016,0.001586
dos_light,iteration_2,28,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,28,5,1.007283,1.007290,0.000007,0.000007,0.000695
dos_light,iteration_2,29,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,29,2,1.010715,1.010720,0.000005,0.000005,0.000495
dos_light,iteration_2,29,3,1.008480,1.008487,0.000007,0.000007,0.000694
dos_light,iteration_2,29,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,29,5,1.007264,1.007254,-0.000010,0.000010,0.000993
dos_light,iteration_2,30,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,30,2,1.010400,1.010408,0.000008,0.000008,0.000792
dos_light,iteration_2,30,3,1.008523,1.008539,0.000016,0.000016,0.001586
dos_light,iteration_2,30,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,30,5,1.007302,1.007296,-0.000006,0.000006,0.000596
dos_light,iteration_2,31,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,31,2,1.010236,1.010261,0.000025,0.000025,0.002475
dos_light,iteration_2,31,3,1.008856,1.008872,0.000016,0.000016,0.001586
dos_light,iteration_2,31,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,31,5,1.007032,1.007049,0.000017,0.000017,0.001688
dos_light,iteration_2,32,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,32,2,1.009841,1.009881,0.000040,0.000040,0.003961
dos_light,iteration_2,32,3,1.007884,1.007923,0.000039,0.000039,0.003869
dos_light,iteration_2,32,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,32,5,1.006940,1.006970,0.000030,0.000030,0.002979
dos_light,iteration_2,33,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,33,2,1.010152,1.010134,-0.000018,0.000018,0.001782
dos_light,iteration_2,33,3,1.008756,1.008742,-0.000014,0.000014,0.001388
dos_light,iteration_2,33,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,33,5,1.006888,1.006904,0.000016,0.000016,0.001589
dos_light,iteration_2,34,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,34,2,1.011566,1.011575,0.000009,0.000009,0.000890
dos_light,iteration_2,34,3,1.009675,1.009681,0.000006,0.000006,0.000594
dos_light,iteration_2,34,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,34,5,1.006680,1.006681,0.000001,0.000001,0.000099
dos_light,iteration_2,35,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,35,2,1.010380,1.010377,-0.000003,0.000003,0.000297
dos_light,iteration_2,35,3,1.008737,1.008740,0.000003,0.000003,0.000297
dos_light,iteration_2,35,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,35,5,1.006653,1.006658,0.000005,0.000005,0.000497
dos_light,iteration_2,36,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,36,2,1.010224,1.010233,0.000009,0.000009,0.000891
dos_light,iteration_2,36,3,1.008492,1.008509,0.000017,0.000017,0.001686
dos_light,iteration_2,36,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,36,5,1.007559,1.007575,0.000016,0.000016,0.001588
dos_light,iteration_2,37,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,37,2,1.011107,1.011091,-0.000016,0.000016,0.001582
dos_light,iteration_2,37,3,1.009155,1.009145,-0.000010,0.000010,0.000991
dos_light,iteration_2,37,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,37,5,1.007413,1.007419,0.000006,0.000006,0.000596
dos_light,iteration_2,38,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,38,2,1.010904,1.010921,0.000017,0.000017,0.001682
dos_light,iteration_2,38,3,1.009165,1.009174,0.000009,0.000009,0.000892
dos_light,iteration_2,38,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,38,5,1.006949,1.006922,-0.000027,0.000027,0.002681
dos_light,iteration_2,39,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,39,2,1.011185,1.011151,-0.000034,0.000034,0.003362
dos_light,iteration_2,39,3,1.009516,1.009485,-0.000031,0.000031,0.003071
dos_light,iteration_2,39,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,39,5,1.007365,1.007390,0.000025,0.000025,0.002482
dos_light,iteration_2,40,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,40,2,1.011585,1.011586,0.000001,0.000001,0.000099
dos_light,iteration_2,40,3,1.009579,1.009576,-0.000003,0.000003,0.000297
dos_light,iteration_2,40,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,40,5,1.007157,1.007153,-0.000004,0.000004,0.000397
dos_light,iteration_2,41,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,41,2,1.010168,1.010177,0.000009,0.000009,0.000891
dos_light,iteration_2,41,3,1.008223,1.008230,0.000007,0.000007,0.000694
dos_light,iteration_2,41,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,41,5,1.007106,1.007121,0.000015,0.000015,0.001489
dos_light,iteration_2,42,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,42,2,1.011072,1.011077,0.000005,0.000005,0.000495
dos_light,iteration_2,42,3,1.009384,1.009391,0.000007,0.000007,0.000693
dos_light,iteration_2,42,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,42,5,1.007317,1.007319,0.000002,0.000002,0.000199
dos_light,iteration_2,43,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,43,2,1.010581,1.010586,0.000005,0.000005,0.000495
dos_light,iteration_2,43,3,1.008642,1.008655,0.000013,0.000013,0.001289
dos_light,iteration_2,43,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,43,5,1.007317,1.007314,-0.000003,0.000003,0.000298
dos_light,iteration_2,44,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,44,2,1.011134,1.011117,-0.000017,0.000017,0.001681
dos_light,iteration_2,44,3,1.009235,1.009214,-0.000021,0.000021,0.002081
dos_light,iteration_2,44,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,44,5,1.006964,1.006960,-0.000004,0.000004,0.000397
dos_light,iteration_2,45,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,45,2,1.011279,1.011254,-0.000025,0.000025,0.002472
dos_light,iteration_2,45,3,1.009287,1.009262,-0.000025,0.000025,0.002477
dos_light,iteration_2,45,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,45,5,1.006820,1.006793,-0.000027,0.000027,0.002682
dos_light,iteration_2,46,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,46,2,1.010697,1.010697,0.000000,0.000000,0.000000
dos_light,iteration_2,46,3,1.009152,1.009157,0.000005,0.000005,0.000495
dos_light,iteration_2,46,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,46,5,1.006612,1.006603,-0.000009,0.000009,0.000894
dos_light,iteration_2,47,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,47,2,1.010244,1.010243,-0.000001,0.000001,0.000099
dos_light,iteration_2,47,3,1.008820,1.008817,-0.000003,0.000003,0.000297
dos_light,iteration_2,47,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,47,5,1.006876,1.006890,0.000014,0.000014,0.001390
dos_light,iteration_2,48,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,48,2,1.011352,1.011349,-0.000003,0.000003,0.000297
dos_light,iteration_2,48,3,1.009500,1.009497,-0.000003,0.000003,0.000297
dos_light,iteration_2,48,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,48,5,1.006728,1.006705,-0.000023,0.000023,0.002285
dos_light,iteration_2,49,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,49,2,1.010523,1.010537,0.000014,0.000014,0.001385
dos_light,iteration_2,49,3,1.009051,1.009053,0.000002,0.000002,0.000198
dos_light,iteration_2,49,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,49,5,1.006600,1.006613,0.000013,0.000013,0.001291
dos_light,iteration_2,50,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,50,2,1.011055,1.011072,0.000017,0.000017,0.001681
dos_light,iteration_2,50,3,1.009551,1.009560,0.000009,0.000009,0.000891
dos_light,iteration_2,50,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,50,5,1.006800,1.006775,-0.000025,0.000025,0.002483
dos_light,iteration_2,51,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,51,2,1.010156,1.010183,0.000027,0.000027,0.002673
dos_light,iteration_2,51,3,1.008412,1.008431,0.000019,0.000019,0.001884
dos_light,iteration_2,51,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,51,5,1.007523,1.007532,0.000009,0.000009,0.000893
dos_light,iteration_2,52,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,52,2,1.009972,1.009978,0.000006,0.000006,0.000594
dos_light,iteration_2,52,3,1.008332,1.008331,-0.000001,0.000001,0.000099
dos_light,iteration_2,52,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,52,5,1.006879,1.006909,0.000030,0.000030,0.002980
dos_light,iteration_2,53,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,53,2,1.011230,1.011247,0.000017,0.000017,0.001681
dos_light,iteration_2,53,3,1.009288,1.009306,0.000018,0.000018,0.001783
dos_light,iteration_2,53,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,53,5,1.006668,1.006657,-0.000011,0.000011,0.001093
dos_light,iteration_2,54,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,54,2,1.010700,1.010698,-0.000002,0.000002,0.000198
dos_light,iteration_2,54,3,1.008995,1.008990,-0.000005,0.000005,0.000496
dos_light,iteration_2,54,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,54,5,1.007167,1.007179,0.000012,0.000012,0.001191
dos_light,iteration_2,55,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,55,2,1.011479,1.011484,0.000005,0.000005,0.000494
dos_light,iteration_2,55,3,1.009490,1.009494,0.000004,0.000004,0.000396
dos_light,iteration_2,55,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,55,5,1.007307,1.007300,-0.000007,0.000007,0.000695
dos_light,iteration_2,56,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,56,2,1.011755,1.011741,-0.000014,0.000014,0.001384
dos_light,iteration_2,56,3,1.009887,1.009867,-0.000020,0.000020,0.001980
dos_light,iteration_2,56,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,56,5,1.007290,1.007278,-0.000012,0.000012,0.001191
dos_light,iteration_2,57,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,57,2,1.009520,1.009528,0.000008,0.000008,0.000792
dos_light,iteration_2,57,3,1.007828,1.007833,0.000005,0.000005,0.000496
dos_light,iteration_2,57,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,57,5,1.007263,1.007265,0.000002,0.000002,0.000199
dos_light,iteration_2,58,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,58,2,1.011112,1.011108,-0.000004,0.000004,0.000396
dos_light,iteration_2,58,3,1.009099,1.009091,-0.000008,0.000008,0.000793
dos_light,iteration_2,58,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,58,5,1.006718,1.006700,-0.000018,0.000018,0.001788
dos_light,iteration_2,59,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,59,2,1.011341,1.011340,-0.000001,0.000001,0.000099
dos_light,iteration_2,59,3,1.009600,1.009599,-0.000001,0.000001,0.000099
dos_light,iteration_2,59,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,59,5,1.006697,1.006683,-0.000014,0.000014,0.001391
dos_light,iteration_2,60,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,60,2,1.009983,1.009966,-0.000017,0.000017,0.001683
dos_light,iteration_2,60,3,1.008223,1.008200,-0.000023,0.000023,0.002281
dos_light,iteration_2,60,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,60,5,1.006583,1.006573,-0.000010,0.000010,0.000993
dos_light,iteration_2,61,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,61,2,1.009197,1.009196,-0.000001,0.000001,0.000099
dos_light,iteration_2,61,3,1.007604,1.007602,-0.000002,0.000002,0.000198
dos_light,iteration_2,61,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,61,5,1.007112,1.007109,-0.000003,0.000003,0.000298
dos_light,iteration_2,62,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,62,2,1.010088,1.010114,0.000026,0.000026,0.002574
dos_light,iteration_2,62,3,1.008496,1.008521,0.000025,0.000025,0.002479
dos_light,iteration_2,62,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,62,5,1.007136,1.007136,0.000000,0.000000,0.000000
dos_light,iteration_2,63,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,63,2,1.011701,1.011687,-0.000014,0.000014,0.001384
dos_light,iteration_2,63,3,1.010018,1.010009,-0.000009,0.000009,0.000891
dos_light,iteration_2,63,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,63,5,1.007217,1.007229,0.000012,0.000012,0.001191
dos_light,iteration_2,64,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,64,2,1.010355,1.010338,-0.000017,0.000017,0.001683
dos_light,iteration_2,64,3,1.008601,1.008595,-0.000006,0.000006,0.000595
dos_light,iteration_2,64,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,64,5,1.006842,1.006846,0.000004,0.000004,0.000397
dos_light,iteration_2,65,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,65,2,1.010836,1.010828,-0.000008,0.000008,0.000791
dos_light,iteration_2,65,3,1.008765,1.008755,-0.000010,0.000010,0.000991
dos_light,iteration_2,65,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,65,5,1.007024,1.007037,0.000013,0.000013,0.001291
dos_light,iteration_2,66,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,66,2,1.010806,1.010800,-0.000006,0.000006,0.000594
dos_light,iteration_2,66,3,1.009175,1.009167,-0.000008,0.000008,0.000793
dos_light,iteration_2,66,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,66,5,1.007050,1.007066,0.000016,0.000016,0.001589
dos_light,iteration_2,67,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,67,2,1.010442,1.010439,-0.000003,0.000003,0.000297
dos_light,iteration_2,67,3,1.008910,1.008909,-0.000001,0.000001,0.000099
dos_light,iteration_2,67,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,67,5,1.007041,1.007043,0.000002,0.000002,0.000199
dos_light,iteration_2,68,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,68,2,1.010615,1.010619,0.000004,0.000004,0.000396
dos_light,iteration_2,68,3,1.008759,1.008763,0.000004,0.000004,0.000397
dos_light,iteration_2,68,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,68,5,1.006833,1.006843,0.000010,0.000010,0.000993
dos_light,iteration_2,69,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,69,2,1.010585,1.010596,0.000011,0.000011,0.001088
dos_light,iteration_2,69,3,1.008496,1.008514,0.000018,0.000018,0.001785
dos_light,iteration_2,69,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,69,5,1.007183,1.007208,0.000025,0.000025,0.002482
dos_light,iteration_2,70,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,70,2,1.010233,1.010199,-0.000034,0.000034,0.003366
dos_light,iteration_2,70,3,1.008603,1.008570,-0.000033,0.000033,0.003272
dos_light,iteration_2,70,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,70,5,1.006759,1.006750,-0.000009,0.000009,0.000894
dos_light,iteration_2,71,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,71,2,1.010823,1.010829,0.000006,0.000006,0.000594
dos_light,iteration_2,71,3,1.009137,1.009148,0.000011,0.000011,0.001090
dos_light,iteration_2,71,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,71,5,1.006585,1.006588,0.000003,0.000003,0.000298
dos_light,iteration_2,72,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,72,2,1.011175,1.011173,-0.000002,0.000002,0.000198
dos_light,iteration_2,72,3,1.009483,1.009484,0.000001,0.000001,0.000099
dos_light,iteration_2,72,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,72,5,1.006837,1.006828,-0.000009,0.000009,0.000894
dos_light,iteration_2,73,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,73,2,1.010007,1.010026,0.000019,0.000019,0.001881
dos_light,iteration_2,73,3,1.008517,1.008530,0.000013,0.000013,0.001289
dos_light,iteration_2,73,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,73,5,1.007106,1.007104,-0.000002,0.000002,0.000199
dos_light,iteration_2,74,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,74,2,1.011116,1.011133,0.000017,0.000017,0.001681
dos_light,iteration_2,74,3,1.008945,1.008963,0.000018,0.000018,0.001784
dos_light,iteration_2,74,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,74,5,1.007435,1.007432,-0.000003,0.000003,0.000298
dos_light,iteration_2,75,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,75,2,1.011179,1.011155,-0.000024,0.000024,0.002373
dos_light,iteration_2,75,3,1.009415,1.009394,-0.000021,0.000021,0.002080
dos_light,iteration_2,75,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,75,5,1.007453,1.007446,-0.000007,0.000007,0.000695
dos_light,iteration_2,76,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,76,2,1.010079,1.010047,-0.000032,0.000032,0.003168
dos_light,iteration_2,76,3,1.008419,1.008385,-0.000034,0.000034,0.003372
dos_light,iteration_2,76,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,76,5,1.006966,1.006956,-0.000010,0.000010,0.000993
dos_light,iteration_2,77,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,77,2,1.010281,1.010320,0.000039,0.000039,0.003860
dos_light,iteration_2,77,3,1.008569,1.008590,0.000021,0.000021,0.002082
dos_light,iteration_2,77,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,77,5,1.007233,1.007239,0.000006,0.000006,0.000596
dos_light,iteration_2,78,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,78,2,1.010075,1.010075,0.000000,0.000000,0.000000
dos_light,iteration_2,78,3,1.008354,1.008354,0.000000,0.000000,0.000000
dos_light,iteration_2,78,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,78,5,1.007014,1.007012,-0.000002,0.000002,0.000199
dos_light,iteration_2,79,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,79,2,1.010502,1.010499,-0.000003,0.000003,0.000297
dos_light,iteration_2,79,3,1.008602,1.008603,0.000001,0.000001,0.000099
dos_light,iteration_2,79,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,79,5,1.007288,1.007290,0.000002,0.000002,0.000199
dos_light,iteration_2,81,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,81,2,1.011147,1.010191,-0.000956,0.000956,0.094546
dos_light,iteration_2,81,3,1.009248,1.008458,-0.000790,0.000790,0.078276
dos_light,iteration_2,81,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,81,5,1.007165,1.007290,0.000125,0.000125,0.012411
dos_light,iteration_2,82,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,82,2,1.010649,1.010489,-0.000160,0.000160,0.015831
dos_light,iteration_2,82,3,1.009109,1.008597,-0.000512,0.000512,0.050738
dos_light,iteration_2,82,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,82,5,1.007385,1.007290,-0.000095,0.000095,0.009430
dos_light,iteration_2,83,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,83,2,1.010962,1.010142,-0.000820,0.000820,0.081111
dos_light,iteration_2,83,3,1.009107,1.008389,-0.000718,0.000718,0.071152
dos_light,iteration_2,83,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,83,5,1.006916,1.007290,0.000374,0.000374,0.037143
dos_light,iteration_2,86,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,86,2,1.011547,1.011567,0.000020,0.000020,0.001977
dos_light,iteration_2,86,3,1.009634,1.009645,0.000011,0.000011,0.001090
dos_light,iteration_2,86,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,86,5,1.007091,1.007079,-0.000012,0.000012,0.001192
dos_light,iteration_2,87,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,87,2,1.010534,1.010517,-0.000017,0.000017,0.001682
dos_light,iteration_2,87,3,1.008598,1.008586,-0.000012,0.000012,0.001190
dos_light,iteration_2,87,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,87,5,1.007268,1.007260,-0.000008,0.000008,0.000794
dos_light,iteration_2,88,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,88,2,1.010997,1.011000,0.000003,0.000003,0.000297
dos_light,iteration_2,88,3,1.009405,1.009410,0.000005,0.000005,0.000495
dos_light,iteration_2,88,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,88,5,1.006742,1.006753,0.000011,0.000011,0.001093
dos_light,iteration_2,89,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_2,89,2,1.010760,1.010770,0.000010,0.000010,0.000989
dos_light,iteration_2,89,3,1.009012,1.009017,0.000005,0.000005,0.000496
dos_light,iteration_2,89,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_2,89,5,1.006642,1.006622,-0.000020,0.000020,0.001987
dos_light,iteration_2,90,1,1.020000,1.020000,0.000000,0.000000,0.000000
