scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),field_breaker_actual (-),dt_breaker_cmd (-),false_control_action (-)
dos_heavy,iteration_2,10,14,1,1,1,0
dos_heavy,iteration_2,10,14,2,1,0,1
dos_heavy,iteration_2,10,14,3,1,0,1
dos_heavy,iteration_2,10,14,4,0,0,0
dos_heavy,iteration_2,11,15,1,0,1,1
dos_heavy,iteration_2,12,16,1,1,1,0
dos_heavy,iteration_2,12,16,2,1,1,0
dos_heavy,iteration_2,12,16,3,0,1,1
dos_heavy,iteration_2,13,17,1,1,0,1
dos_heavy,iteration_2,13,17,2,1,0,1
dos_heavy,iteration_2,13,17,3,1,0,1
dos_heavy,iteration_2,13,17,4,1,1,0
dos_heavy,iteration_2,13,17,5,0,0,0
dos_heavy,iteration_2,14,18,1,1,1,0
dos_heavy,iteration_2,14,18,2,1,1,0
dos_heavy,iteration_2,14,18,3,0,1,1
dos_heavy,iteration_2,15,19,1,1,1,0
dos_heavy,iteration_2,15,19,2,1,1,0
dos_heavy,iteration_2,15,19,3,1,1,0
dos_heavy,iteration_2,15,19,4,0,0,0
dos_heavy,iteration_2,16,20,1,0,1,1
dos_heavy,iteration_2,17,21,1,1,0,1
dos_heavy,iteration_2,17,21,2,1,0,1
dos_heavy,iteration_2,17,21,3,1,0,1
dos_heavy,iteration_2,17,21,4,1,1,0
dos_heavy,iteration_2,17,21,5,1,1,0
dos_heavy,iteration_2,18,22,1,1,1,0
dos_heavy,iteration_2,18,22,2,1,1,0
dos_heavy,iteration_2,18,22,3,1,1,0
dos_heavy,iteration_2,18,22,4,0,1,1
dos_heavy,iteration_2,19,23,1,1,1,0
dos_heavy,iteration_2,19,23,2,0,1,1
dos_heavy,iteration_2,20,24,1,0,1,1
dos_heavy,iteration_2,21,25,1,1,1,0
dos_heavy,iteration_2,21,25,2,0,1,1
dos_heavy,iteration_2,22,26,1,1,1,0
dos_heavy,iteration_2,22,26,2,1,1,0
dos_heavy,iteration_2,22,26,3,0,0,0
dos_heavy,iteration_2,23,27,1,1,1,0
dos_heavy,iteration_2,23,27,2,0,1,1
dos_heavy,iteration_2,24,28,1,1,0,1
dos_heavy,iteration_2,24,28,2,1,0,1
dos_heavy,iteration_2,24,28,3,1,0,1
dos_heavy,iteration_2,24,28,4,1,1,0
dos_heavy,iteration_2,24,28,5,0,0,0
dos_heavy,iteration_2,25,29,1,1,1,0
dos_heavy,iteration_2,25,29,2,1,1,0
dos_heavy,iteration_2,25,29,3,1,1,0
dos_heavy,iteration_2,25,29,4,1,1,0
dos_heavy,iteration_2,25,29,5,0,0,0
dos_heavy,iteration_2,26,30,1,1,1,0
dos_heavy,iteration_2,26,30,2,1,0,1
dos_heavy,iteration_2,26,30,3,0,0,0
dos_heavy,iteration_2,27,31,1,0,1,1
dos_heavy,iteration_2,28,32,1,1,1,0
dos_heavy,iteration_2,28,32,2,1,1,0
dos_heavy,iteration_2,28,32,3,0,0,0
dos_heavy,iteration_2,29,33,1,1,0,1
dos_heavy,iteration_2,29,33,2,0,0,0
dos_heavy,iteration_2,30,34,1,1,0,1
dos_heavy,iteration_2,30,34,2,1,0,1
dos_heavy,iteration_2,30,34,3,1,0,1
dos_heavy,iteration_2,30,34,4,1,1,0
dos_heavy,iteration_2,30,34,5,0,0,0
dos_heavy,iteration_2,31,35,1,1,1,0
dos_heavy,iteration_2,31,35,2,1,1,0
dos_heavy,iteration_2,31,35,3,0,1,1
dos_heavy,iteration_2,32,36,1,0,1,1
dos_heavy,iteration_2,33,37,1,0,0,0
dos_heavy,iteration_2,34,38,1,1,1,0
dos_heavy,iteration_2,34,38,2,1,1,0
dos_heavy,iteration_2,34,38,3,1,1,0
dos_heavy,iteration_2,34,38,4,1,1,0
dos_heavy,iteration_2,34,38,5,0,0,0
dos_heavy,iteration_2,35,39,1,1,1,0
dos_heavy,iteration_2,35,39,2,0,0,0
dos_heavy,iteration_2,36,40,1,0,1,1
dos_heavy,iteration_2,37,41,1,1,1,0
dos_heavy,iteration_2,37,41,2,1,0,1
dos_heavy,iteration_2,37,41,3,1,0,1
dos_heavy,iteration_2,37,41,4,1,1,0
dos_heavy,iteration_2,37,41,5,0,0,0
dos_heavy,iteration_2,38,42,1,1,1,0
dos_heavy,iteration_2,38,42,2,0,1,1
dos_heavy,iteration_2,39,43,1,1,1,0
dos_heavy,iteration_2,39,43,2,1,1,0
dos_heavy,iteration_2,39,43,3,1,0,1
dos_heavy,iteration_2,39,43,4,1,1,0
dos_heavy,iteration_2,39,43,5,0,0,0
dos_heavy,iteration_2,40,44,1,1,1,0
dos_heavy,iteration_2,40,44,2,0,1,1
dos_heavy,iteration_2,41,45,1,1,1,0
dos_heavy,iteration_2,41,45,2,1,1,0
dos_heavy,iteration_2,41,45,3,0,1,1
dos_heavy,iteration_2,42,46,1,1,0,1
dos_heavy,iteration_2,42,46,2,1,0,1
dos_heavy,iteration_2,42,46,3,0,0,0
dos_heavy,iteration_2,43,47,1,1,0,1
dos_heavy,iteration_2,43,47,2,1,0,1
dos_heavy,iteration_2,43,47,3,1,0,1
dos_heavy,iteration_2,43,47,4,1,1,0
dos_heavy,iteration_2,43,47,5,0,0,0
dos_heavy,iteration_2,44,48,1,1,1,0
dos_heavy,iteration_2,44,48,2,1,0,1
dos_heavy,iteration_2,44,48,3,1,0,1
dos_heavy,iteration_2,44,48,4,1,1,0
dos_heavy,iteration_2,44,48,5,0,0,0
dos_heavy,iteration_2,45,49,1,0,1,1
dos_heavy,iteration_2,46,50,1,0,1,1
dos_heavy,iteration_2,47,51,1,1,1,0
dos_heavy,iteration_2,47,51,2,0,1,1
dos_heavy,iteration_2,48,52,1,1,1,0
dos_heavy,iteration_2,48,52,2,0,1,1
dos_heavy,iteration_2,49,53,1,1,1,0
dos_heavy,iteration_2,49,53,2,1,1,0
dos_heavy,iteration_2,49,53,3,0,1,1
dos_heavy,iteration_2,50,54,1,1,1,0
dos_heavy,iteration_2,50,54,2,1,1,0
dos_heavy,iteration_2,50,54,3,0,1,1
dos_heavy,iteration_2,51,55,1,1,0,1
dos_heavy,iteration_2,51,55,2,1,0,1
dos_heavy,iteration_2,51,55,3,1,0,1
dos_heavy,iteration_2,51,55,4,1,1,0
dos_heavy,iteration_2,51,55,5,0,0,0
dos_heavy,iteration_2,52,56,1,1,1,0
dos_heavy,iteration_2,52,56,2,1,0,1
dos_heavy,iteration_2,52,56,3,1,0,1
dos_heavy,iteration_2,52,56,4,1,1,0
dos_heavy,iteration_2,52,56,5,0,0,0
dos_heavy,iteration_2,53,57,1,1,1,0
dos_heavy,iteration_2,53,57,2,1,0,1
dos_heavy,iteration_2,53,57,3,1,1,0
dos_heavy,iteration_2,53,57,4,1,1,0
dos_heavy,iteration_2,53,57,5,0,0,0
dos_heavy,iteration_2,54,58,1,0,1,1
dos_heavy,iteration_2,55,59,1,1,1,0
dos_heavy,iteration_2,55,59,2,0,1,1
dos_heavy,iteration_2,56,60,1,1,0,1
dos_heavy,iteration_2,56,60,2,0,0,0
dos_heavy,iteration_2,57,61,1,1,1,0
dos_heavy,iteration_2,57,61,2,1,1,0
dos_heavy,iteration_2,57,61,3,0,1,1
dos_heavy,iteration_2,58,62,1,1,1,0
dos_heavy,iteration_2,58,62,2,1,1,0
dos_heavy,iteration_2,58,62,3,0,1,1
dos_heavy,iteration_2,59,63,1,0,1,1
dos_heavy,iteration_2,60,64,1,0,0,0
dos_heavy,iteration_2,61,65,1,1,1,0
dos_heavy,iteration_2,61,65,2,1,0,1
dos_heavy,iteration_2,61,65,3,1,0,1
dos_heavy,iteration_2,61,65,4,1,1,0
dos_heavy,iteration_2,61,65,5,0,0,0
dos_heavy,iteration_2,62,66,1,1,1,0
dos_heavy,iteration_2,62,66,2,0,1,1
dos_heavy,iteration_2,63,67,1,0,1,1
dos_heavy,iteration_2,64,68,1,0,1,1
dos_heavy,iteration_2,65,69,1,1,1,0
dos_heavy,iteration_2,65,69,2,0,1,1
dos_heavy,iteration_2,66,70,1,1,1,0
dos_heavy,iteration_2,66,70,2,0,1,1
dos_heavy,iteration_2,67,71,1,1,1,0
dos_heavy,iteration_2,67,71,2,0,1,1
dos_heavy,iteration_2,68,72,1,1,1,0
dos_heavy,iteration_2,68,72,2,1,1,0
dos_heavy,iteration_2,68,72,3,0,1,1
dos_heavy,iteration_2,69,73,1,1,0,1
dos_heavy,iteration_2,69,73,2,1,0,1
dos_heavy,iteration_2,69,73,3,0,0,0
dos_heavy,iteration_2,70,74,1,1,1,0
dos_heavy,iteration_2,70,74,2,1,0,1
dos_heavy,iteration_2,70,74,3,1,0,1
dos_heavy,iteration_2,70,74,4,1,1,0
dos_heavy,iteration_2,70,74,5,0,0,0
dos_heavy,iteration_2,71,75,1,1,1,0
dos_heavy,iteration_2,71,75,2,1,0,1
dos_heavy,iteration_2,71,75,3,1,0,1
dos_heavy,iteration_2,71,75,4,1,1,0
dos_heavy,iteration_2,71,75,5,0,0,0
dos_heavy,iteration_2,72,76,1,0,1,1
dos_heavy,iteration_2,73,77,1,1,1,0
dos_heavy,iteration_2,73,77,2,0,1,1
dos_heavy,iteration_2,74,78,1,1,1,0
dos_heavy,iteration_2,74,78,2,0,1,1
dos_heavy,iteration_2,75,79,1,1,1,0
dos_heavy,iteration_2,75,79,2,0,1,1
dos_heavy,iteration_3,6,13,1,1,0,1
dos_heavy,iteration_3,6,13,2,1,0,1
dos_heavy,iteration_3,6,13,3,1,0,1
dos_heavy,iteration_3,6,13,4,1,1,0
dos_heavy,iteration_3,6,13,5,1,1,0
dos_heavy,iteration_3,7,14,1,1,0,1
dos_heavy,iteration_3,7,14,2,1,0,1
dos_heavy,iteration_3,7,14,3,1,0,1
dos_heavy,iteration_3,7,14,4,1,1,0
dos_heavy,iteration_3,7,14,5,1,1,0
dos_heavy,iteration_3,8,16,1,1,0,1
dos_heavy,iteration_3,8,16,2,1,0,1
dos_heavy,iteration_3,8,16,3,0,0,0
dos_heavy,iteration_3,9,17,1,1,0,1
dos_heavy,iteration_3,9,17,2,1,0,1
dos_heavy,iteration_3,9,17,3,0,0,0
dos_heavy,iteration_3,10,18,1,1,1,0
dos_heavy,iteration_3,10,18,2,1,1,0
dos_heavy,iteration_3,10,18,3,0,1,1
dos_heavy,iteration_3,11,19,1,0,1,1
dos_heavy,iteration_3,12,20,1,0,1,1
dos_heavy,iteration_3,13,21,1,0,1,1
dos_heavy,iteration_3,14,22,1,0,1,1
dos_heavy,iteration_3,15,23,1,1,1,0
dos_heavy,iteration_3,15,23,2,1,1,0
dos_heavy,iteration_3,15,23,3,1,1,0
dos_heavy,iteration_3,15,23,4,0,1,1
dos_heavy,iteration_3,16,24,1,1,1,0
dos_heavy,iteration_3,16,24,2,0,1,1
dos_heavy,iteration_3,17,25,1,1,0,1
dos_heavy,iteration_3,17,25,2,1,0,1
dos_heavy,iteration_3,17,25,3,1,0,1
dos_heavy,iteration_3,17,25,4,1,1,0
dos_heavy,iteration_3,17,25,5,1,1,0
dos_heavy,iteration_3,18,26,1,1,0,1
dos_heavy,iteration_3,18,26,2,1,0,1
dos_heavy,iteration_3,18,26,3,1,0,1
dos_heavy,iteration_3,18,26,4,1,1,0
dos_heavy,iteration_3,18,26,5,0,0,0
dos_heavy,iteration_3,19,27,1,1,1,0
dos_heavy,iteration_3,19,27,2,1,1,0
dos_heavy,iteration_3,19,27,3,0,0,0
dos_heavy,iteration_3,20,28,1,0,1,1
dos_heavy,iteration_3,21,29,1,0,1,1
dos_heavy,iteration_3,22,30,1,1,1,0
dos_heavy,iteration_3,22,30,2,1,1,0
dos_heavy,iteration_3,22,30,3,0,0,0
dos_heavy,iteration_3,23,31,1,1,0,1
dos_heavy,iteration_3,23,31,2,0,0,0
dos_heavy,iteration_3,24,32,1,1,1,0
dos_heavy,iteration_3,24,32,2,1,1,0
dos_heavy,iteration_3,24,32,3,1,1,0
dos_heavy,iteration_3,24,32,4,1,1,0
dos_heavy,iteration_3,24,32,5,0,0,0
dos_heavy,iteration_3,25,33,1,1,1,0
dos_heavy,iteration_3,25,33,2,1,0,1
dos_heavy,iteration_3,25,33,3,0,0,0
dos_heavy,iteration_3,26,34,1,0,1,1
dos_heavy,iteration_3,27,35,1,1,1,0
dos_heavy,iteration_3,27,35,2,1,1,0
dos_heavy,iteration_3,27,35,3,1,1,0
dos_heavy,iteration_3,27,35,4,1,1,0
dos_heavy,iteration_3,27,35,5,0,0,0
dos_heavy,iteration_3,28,36,1,1,1,0
dos_heavy,iteration_3,28,36,2,0,1,1
dos_heavy,iteration_3,29,37,1,1,0,1
dos_heavy,iteration_3,29,37,2,1,0,1
dos_heavy,iteration_3,29,37,3,1,0,1
dos_heavy,iteration_3,29,37,4,1,1,0
dos_heavy,iteration_3,29,37,5,0,0,0
dos_heavy,iteration_3,30,38,1,1,1,0
dos_heavy,iteration_3,30,38,2,1,1,0
dos_heavy,iteration_3,30,38,3,1,1,0
dos_heavy,iteration_3,30,38,4,1,1,0
dos_heavy,iteration_3,30,38,5,0,1,1
dos_heavy,iteration_3,31,39,1,1,1,0
dos_heavy,iteration_3,31,39,2,1,0,1
dos_heavy,iteration_3,31,39,3,0,0,0
dos_heavy,iteration_3,32,40,1,0,1,1
dos_heavy,iteration_3,33,41,1,1,1,0
dos_heavy,iteration_3,33,41,2,1,1,0
dos_heavy,iteration_3,33,41,3,1,0,1
dos_heavy,iteration_3,33,41,4,1,1,0
dos_heavy,iteration_3,33,41,5,1,1,0
dos_heavy,iteration_3,34,42,1,1,1,0
dos_heavy,iteration_3,34,42,2,0,1,1
dos_heavy,iteration_3,35,43,1,1,1,0
dos_heavy,iteration_3,35,43,2,0,1,1
dos_heavy,iteration_3,36,45,1,1,1,0
dos_heavy,iteration_3,36,45,2,1,1,0
dos_heavy,iteration_3,36,45,3,0,1,1
dos_heavy,iteration_3,37,47,1,1,1,0
dos_heavy,iteration_3,37,47,2,1,1,0
dos_heavy,iteration_3,37,47,3,1,1,0
dos_heavy,iteration_3,37,47,4,1,1,0
dos_heavy,iteration_3,37,47,5,1,1,0
dos_heavy,iteration_3,38,49,1,1,1,0
dos_heavy,iteration_3,38,49,2,1,0,1
dos_heavy,iteration_3,38,49,3,1,0,1
dos_heavy,iteration_3,38,49,4,1,1,0
dos_heavy,iteration_3,38,49,5,1,1,0
dos_heavy,iteration_3,39,50,1,1,0,1
dos_heavy,iteration_3,39,50,2,1,0,1
dos_heavy,iteration_3,39,50,3,1,0,1
dos_heavy,iteration_3,39,50,4,1,1,0
dos_heavy,iteration_3,39,50,5,1,1,0
dos_heavy,iteration_3,40,51,1,1,1,0
dos_heavy,iteration_3,40,51,2,0,1,1
dos_heavy,iteration_3,41,52,1,0,1,1
dos_heavy,iteration_3,42,53,1,0,1,1
dos_heavy,iteration_3,43,55,1,1,1,0
dos_heavy,iteration_3,43,55,2,1,1,0
dos_heavy,iteration_3,43,55,3,0,1,1
dos_heavy,iteration_3,44,56,1,1,1,0
dos_heavy,iteration_3,44,56,2,0,1,1
dos_heavy,iteration_3,45,58,1,1,0,1
dos_heavy,iteration_3,45,58,2,1,0,1
dos_heavy,iteration_3,45,58,3,1,0,1
dos_heavy,iteration_3,45,58,4,1,1,0
dos_heavy,iteration_3,45,58,5,1,1,0
dos_heavy,iteration_3,46,59,1,1,1,0
dos_heavy,iteration_3,46,59,2,1,1,0
dos_heavy,iteration_3,46,59,3,0,1,1
dos_heavy,iteration_3,47,60,1,0,1,1
dos_heavy,iteration_3,48,61,1,1,0,1
dos_heavy,iteration_3,48,61,2,1,0,1
dos_heavy,iteration_3,48,61,3,1,0,1
dos_heavy,iteration_3,48,61,4,1,1,0
dos_heavy,iteration_3,48,61,5,1,1,0
dos_heavy,iteration_3,49,62,1,1,1,0
dos_heavy,iteration_3,49,62,2,0,1,1
dos_heavy,iteration_3,50,63,1,0,1,1
dos_heavy,iteration_3,51,64,1,1,1,0
dos_heavy,iteration_3,51,64,2,1,1,0
dos_heavy,iteration_3,51,64,3,0,1,1
dos_heavy,iteration_3,52,65,1,1,1,0
dos_heavy,iteration_3,52,65,2,0,1,1
dos_heavy,iteration_3,53,66,1,1,1,0
dos_heavy,iteration_3,53,66,2,1,0,1
dos_heavy,iteration_3,53,66,3,1,0,1
dos_heavy,iteration_3,53,66,4,1,1,0
dos_heavy,iteration_3,53,66,5,1,1,0
dos_heavy,iteration_3,54,67,1,1,1,0
dos_heavy,iteration_3,54,67,2,1,1,0
dos_heavy,iteration_3,54,67,3,0,1,1
dos_heavy,iteration_3,55,68,1,1,1,0
dos_heavy,iteration_3,55,68,2,0,1,1
dos_heavy,iteration_3,56,69,1,1,0,1
dos_heavy,iteration_3,56,69,2,1,0,1
dos_heavy,iteration_3,56,69,3,1,0,1
dos_heavy,iteration_3,56,69,4,1,1,0
dos_heavy,iteration_3,56,69,5,1,1,0
dos_heavy,iteration_3,57,70,1,1,1,0
dos_heavy,iteration_3,57,70,2,1,1,0
dos_heavy,iteration_3,57,70,3,0,1,1
dos_heavy,iteration_3,58,71,1,0,1,1
dos_heavy,iteration_3,59,72,1,0,1,1
dos_heavy,iteration_3,60,73,1,1,0,1
dos_heavy,iteration_3,60,73,2,1,0,1
dos_heavy,iteration_3,60,73,3,1,0,1
dos_heavy,iteration_3,60,73,4,1,1,0
dos_heavy,iteration_3,60,73,5,1,1,0
dos_heavy,iteration_3,61,74,1,1,1,0
dos_heavy,iteration_3,61,74,2,1,1,0
dos_heavy,iteration_3,61,74,3,0,1,1
dos_heavy,iteration_3,62,75,1,0,1,1
dos_heavy,iteration_3,63,76,1,0,1,1
dos_heavy,iteration_3,64,77,1,0,1,1
dos_heavy,iteration_3,65,78,1,1,1,0
dos_heavy,iteration_3,65,78,2,1,0,1
dos_heavy,iteration_3,65,78,3,1,0,1
dos_heavy,iteration_3,65,78,4,1,1,0
dos_heavy,iteration_3,65,78,5,1,1,0
dos_heavy,iteration_3,66,79,1,1,1,0
dos_heavy,iteration_3,66,79,2,1,1,0
dos_heavy,iteration_3,66,79,3,1,1,0
dos_heavy,iteration_3,66,79,4,1,1,0
dos_heavy,iteration_3,66,79,5,1,1,0
mitm,iteration_1,9,13,1,1,1,0
mitm,iteration_1,9,13,2,1,1,0
mitm,iteration_1,9,13,3,0,1,1
mitm,iteration_1,10,14,1,1,1,0
mitm,iteration_1,10,14,2,1,1,0
mitm,iteration_1,10,14,3,0,0,0
mitm,iteration_1,11,15,1,1,1,0
mitm,iteration_1,11,15,2,1,1,0
mitm,iteration_1,11,15,3,1,1,0
mitm,iteration_1,11,15,4,0,1,1
mitm,iteration_1,12,16,1,1,1,0
mitm,iteration_1,12,16,2,1,1,0
mitm,iteration_1,12,16,3,1,1,0
mitm,iteration_1,12,16,4,0,1,1
mitm,iteration_1,13,17,1,1,0,1
mitm,iteration_1,13,17,2,1,0,1
mitm,iteration_1,13,17,3,0,0,0
mitm,iteration_1,14,18,1,1,0,1
mitm,iteration_1,14,18,2,1,0,1
mitm,iteration_1,14,18,3,1,0,1
mitm,iteration_1,14,18,4,1,1,0
mitm,iteration_1,14,18,5,1,1,0
mitm,iteration_1,15,19,1,1,1,0
mitm,iteration_1,15,19,2,1,0,1
mitm,iteration_1,15,19,3,1,0,1
mitm,iteration_1,15,19,4,1,1,0
mitm,iteration_1,15,19,5,1,1,0
mitm,iteration_1,16,20,1,0,1,1
mitm,iteration_1,17,21,1,0,1,1
mitm,iteration_1,18,22,1,1,1,0
mitm,iteration_1,18,22,2,0,1,1
mitm,iteration_1,19,23,1,1,1,0
mitm,iteration_1,19,23,2,0,1,1
mitm,iteration_1,20,24,1,1,1,0
mitm,iteration_1,20,24,2,1,1,0
mitm,iteration_1,20,24,3,0,1,1
mitm,iteration_1,21,25,1,1,0,1
mitm,iteration_1,21,25,2,1,0,1
mitm,iteration_1,21,25,3,0,0,0
mitm,iteration_1,22,26,1,1,0,1
mitm,iteration_1,22,26,2,1,0,1
mitm,iteration_1,22,26,3,1,0,1
mitm,iteration_1,22,26,4,1,1,0
mitm,iteration_1,22,26,5,1,1,0
mitm,iteration_1,23,27,1,1,1,0
mitm,iteration_1,23,27,2,1,0,1
mitm,iteration_1,23,27,3,1,0,1
mitm,iteration_1,23,27,4,1,1,0
mitm,iteration_1,23,27,5,1,1,0
mitm,iteration_1,24,28,1,0,1,1
mitm,iteration_1,25,29,1,0,1,1
mitm,iteration_1,26,30,1,1,1,0
mitm,iteration_1,26,30,2,0,1,1
mitm,iteration_1,27,31,1,1,1,0
mitm,iteration_1,27,31,2,0,1,1
mitm,iteration_1,28,32,1,1,0,1
mitm,iteration_1,28,32,2,1,0,1
mitm,iteration_1,28,32,3,0,1,1
mitm,iteration_1,29,33,1,1,0,1
mitm,iteration_1,29,33,2,1,0,1
mitm,iteration_1,29,33,3,0,0,0
mitm,iteration_1,30,34,1,1,1,0
mitm,iteration_1,30,34,2,1,0,1
mitm,iteration_1,30,34,3,1,1,0
mitm,iteration_1,30,34,4,1,1,0
mitm,iteration_1,30,34,5,1,1,0
mitm,iteration_1,31,35,1,0,1,1
mitm,iteration_1,32,36,1,0,1,1
mitm,iteration_1,33,37,1,1,1,0
mitm,iteration_1,33,37,2,0,1,1
mitm,iteration_1,34,38,1,1,0,1
mitm,iteration_1,34,38,2,0,0,0
mitm,iteration_1,35,39,1,1,1,0
mitm,iteration_1,35,39,2,1,1,0
mitm,iteration_1,35,39,3,1,1,0
mitm,iteration_1,35,39,4,1,0,1
mitm,iteration_1,35,39,5,1,1,0
mitm,iteration_1,36,40,1,1,1,0
mitm,iteration_1,36,40,2,1,1,0
mitm,iteration_1,36,40,3,0,0,0
mitm,iteration_1,37,41,1,1,1,0
mitm,iteration_1,37,41,2,0,0,0
mitm,iteration_1,38,42,1,0,1,1
mitm,iteration_1,39,43,1,1,1,0
mitm,iteration_1,39,43,2,1,1,0
mitm,iteration_1,39,43,3,0,1,1
mitm,iteration_1,40,44,1,1,0,1
mitm,iteration_1,40,44,2,0,0,0
mitm,iteration_1,41,45,1,1,1,0
mitm,iteration_1,41,45,2,1,1,0
mitm,iteration_1,41,45,3,1,1,0
mitm,iteration_1,41,45,4,1,1,0
mitm,iteration_1,41,45,5,1,1,0
mitm,iteration_1,42,46,1,1,1,0
mitm,iteration_1,42,46,2,1,0,1
mitm,iteration_1,42,46,3,1,0,1
mitm,iteration_1,42,46,4,0,1,1
mitm,iteration_1,43,47,1,0,0,0
mitm,iteration_1,44,48,1,1,1,0
mitm,iteration_1,44,48,2,1,1,0
mitm,iteration_1,44,48,3,1,0,1
mitm,iteration_1,44,48,4,1,1,0
mitm,iteration_1,44,48,5,1,1,0
mitm,iteration_1,45,49,1,1,1,0
mitm,iteration_1,45,49,2,0,0,0
mitm,iteration_1,46,50,1,0,1,1
mitm,iteration_1,47,51,1,1,1,0
mitm,iteration_1,47,51,2,1,1,0
mitm,iteration_1,47,51,3,0,0,0
mitm,iteration_1,48,52,1,1,0,1
mitm,iteration_1,48,52,2,0,0,0
mitm,iteration_1,49,53,1,1,1,0
mitm,iteration_1,49,53,2,1,0,1
mitm,iteration_1,49,53,3,1,1,0
mitm,iteration_1,49,53,4,1,1,0
mitm,iteration_1,49,53,5,1,1,0
mitm,iteration_1,50,54,1,1,1,0
mitm,iteration_1,50,54,2,1,0,1
mitm,iteration_1,50,54,3,0,0,0
mitm,iteration_1,51,55,1,0,1,1
mitm,iteration_1,52,56,1,1,1,0
mitm,iteration_1,52,56,2,0,1,1
mitm,iteration_1,53,57,1,1,0,1
mitm,iteration_1,53,57,2,0,0,0
mitm,iteration_1,54,58,1,1,1,0
mitm,iteration_1,54,58,2,1,0,1
mitm,iteration_1,54,58,3,1,0,1
mitm,iteration_1,54,58,4,1,1,0
mitm,iteration_1,54,58,5,1,1,0
mitm,iteration_1,55,59,1,1,1,0
mitm,iteration_1,55,59,2,1,0,1
mitm,iteration_1,55,59,3,1,0,1
mitm,iteration_1,55,59,4,1,1,0
mitm,iteration_1,55,59,5,1,1,0
mitm,iteration_1,56,60,1,0,1,1
mitm,iteration_1,57,61,1,1,1,0
mitm,iteration_1,57,61,2,0,1,1
mitm,iteration_1,58,62,1,1,1,0
mitm,iteration_1,58,62,2,0,1,1
mitm,iteration_1,59,63,1,1,1,0
mitm,iteration_1,59,63,2,0,1,1
mitm,iteration_1,60,64,1,1,1,0
mitm,iteration_1,60,64,2,1,1,0
mitm,iteration_1,60,64,3,0,1,1
mitm,iteration_1,61,65,1,1,1,0
mitm,iteration_1,61,65,2,1,1,0
mitm,iteration_1,61,65,3,0,1,1
mitm,iteration_1,62,66,1,1,1,0
mitm,iteration_1,62,66,2,1,0,1
mitm,iteration_1,62,66,3,0,0,0
mitm,iteration_1,63,67,1,1,0,1
mitm,iteration_1,63,67,2,1,0,1
mitm,iteration_1,63,67,3,1,0,1
mitm,iteration_1,63,67,4,1,1,0
mitm,iteration_1,63,67,5,1,1,0
mitm,iteration_1,64,68,1,1,1,0
mitm,iteration_1,64,68,2,1,1,0
mitm,iteration_1,64,68,3,1,0,1
mitm,iteration_1,64,68,4,1,1,0
mitm,iteration_1,64,68,5,1,1,0
mitm,iteration_1,65,69,1,1,1,0
mitm,iteration_1,65,69,2,0,0,0
mitm,iteration_1,66,70,1,0,1,1
mitm,iteration_1,67,71,1,1,1,0
mitm,iteration_1,67,71,2,1,1,0
mitm,iteration_1,67,71,3,0,0,0
mitm,iteration_1,68,72,1,1,0,1
mitm,iteration_1,68,72,2,0,0,0
mitm,iteration_1,69,73,1,1,1,0
mitm,iteration_1,69,73,2,1,0,1
mitm,iteration_1,69,73,3,1,1,0
mitm,iteration_1,69,73,4,1,1,0
mitm,iteration_1,69,73,5,1,1,0
mitm,iteration_1,70,74,1,1,1,0
mitm,iteration_1,70,74,2,1,0,1
mitm,iteration_1,70,74,3,0,0,0
mitm,iteration_1,71,75,1,0,1,1
mitm,iteration_1,72,76,1,0,1,1
mitm,iteration_1,73,77,1,1,1,0
mitm,iteration_1,73,77,2,0,1,1
mitm,iteration_1,74,78,1,1,1,0
mitm,iteration_1,74,78,2,0,1,1
mitm,iteration_1,75,79,1,1,0,1
mitm,iteration_1,75,79,2,1,0,1
mitm,iteration_1,75,79,3,1,0,1
mitm,iteration_1,75,79,4,0,1,1
mitm,iteration_1,76,80,1,1,0,1
mitm,iteration_1,76,80,2,1,0,1
mitm,iteration_1,76,80,3,1,0,1
mitm,iteration_1,76,80,4,1,1,0
mitm,iteration_1,76,80,5,1,1,0
mitm,iteration_1,77,81,1,1,1,0
mitm,iteration_1,77,81,2,1,0,1
mitm,iteration_1,77,81,3,1,1,0
mitm,iteration_1,77,81,4,1,1,0
mitm,iteration_1,77,81,5,1,1,0
mitm,iteration_1,78,82,1,0,1,1
mitm,iteration_1,79,83,1,0,1,1
mitm,iteration_1,80,84,1,0,1,1
mitm,iteration_1,81,85,1,0,1,1
mitm,iteration_1,82,86,1,1,1,0
mitm,iteration_1,82,86,2,0,1,1
mitm,iteration_1,83,88,1,1,1,0
mitm,iteration_1,83,88,2,0,1,1
mitm,iteration_1,84,89,1,1,0,1
mitm,iteration_1,84,89,2,1,0,1
mitm,iteration_1,84,89,3,0,0,0
mitm,iteration_1,85,90,1,1,0,1
mitm,iteration_1,85,90,2,1,0,1
mitm,iteration_1,85,90,3,1,0,1
mitm,iteration_1,85,90,4,1,0,1
mitm,iteration_1,85,90,5,1,1,0
mitm,iteration_1,86,91,1,1,1,0
mitm,iteration_1,86,91,2,1,1,0
mitm,iteration_1,86,91,3,1,1,0
mitm,iteration_1,86,91,4,1,1,0
mitm,iteration_1,86,91,5,1,1,0
mitm,iteration_1,87,92,1,0,1,1
mitm,iteration_2,10,13,1,1,1,0
mitm,iteration_2,10,13,2,1,0,1
