scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),field_breaker_actual (-),dt_breaker_cmd (-),false_control_action (-)
dos_light,iteration_1,28,31,2,1,1,0
dos_light,iteration_1,28,31,3,1,1,0
dos_light,iteration_1,28,31,4,1,1,0
dos_light,iteration_1,28,31,5,1,1,0
dos_light,iteration_1,29,32,1,1,1,0
dos_light,iteration_1,29,32,2,1,1,0
dos_light,iteration_1,29,32,3,1,1,0
dos_light,iteration_1,29,32,4,1,1,0
dos_light,iteration_1,29,32,5,1,1,0
dos_light,iteration_1,30,33,1,1,1,0
dos_light,iteration_1,30,33,2,1,1,0
dos_light,iteration_1,30,33,3,1,1,0
dos_light,iteration_1,30,33,4,1,1,0
dos_light,iteration_1,30,33,5,1,1,0
dos_light,iteration_1,31,34,1,1,1,0
dos_light,iteration_1,31,34,2,1,1,0
dos_light,iteration_1,31,34,3,1,1,0
dos_light,iteration_1,31,34,4,1,1,0
dos_light,iteration_1,31,34,5,1,1,0
dos_light,iteration_1,32,35,1,1,1,0
dos_light,iteration_1,32,35,2,1,1,0
dos_light,iteration_1,32,35,3,1,1,0
dos_light,iteration_1,32,35,4,1,1,0
dos_light,iteration_1,32,35,5,1,1,0
dos_light,iteration_1,33,36,1,1,1,0
dos_light,iteration_1,33,36,2,1,1,0
dos_light,iteration_1,33,36,3,1,1,0
dos_light,iteration_1,33,36,4,1,1,0
dos_light,iteration_1,33,36,5,1,1,0
dos_light,iteration_1,34,37,1,1,1,0
dos_light,iteration_1,34,37,2,1,1,0
dos_light,iteration_1,34,37,3,1,1,0
dos_light,iteration_1,34,37,4,1,1,0
dos_light,iteration_1,34,37,5,1,1,0
dos_light,iteration_1,35,38,1,1,1,0
dos_light,iteration_1,35,38,2,1,1,0
dos_light,iteration_1,35,38,3,1,1,0
dos_light,iteration_1,35,38,4,1,1,0
dos_light,iteration_1,35,38,5,1,1,0
dos_light,iteration_1,36,39,1,1,1,0
dos_light,iteration_1,36,39,2,1,1,0
dos_light,iteration_1,36,39,3,1,1,0
dos_light,iteration_1,36,39,4,1,1,0
dos_light,iteration_1,36,39,5,1,1,0
dos_light,iteration_1,37,40,1,1,1,0
dos_light,iteration_1,37,40,2,1,1,0
dos_light,iteration_1,37,40,3,1,1,0
dos_light,iteration_1,37,40,4,1,1,0
dos_light,iteration_1,37,40,5,1,1,0
dos_light,iteration_1,38,41,1,1,1,0
dos_light,iteration_1,38,41,2,1,1,0
dos_light,iteration_1,38,41,3,1,1,0
dos_light,iteration_1,38,41,4,1,1,0
dos_light,iteration_1,38,41,5,1,1,0
dos_light,iteration_1,39,42,1,1,1,0
dos_light,iteration_1,39,42,2,1,1,0
dos_light,iteration_1,39,42,3,1,1,0
dos_light,iteration_1,39,42,4,1,1,0
dos_light,iteration_1,39,42,5,1,1,0
dos_light,iteration_1,40,43,1,1,1,0
dos_light,iteration_1,40,43,2,1,1,0
dos_light,iteration_1,40,43,3,1,1,0
dos_light,iteration_1,40,43,4,1,1,0
dos_light,iteration_1,40,43,5,1,1,0
dos_light,iteration_1,41,44,1,1,1,0
dos_light,iteration_1,41,44,2,1,1,0
dos_light,iteration_1,41,44,3,1,1,0
dos_light,iteration_1,41,44,4,1,1,0
dos_light,iteration_1,41,44,5,1,1,0
dos_light,iteration_1,42,45,1,1,1,0
dos_light,iteration_1,42,45,2,1,1,0
dos_light,iteration_1,42,45,3,1,1,0
dos_light,iteration_1,42,45,4,1,1,0
dos_light,iteration_1,42,45,5,1,1,0
dos_light,iteration_1,43,46,1,1,1,0
dos_light,iteration_1,43,46,2,1,1,0
dos_light,iteration_1,43,46,3,1,1,0
dos_light,iteration_1,43,46,4,1,1,0
dos_light,iteration_1,43,46,5,1,1,0
dos_light,iteration_1,44,47,1,1,1,0
dos_light,iteration_1,44,47,2,1,1,0
dos_light,iteration_1,44,47,3,1,1,0
dos_light,iteration_1,44,47,4,1,1,0
dos_light,iteration_1,44,47,5,1,1,0
dos_light,iteration_1,45,48,1,1,1,0
dos_light,iteration_1,45,48,2,1,1,0
dos_light,iteration_1,45,48,3,1,1,0
dos_light,iteration_1,45,48,4,1,1,0
dos_light,iteration_1,45,48,5,1,1,0
dos_light,iteration_1,46,49,1,1,1,0
dos_light,iteration_1,46,49,2,1,1,0
dos_light,iteration_1,46,49,3,1,1,0
dos_light,iteration_1,46,49,4,1,1,0
dos_light,iteration_1,46,49,5,1,1,0
dos_light,iteration_1,47,50,1,1,1,0
dos_light,iteration_1,47,50,2,1,1,0
dos_light,iteration_1,47,50,3,1,1,0
dos_light,iteration_1,47,50,4,1,1,0
dos_light,iteration_1,47,50,5,1,1,0
dos_light,iteration_1,48,51,1,1,1,0
dos_light,iteration_1,48,51,2,1,1,0
dos_light,iteration_1,48,51,3,1,1,0
dos_light,iteration_1,48,51,4,1,1,0
dos_light,iteration_1,48,51,5,1,1,0
dos_light,iteration_1,49,52,1,1,1,0
dos_light,iteration_1,49,52,2,1,1,0
dos_light,iteration_1,49,52,3,1,1,0
dos_light,iteration_1,49,52,4,1,1,0
dos_light,iteration_1,49,52,5,1,1,0
dos_light,iteration_1,50,53,1,1,1,0
dos_light,iteration_1,50,53,2,1,1,0
dos_light,iteration_1,50,53,3,1,1,0
dos_light,iteration_1,50,53,4,1,1,0
dos_light,iteration_1,50,53,5,1,1,0
dos_light,iteration_1,51,54,1,1,1,0
dos_light,iteration_1,51,54,2,1,1,0
dos_light,iteration_1,51,54,3,1,1,0
dos_light,iteration_1,51,54,4,1,1,0
dos_light,iteration_1,51,54,5,1,1,0
dos_light,iteration_1,52,55,1,1,1,0
dos_light,iteration_1,52,55,2,1,1,0
dos_light,iteration_1,52,55,3,1,1,0
dos_light,iteration_1,52,55,4,1,1,0
dos_light,iteration_1,52,55,5,1,1,0
dos_light,iteration_1,53,56,1,1,1,0
dos_light,iteration_1,53,56,2,1,1,0
dos_light,iteration_1,53,56,3,1,1,0
dos_light,iteration_1,53,56,4,1,1,0
dos_light,iteration_1,53,56,5,1,1,0
dos_light,iteration_1,54,57,1,1,1,0
dos_light,iteration_1,54,57,2,1,1,0
dos_light,iteration_1,54,57,3,1,1,0
dos_light,iteration_1,54,57,4,1,1,0
dos_light,iteration_1,54,57,5,1,1,0
dos_light,iteration_1,55,58,1,1,1,0
dos_light,iteration_1,55,58,2,1,1,0
dos_light,iteration_1,55,58,3,1,1,0
dos_light,iteration_1,55,58,4,1,1,0
dos_light,iteration_1,55,58,5,1,1,0
dos_light,iteration_1,56,59,1,1,1,0
dos_light,iteration_1,56,59,2,1,1,0
dos_light,iteration_1,56,59,3,1,1,0
dos_light,iteration_1,56,59,4,1,1,0
dos_light,iteration_1,56,59,5,1,1,0
dos_light,iteration_1,57,60,1,1,1,0
dos_light,iteration_1,57,60,2,1,1,0
dos_light,iteration_1,57,60,3,1,1,0
dos_light,iteration_1,57,60,4,1,1,0
dos_light,iteration_1,57,60,5,1,1,0
dos_light,iteration_1,58,61,1,1,1,0
dos_light,iteration_1,58,61,2,1,1,0
dos_light,iteration_1,58,61,3,1,1,0
dos_light,iteration_1,58,61,4,1,1,0
dos_light,iteration_1,58,61,5,1,1,0
dos_light,iteration_1,59,62,1,1,1,0
dos_light,iteration_1,59,62,2,1,1,0
dos_light,iteration_1,59,62,3,1,1,0
dos_light,iteration_1,59,62,4,1,1,0
dos_light,iteration_1,59,62,5,1,1,0
dos_light,iteration_1,60,63,1,1,1,0
dos_light,iteration_1,60,63,2,1,1,0
dos_light,iteration_1,60,63,3,1,1,0
dos_light,iteration_1,60,63,4,1,1,0
dos_light,iteration_1,60,63,5,1,1,0
dos_light,iteration_1,61,64,1,1,1,0
dos_light,iteration_1,61,64,2,1,1,0
dos_light,iteration_1,61,64,3,1,1,0
dos_light,iteration_1,61,64,4,1,1,0
dos_light,iteration_1,61,64,5,1,1,0
dos_light,iteration_1,62,65,1,1,1,0
dos_light,iteration_1,62,65,2,1,1,0
dos_light,iteration_1,62,65,3,1,1,0
dos_light,iteration_1,62,65,4,1,1,0
dos_light,iteration_1,62,65,5,1,1,0
dos_light,iteration_1,63,66,1,1,1,0
dos_light,iteration_1,63,66,2,1,1,0
dos_light,iteration_1,63,66,3,1,1,0
dos_light,iteration_1,63,66,4,1,1,0
dos_light,iteration_1,63,66,5,1,1,0
dos_light,iteration_1,64,67,1,1,1,0
dos_light,iteration_1,64,67,2,1,1,0
dos_light,iteration_1,64,67,3,1,1,0
dos_light,iteration_1,64,67,4,1,1,0
dos_light,iteration_1,64,67,5,1,1,0
dos_light,iteration_1,65,68,1,1,1,0
dos_light,iteration_1,65,68,2,1,1,0
dos_light,iteration_1,65,68,3,1,1,0
dos_light,iteration_1,65,68,4,1,1,0
dos_light,iteration_1,65,68,5,1,1,0
dos_light,iteration_1,66,69,1,1,1,0
dos_light,iteration_1,66,69,2,1,1,0
dos_light,iteration_1,66,69,3,1,1,0
dos_light,iteration_1,66,69,4,1,1,0
dos_light,iteration_1,66,69,5,1,1,0
dos_light,iteration_1,67,70,1,1,1,0
dos_light,iteration_1,67,70,2,1,1,0
dos_light,iteration_1,67,70,3,1,1,0
dos_light,iteration_1,67,70,4,1,1,0
dos_light,iteration_1,67,70,5,1,1,0
dos_light,iteration_1,68,71,1,1,1,0
dos_light,iteration_1,68,71,2,1,1,0
dos_light,iteration_1,68,71,3,1,1,0
dos_light,iteration_1,68,71,4,1,1,0
dos_light,iteration_1,68,71,5,1,1,0
dos_light,iteration_1,69,72,1,1,1,0
dos_light,iteration_1,69,72,2,1,1,0
dos_light,iteration_1,69,72,3,1,1,0
dos_light,iteration_1,69,72,4,1,1,0
dos_light,iteration_1,69,72,5,1,1,0
dos_light,iteration_1,70,73,1,1,1,0
dos_light,iteration_1,70,73,2,1,1,0
dos_light,iteration_1,70,73,3,1,1,0
dos_light,iteration_1,70,73,4,1,1,0
dos_light,iteration_1,70,73,5,1,1,0
dos_light,iteration_1,71,74,1,1,1,0
dos_light,iteration_1,71,74,2,1,1,0
dos_light,iteration_1,71,74,3,1,1,0
dos_light,iteration_1,71,74,4,1,1,0
dos_light,iteration_1,71,74,5,1,1,0
dos_light,iteration_1,72,75,1,1,1,0
dos_light,iteration_1,72,75,2,1,1,0
dos_light,iteration_1,72,75,3,1,1,0
dos_light,iteration_1,72,75,4,1,1,0
dos_light,iteration_1,72,75,5,1,1,0
dos_light,iteration_1,73,76,1,1,1,0
dos_light,iteration_1,73,76,2,1,1,0
dos_light,iteration_1,73,76,3,1,1,0
dos_light,iteration_1,73,76,4,1,1,0
dos_light,iteration_1,73,76,5,1,1,0
dos_light,iteration_1,74,77,1,1,1,0
dos_light,iteration_1,74,77,2,1,1,0
dos_light,iteration_1,74,77,3,1,1,0
dos_light,iteration_1,74,77,4,1,1,0
dos_light,iteration_1,74,77,5,1,1,0
dos_light,iteration_1,75,78,1,1,1,0
dos_light,iteration_1,75,78,2,1,1,0
dos_light,iteration_1,75,78,3,1,1,0
dos_light,iteration_1,75,78,4,1,1,0
dos_light,iteration_1,75,78,5,1,1,0
dos_light,iteration_1,76,79,1,1,1,0
dos_light,iteration_1,76,79,2,1,1,0
dos_light,iteration_1,76,79,3,1,1,0
dos_light,iteration_1,76,79,4,1,1,0
dos_light,iteration_1,76,79,5,1,1,0
dos_light,iteration_1,77,82,1,1,1,0
dos_light,iteration_1,77,82,2,1,1,0
dos_light,iteration_1,77,82,3,1,1,0
dos_light,iteration_1,77,82,4,1,1,0
dos_light,iteration_1,77,82,5,1,1,0
dos_light,iteration_1,78,84,1,1,1,0
dos_light,iteration_1,78,84,2,1,1,0
dos_light,iteration_1,78,84,3,1,1,0
dos_light,iteration_1,78,84,4,1,1,0
dos_light,iteration_1,78,84,5,1,1,0
dos_light,iteration_1,79,86,1,1,1,0
dos_light,iteration_1,79,86,2,1,1,0
dos_light,iteration_1,79,86,3,1,1,0
dos_light,iteration_1,79,86,4,1,1,0
dos_light,iteration_1,79,86,5,1,1,0
dos_light,iteration_1,80,88,1,1,1,0
dos_light,iteration_1,80,88,2,1,1,0
dos_light,iteration_1,80,88,3,1,1,0
dos_light,iteration_1,80,88,4,1,1,0
dos_light,iteration_1,80,88,5,1,1,0
dos_light,iteration_1,81,89,1,1,1,0
dos_light,iteration_1,81,89,2,1,1,0
dos_light,iteration_1,81,89,3,1,1,0
dos_light,iteration_1,81,89,4,1,1,0
dos_light,iteration_1,81,89,5,1,1,0
dos_light,iteration_1,82,90,1,1,1,0
dos_light,iteration_1,82,90,2,1,1,0
dos_light,iteration_1,82,90,3,1,1,0
dos_light,iteration_1,82,90,4,1,1,0
dos_light,iteration_1,82,90,5,1,1,0
dos_light,iteration_1,83,91,1,1,1,0
dos_light,iteration_1,83,91,2,1,1,0
dos_light,iteration_1,83,91,3,1,1,0
dos_light,iteration_1,83,91,4,1,1,0
dos_light,iteration_1,83,91,5,1,1,0
dos_light,iteration_1,84,92,1,1,1,0
dos_light,iteration_1,84,92,2,1,1,0
dos_light,iteration_1,84,92,3,1,1,0
dos_light,iteration_1,84,92,4,1,1,0
dos_light,iteration_1,84,92,5,1,1,0
dos_light,iteration_1,85,93,1,1,1,0
dos_light,iteration_1,85,93,2,1,1,0
dos_light,iteration_1,85,93,3,1,1,0
dos_light,iteration_1,85,93,4,1,1,0
dos_light,iteration_1,85,93,5,1,1,0
dos_light,iteration_2,10,14,1,1,1,0
dos_light,iteration_2,10,14,2,1,1,0
dos_light,iteration_2,10,14,3,1,1,0
dos_light,iteration_2,10,14,4,1,1,0
dos_light,iteration_2,10,14,5,1,1,0
dos_light,iteration_2,11,15,1,1,1,0
dos_light,iteration_2,11,15,2,1,1,0
dos_light,iteration_2,11,15,3,1,1,0
dos_light,iteration_2,11,15,4,1,1,0
dos_light,iteration_2,11,15,5,1,1,0
dos_light,iteration_2,12,16,1,1,1,0
dos_light,iteration_2,12,16,2,1,1,0
dos_light,iteration_2,12,16,3,1,1,0
dos_light,iteration_2,12,16,4,1,1,0
dos_light,iteration_2,12,16,5,1,1,0
dos_light,iteration_2,13,17,1,1,1,0
dos_light,iteration_2,13,17,2,1,1,0
dos_light,iteration_2,13,17,3,1,1,0
dos_light,iteration_2,13,17,4,1,1,0
dos_light,iteration_2,13,17,5,1,1,0
dos_light,iteration_2,14,18,1,1,1,0
dos_light,iteration_2,14,18,2,1,1,0
dos_light,iteration_2,14,18,3,1,1,0
dos_light,iteration_2,14,18,4,1,1,0
dos_light,iteration_2,14,18,5,1,1,0
dos_light,iteration_2,15,19,1,1,1,0
dos_light,iteration_2,15,19,2,1,1,0
dos_light,iteration_2,15,19,3,1,1,0
dos_light,iteration_2,15,19,4,1,1,0
dos_light,iteration_2,15,19,5,1,1,0
dos_light,iteration_2,16,20,1,1,1,0
dos_light,iteration_2,16,20,2,1,1,0
dos_light,iteration_2,16,20,3,1,1,0
dos_light,iteration_2,16,20,4,1,1,0
dos_light,iteration_2,16,20,5,1,1,0
dos_light,iteration_2,17,21,1,1,1,0
dos_light,iteration_2,17,21,2,1,1,0
dos_light,iteration_2,17,21,3,1,1,0
dos_light,iteration_2,17,21,4,1,1,0
dos_light,iteration_2,17,21,5,1,1,0
dos_light,iteration_2,18,22,1,1,1,0
dos_light,iteration_2,18,22,2,1,1,0
dos_light,iteration_2,18,22,3,1,1,0
dos_light,iteration_2,18,22,4,1,1,0
dos_light,iteration_2,18,22,5,1,1,0
dos_light,iteration_2,19,23,1,1,1,0
dos_light,iteration_2,19,23,2,1,1,0
dos_light,iteration_2,19,23,3,1,1,0
dos_light,iteration_2,19,23,4,1,1,0
dos_light,iteration_2,19,23,5,1,1,0
dos_light,iteration_2,20,24,1,1,1,0
dos_light,iteration_2,20,24,2,1,1,0
dos_light,iteration_2,20,24,3,1,1,0
dos_light,iteration_2,20,24,4,1,1,0
dos_light,iteration_2,20,24,5,1,1,0
dos_light,iteration_2,21,25,1,1,1,0
dos_light,iteration_2,21,25,2,1,1,0
dos_light,iteration_2,21,25,3,1,1,0
dos_light,iteration_2,21,25,4,1,1,0
dos_light,iteration_2,21,25,5,1,1,0
dos_light,iteration_2,22,26,1,1,1,0
dos_light,iteration_2,22,26,2,1,1,0
dos_light,iteration_2,22,26,3,1,1,0
dos_light,iteration_2,22,26,4,1,1,0
dos_light,iteration_2,22,26,5,1,1,0
dos_light,iteration_2,23,27,1,1,1,0
dos_light,iteration_2,23,27,2,1,1,0
dos_light,iteration_2,23,27,3,1,1,0
dos_light,iteration_2,23,27,4,1,1,0
dos_light,iteration_2,23,27,5,1,1,0
dos_light,iteration_2,24,28,1,1,1,0
dos_light,iteration_2,24,28,2,1,1,0
dos_light,iteration_2,24,28,3,1,1,0
dos_light,iteration_2,24,28,4,1,1,0
dos_light,iteration_2,24,28,5,1,1,0
dos_light,iteration_2,25,29,1,1,1,0
dos_light,iteration_2,25,29,2,1,1,0
dos_light,iteration_2,25,29,3,1,1,0
dos_light,iteration_2,25,29,4,1,1,0
dos_light,iteration_2,25,29,5,1,1,0
dos_light,iteration_2,26,30,1,1,1,0
dos_light,iteration_2,26,30,2,1,1,0
dos_light,iteration_2,26,30,3,1,1,0
dos_light,iteration_2,26,30,4,1,1,0
dos_light,iteration_2,26,30,5,1,1,0
dos_light,iteration_2,27,31,1,1,1,0
dos_light,iteration_2,27,31,2,1,1,0
dos_light,iteration_2,27,31,3,1,1,0
dos_light,iteration_2,27,31,4,1,1,0
dos_light,iteration_2,27,31,5,1,1,0
dos_light,iteration_2,28,32,1,1,1,0
dos_light,iteration_2,28,32,2,1,1,0
dos_light,iteration_2,28,32,3,1,1,0
dos_light,iteration_2,28,32,4,1,1,0
dos_light,iteration_2,28,32,5,1,1,0
dos_light,iteration_2,29,33,1,1,1,0
dos_light,iteration_2,29,33,2,1,1,0
dos_light,iteration_2,29,33,3,1,1,0
dos_light,iteration_2,29,33,4,1,1,0
dos_light,iteration_2,29,33,5,1,1,0
dos_light,iteration_2,30,34,1,1,1,0
dos_light,iteration_2,30,34,2,1,1,0
dos_light,iteration_2,30,34,3,1,1,0
dos_light,iteration_2,30,34,4,1,1,0
dos_light,iteration_2,30,34,5,1,1,0
dos_light,iteration_2,31,35,1,1,1,0
dos_light,iteration_2,31,35,2,1,1,0
dos_light,iteration_2,31,35,3,1,1,0
dos_light,iteration_2,31,35,4,1,1,0
dos_light,iteration_2,31,35,5,1,1,0
dos_light,iteration_2,32,36,1,1,1,0
dos_light,iteration_2,32,36,2,1,1,0
dos_light,iteration_2,32,36,3,1,1,0
dos_light,iteration_2,32,36,4,1,1,0
dos_light,iteration_2,32,36,5,1,1,0
dos_light,iteration_2,33,37,1,1,1,0
dos_light,iteration_2,33,37,2,1,1,0
dos_light,iteration_2,33,37,3,1,1,0
dos_light,iteration_2,33,37,4,1,1,0
dos_light,iteration_2,33,37,5,1,1,0
dos_light,iteration_2,34,38,1,1,1,0
dos_light,iteration_2,34,38,2,1,1,0
dos_light,iteration_2,34,38,3,1,1,0
dos_light,iteration_2,34,38,4,1,1,0
dos_light,iteration_2,34,38,5,1,1,0
dos_light,iteration_2,35,39,1,1,1,0
dos_light,iteration_2,35,39,2,1,1,0
dos_light,iteration_2,35,39,3,1,1,0
dos_light,iteration_2,35,39,4,1,1,0
dos_light,iteration_2,35,39,5,1,1,0
dos_light,iteration_2,36,40,1,1,1,0
dos_light,iteration_2,36,40,2,1,1,0
dos_light,iteration_2,36,40,3,1,1,0
dos_light,iteration_2,36,40,4,1,1,0
dos_light,iteration_2,36,40,5,1,1,0
dos_light,iteration_2,37,41,1,1,1,0
dos_light,iteration_2,37,41,2,1,1,0
dos_light,iteration_2,37,41,3,1,1,0
dos_light,iteration_2,37,41,4,1,1,0
dos_light,iteration_2,37,41,5,1,1,0
dos_light,iteration_2,38,42,1,1,1,0
dos_light,iteration_2,38,42,2,1,1,0
dos_light,iteration_2,38,42,3,1,1,0
dos_light,iteration_2,38,42,4,1,1,0
dos_light,iteration_2,38,42,5,1,1,0
dos_light,iteration_2,39,43,1,1,1,0
dos_light,iteration_2,39,43,2,1,1,0
dos_light,iteration_2,39,43,3,1,1,0
dos_light,iteration_2,39,43,4,1,1,0
dos_light,iteration_2,39,43,5,1,1,0
dos_light,iteration_2,40,44,1,1,1,0
dos_light,iteration_2,40,44,2,1,1,0
dos_light,iteration_2,40,44,3,1,1,0
dos_light,iteration_2,40,44,4,1,1,0
dos_light,iteration_2,40,44,5,1,1,0
dos_light,iteration_2,41,45,1,1,1,0
dos_light,iteration_2,41,45,2,1,1,0
dos_light,iteration_2,41,45,3,1,1,0
dos_light,iteration_2,41,45,4,1,1,0
dos_light,iteration_2,41,45,5,1,1,0
dos_light,iteration_2,42,46,1,1,1,0
dos_light,iteration_2,42,46,2,1,1,0
dos_light,iteration_2,42,46,3,1,1,0
dos_light,iteration_2,42,46,4,1,1,0
dos_light,iteration_2,42,46,5,1,1,0
dos_light,iteration_2,43,47,1,1,1,0
dos_light,iteration_2,43,47,2,1,1,0
dos_light,iteration_2,43,47,3,1,1,0
dos_light,iteration_2,43,47,4,1,1,0
dos_light,iteration_2,43,47,5,1,1,0
dos_light,iteration_2,44,48,1,1,1,0
dos_light,iteration_2,44,48,2,1,1,0
dos_light,iteration_2,44,48,3,1,1,0
dos_light,iteration_2,44,48,4,1,1,0
dos_light,iteration_2,44,48,5,1,1,0
dos_light,iteration_2,45,49,1,1,1,0
dos_light,iteration_2,45,49,2,1,1,0
dos_light,iteration_2,45,49,3,1,1,0
dos_light,iteration_2,45,49,4,1,1,0
dos_light,iteration_2,45,49,5,1,1,0
dos_light,iteration_2,46,50,1,1,1,0
dos_light,iteration_2,46,50,2,1,1,0
dos_light,iteration_2,46,50,3,1,1,0
dos_light,iteration_2,46,50,4,1,1,0
dos_light,iteration_2,46,50,5,1,1,0
dos_light,iteration_2,47,51,1,1,1,0
dos_light,iteration_2,47,51,2,1,1,0
dos_light,iteration_2,47,51,3,1,1,0
dos_light,iteration_2,47,51,4,1,1,0
dos_light,iteration_2,47,51,5,1,1,0
dos_light,iteration_2,48,52,1,1,1,0
dos_light,iteration_2,48,52,2,1,1,0
dos_light,iteration_2,48,52,3,1,1,0
dos_light,iteration_2,48,52,4,1,1,0
dos_light,iteration_2,48,52,5,1,1,0
dos_light,iteration_2,49,53,1,1,1,0
dos_light,iteration_2,49,53,2,1,1,0
dos_light,iteration_2,49,53,3,1,1,0
dos_light,iteration_2,49,53,4,1,1,0
dos_light,iteration_2,49,53,5,1,1,0
dos_light,iteration_2,50,54,1,1,1,0
dos_light,iteration_2,50,54,2,1,1,0
dos_light,iteration_2,50,54,3,1,1,0
dos_light,iteration_2,50,54,4,1,1,0
dos_light,iteration_2,50,54,5,1,1,0
dos_light,iteration_2,51,55,1,1,1,0
dos_light,iteration_2,51,55,2,1,1,0
dos_light,iteration_2,51,55,3,1,1,0
dos_light,iteration_2,51,55,4,1,1,0
dos_light,iteration_2,51,55,5,1,1,0
dos_light,iteration_2,52,56,1,1,1,0
dos_light,iteration_2,52,56,2,1,1,0
dos_light,iteration_2,52,56,3,1,1,0
dos_light,iteration_2,52,56,4,1,1,0
dos_light,iteration_2,52,56,5,1,1,0
dos_light,iteration_2,53,57,1,1,1,0
dos_light,iteration_2,53,57,2,1,1,0
dos_light,iteration_2,53,57,3,1,1,0
dos_light,iteration_2,53,57,4,1,1,0
dos_light,iteration_2,53,57,5,1,1,0
dos_light,iteration_2,54,58,1,1,1,0
dos_light,iteration_2,54,58,2,1,1,0
dos_light,iteration_2,54,58,3,1,1,0
dos_light,iteration_2,54,58,4,1,1,0
dos_light,iteration_2,54,58,5,1,1,0
dos_light,iteration_2,55,59,1,1,1,0
dos_light,iteration_2,55,59,2,1,1,0
dos_light,iteration_2,55,59,3,1,1,0
dos_light,iteration_2,55,59,4,1,1,0
dos_light,iteration_2,55,59,5,1,1,0
dos_light,iteration_2,56,60,1,1,1,0
dos_light,iteration_2,56,60,2,1,1,0
dos_light,iteration_2,56,60,3,1,1,0
dos_light,iteration_2,56,60,4,1,1,0
dos_light,iteration_2,56,60,5,1,1,0
dos_light,iteration_2,57,61,1,1,1,0
dos_light,iteration_2,57,61,2,1,1,0
dos_light,iteration_2,57,61,3,1,1,0
dos_light,iteration_2,57,61,4,1,1,0
dos_light,iteration_2,57,61,5,1,1,0
dos_light,iteration_2,58,62,1,1,1,0
dos_light,iteration_2,58,62,2,1,1,0
dos_light,iteration_2,58,62,3,1,1,0
dos_light,iteration_2,58,62,4,1,1,0
dos_light,iteration_2,58,62,5,1,1,0
dos_light,iteration_2,59,63,1,1,1,0
dos_light,iteration_2,59,63,2,1,1,0
dos_light,iteration_2,59,63,3,1,1,0
dos_light,iteration_2,59,63,4,1,1,0
dos_light,iteration_2,59,63,5,1,1,0
dos_light,iteration_2,60,64,1,1,1,0
dos_light,iteration_2,60,64,2,1,1,0
dos_light,iteration_2,60,64,3,1,1,0
dos_light,iteration_2,60,64,4,1,1,0
dos_light,iteration_2,60,64,5,1,1,0
dos_light,iteration_2,61,65,1,1,1,0
dos_light,iteration_2,61,65,2,1,1,0
dos_light,iteration_2,61,65,3,1,1,0
dos_light,iteration_2,61,65,4,1,1,0
dos_light,iteration_2,61,65,5,1,1,0
dos_light,iteration_2,62,66,1,1,1,0
dos_light,iteration_2,62,66,2,1,1,0
dos_light,iteration_2,62,66,3,1,1,0
dos_light,iteration_2,62,66,4,1,1,0
dos_light,iteration_2,62,66,5,1,1,0
dos_light,iteration_2,63,67,1,1,1,0
dos_light,iteration_2,63,67,2,1,1,0
dos_light,iteration_2,63,67,3,1,1,0
dos_light,iteration_2,63,67,4,1,1,0
dos_light,iteration_2,63,67,5,1,1,0
dos_light,iteration_2,64,68,1,1,1,0
dos_light,iteration_2,64,68,2,1,1,0
dos_light,iteration_2,64,68,3,1,1,0
dos_light,iteration_2,64,68,4,1,1,0
dos_light,iteration_2,64,68,5,1,1,0
dos_light,iteration_2,65,69,1,1,1,0
dos_light,iteration_2,65,69,2,1,1,0
dos_light,iteration_2,65,69,3,1,1,0
dos_light,iteration_2,65,69,4,1,1,0
dos_light,iteration_2,65,69,5,1,1,0
dos_light,iteration_2,66,70,1,1,1,0
dos_light,iteration_2,66,70,2,1,1,0
dos_light,iteration_2,66,70,3,1,1,0
dos_light,iteration_2,66,70,4,1,1,0
dos_light,iteration_2,66,70,5,1,1,0
dos_light,iteration_2,67,71,1,1,1,0
dos_light,iteration_2,67,71,2,1,1,0
dos_light,iteration_2,67,71,3,1,1,0
dos_light,iteration_2,67,71,4,1,1,0
dos_light,iteration_2,67,71,5,1,1,0
dos_light,iteration_2,68,72,1,1,1,0
dos_light,iteration_2,68,72,2,1,1,0
dos_light,iteration_2,68,72,3,1,1,0
dos_light,iteration_2,68,72,4,1,1,0
dos_light,iteration_2,68,72,5,1,1,0
dos_light,iteration_2,69,73,1,1,1,0
dos_light,iteration_2,69,73,2,1,1,0
dos_light,iteration_2,69,73,3,1,1,0
dos_light,iteration_2,69,73,4,1,1,0
dos_light,iteration_2,69,73,5,1,1,0
dos_light,iteration_2,70,74,1,1,1,0
dos_light,iteration_2,70,74,2,1,1,0
dos_light,iteration_2,70,74,3,1,1,0
dos_light,iteration_2,70,74,4,1,1,0
dos_light,iteration_2,70,74,5,1,1,0
dos_light,iteration_2,71,75,1,1,1,0
dos_light,iteration_2,71,75,2,1,1,0
dos_light,iteration_2,71,75,3,1,1,0
dos_light,iteration_2,71,75,4,1,1,0
dos_light,iteration_2,71,75,5,1,1,0
dos_light,iteration_2,72,76,1,1,1,0
dos_light,iteration_2,72,76,2,1,1,0
dos_light,iteration_2,72,76,3,1,1,0
dos_light,iteration_2,72,76,4,1,1,0
dos_light,iteration_2,72,76,5,1,1,0
dos_light,iteration_2,73,77,1,1,1,0
