comparison (-),iteration (-),origin_cycle (-),bus (-),baseline_cmd_id (-),mitm_cmd_id (-),baseline_breaker_DT (-),mitm_breaker_DT (-),false_control_action (-),control_error_type (-)
mitm_vs_baseline,iteration_3,15,2,11,11,1,1,0,correct
mitm_vs_baseline,iteration_3,15,3,11,11,1,1,0,correct
mitm_vs_baseline,iteration_3,15,4,11,11,1,0,1,false_open
mitm_vs_baseline,iteration_3,15,5,11,11,1,1,0,correct
mitm_vs_baseline,iteration_3,16,1,12,12,1,1,0,correct
mitm_vs_baseline,iteration_3,16,2,12,12,1,1,0,correct
mitm_vs_baseline,iteration_3,16,3,12,12,1,0,1,false_open
mitm_vs_baseline,iteration_3,16,4,12,12,1,0,1,false_open
mitm_vs_baseline,iteration_3,16,5,12,12,1,1,0,correct
mitm_vs_baseline,iteration_3,17,1,13,13,1,1,0,correct
mitm_vs_baseline,iteration_3,17,2,13,13,1,1,0,correct
mitm_vs_baseline,iteration_3,17,3,13,13,1,1,0,correct
mitm_vs_baseline,iteration_3,17,4,13,13,1,1,0,correct
mitm_vs_baseline,iteration_3,17,5,13,13,1,1,0,correct
mitm_vs_baseline,iteration_3,18,1,14,14,1,0,1,false_open
mitm_vs_baseline,iteration_3,18,2,14,14,1,0,1,false_open
mitm_vs_baseline,iteration_3,18,3,14,14,1,1,0,correct
mitm_vs_baseline,iteration_3,18,4,14,14,1,0,1,false_open
mitm_vs_baseline,iteration_3,18,5,14,14,1,1,0,correct
mitm_vs_baseline,iteration_3,19,1,15,15,1,0,1,false_open
mitm_vs_baseline,iteration_3,19,2,15,15,1,0,1,false_open
mitm_vs_baseline,iteration_3,19,3,15,15,1,0,1,false_open
mitm_vs_baseline,iteration_3,19,4,15,15,1,1,0,correct
mitm_vs_baseline,iteration_3,19,5,15,15,1,1,0,correct
mitm_vs_baseline,iteration_3,20,1,16,16,1,1,0,correct
mitm_vs_baseline,iteration_3,20,2,16,16,1,0,1,false_open
mitm_vs_baseline,iteration_3,20,3,16,16,1,1,0,correct
mitm_vs_baseline,iteration_3,20,4,16,16,1,0,1,false_open
mitm_vs_baseline,iteration_3,20,5,16,16,1,1,0,correct
mitm_vs_baseline,iteration_3,21,1,17,17,1,1,0,correct
mitm_vs_baseline,iteration_3,21,2,17,17,1,0,1,false_open
mitm_vs_baseline,iteration_3,21,3,17,17,1,0,1,false_open
mitm_vs_baseline,iteration_3,21,4,17,17,1,1,0,correct
mitm_vs_baseline,iteration_3,21,5,17,17,1,1,0,correct
mitm_vs_baseline,iteration_3,22,1,18,18,1,1,0,correct
mitm_vs_baseline,iteration_3,22,2,18,18,1,1,0,correct
mitm_vs_baseline,iteration_3,22,3,18,18,1,1,0,correct
mitm_vs_baseline,iteration_3,22,4,18,18,1,0,1,false_open
mitm_vs_baseline,iteration_3,22,5,18,18,1,1,0,correct
mitm_vs_baseline,iteration_3,23,1,19,19,1,1,0,correct
mitm_vs_baseline,iteration_3,23,2,19,19,1,1,0,correct
mitm_vs_baseline,iteration_3,23,3,19,19,1,0,1,false_open
mitm_vs_baseline,iteration_3,23,4,19,19,1,1,0,correct
mitm_vs_baseline,iteration_3,23,5,19,19,1,1,0,correct
mitm_vs_baseline,iteration_3,24,1,20,20,1,1,0,correct
mitm_vs_baseline,iteration_3,24,2,20,20,1,1,0,correct
mitm_vs_baseline,iteration_3,24,3,20,20,1,1,0,correct
mitm_vs_baseline,iteration_3,24,4,20,20,1,1,0,correct
mitm_vs_baseline,iteration_3,24,5,20,20,1,1,0,correct
mitm_vs_baseline,iteration_3,25,1,21,21,1,1,0,correct
mitm_vs_baseline,iteration_3,25,2,21,21,1,1,0,correct
mitm_vs_baseline,iteration_3,25,3,21,21,1,1,0,correct
mitm_vs_baseline,iteration_3,25,4,21,21,1,1,0,correct
mitm_vs_baseline,iteration_3,25,5,21,21,1,1,0,correct
mitm_vs_baseline,iteration_3,26,1,22,22,1,0,1,false_open
mitm_vs_baseline,iteration_3,26,2,22,22,1,0,1,false_open
mitm_vs_baseline,iteration_3,26,3,22,22,1,0,1,false_open
mitm_vs_baseline,iteration_3,26,4,22,22,1,1,0,correct
mitm_vs_baseline,iteration_3,26,5,22,22,1,1,0,correct
mitm_vs_baseline,iteration_3,27,1,23,23,1,0,1,false_open
mitm_vs_baseline,iteration_3,27,2,23,23,1,0,1,false_open
mitm_vs_baseline,iteration_3,27,3,23,23,1,0,1,false_open
mitm_vs_baseline,iteration_3,27,4,23,23,1,1,0,correct
mitm_vs_baseline,iteration_3,27,5,23,23,1,1,0,correct
mitm_vs_baseline,iteration_3,28,1,24,24,1,1,0,correct
mitm_vs_baseline,iteration_3,28,2,24,24,1,0,1,false_open
mitm_vs_baseline,iteration_3,28,3,24,24,1,0,1,false_open
mitm_vs_baseline,iteration_3,28,4,24,24,1,1,0,correct
mitm_vs_baseline,iteration_3,28,5,24,24,1,1,0,correct
mitm_vs_baseline,iteration_3,29,1,25,25,1,1,0,correct
mitm_vs_baseline,iteration_3,29,2,25,25,1,0,1,false_open
mitm_vs_baseline,iteration_3,29,3,25,25,1,0,1,false_open
mitm_vs_baseline,iteration_3,29,4,25,25,1,1,0,correct
mitm_vs_baseline,iteration_3,29,5,25,25,1,1,0,correct
mitm_vs_baseline,iteration_3,30,1,26,26,1,1,0,correct
mitm_vs_baseline,iteration_3,30,2,26,26,1,1,0,correct
mitm_vs_baseline,iteration_3,30,3,26,26,1,0,1,false_open
mitm_vs_baseline,iteration_3,30,4,26,26,1,1,0,correct
mitm_vs_baseline,iteration_3,30,5,26,26,1,1,0,correct
mitm_vs_baseline,iteration_3,31,1,27,27,1,1,0,correct
mitm_vs_baseline,iteration_3,31,2,27,27,1,1,0,correct
mitm_vs_baseline,iteration_3,31,3,27,27,1,0,1,false_open
mitm_vs_baseline,iteration_3,31,4,27,27,1,1,0,correct
mitm_vs_baseline,iteration_3,31,5,27,27,1,1,0,correct
mitm_vs_baseline,iteration_3,32,1,28,28,1,1,0,correct
mitm_vs_baseline,iteration_3,32,2,28,28,1,1,0,correct
mitm_vs_baseline,iteration_3,32,3,28,28,1,1,0,correct
mitm_vs_baseline,iteration_3,32,4,28,28,1,1,0,correct
mitm_vs_baseline,iteration_3,32,5,28,28,1,1,0,correct
mitm_vs_baseline,iteration_3,33,1,29,29,1,1,0,correct
mitm_vs_baseline,iteration_3,33,2,29,29,1,1,0,correct
mitm_vs_baseline,iteration_3,33,3,29,29,1,1,0,correct
mitm_vs_baseline,iteration_3,33,4,29,29,1,1,0,correct
mitm_vs_baseline,iteration_3,33,5,29,29,1,1,0,correct
mitm_vs_baseline,iteration_3,34,1,30,30,1,1,0,correct
mitm_vs_baseline,iteration_3,34,2,30,30,1,0,1,false_open
mitm_vs_baseline,iteration_3,34,3,30,30,1,0,1,false_open
mitm_vs_baseline,iteration_3,34,4,30,30,1,1,0,correct
mitm_vs_baseline,iteration_3,34,5,30,30,1,1,0,correct
mitm_vs_baseline,iteration_3,35,1,31,31,1,0,1,false_open
mitm_vs_baseline,iteration_3,35,2,31,31,1,0,1,false_open
mitm_vs_baseline,iteration_3,35,3,31,31,1,0,1,false_open
mitm_vs_baseline,iteration_3,35,4,31,31,1,1,0,correct
mitm_vs_baseline,iteration_3,35,5,31,31,1,1,0,correct
mitm_vs_baseline,iteration_3,36,1,32,32,1,1,0,correct
mitm_vs_baseline,iteration_3,36,2,32,32,1,1,0,correct
mitm_vs_baseline,iteration_3,36,3,32,32,1,0,1,false_open
mitm_vs_baseline,iteration_3,36,4,32,32,1,1,0,correct
mitm_vs_baseline,iteration_3,36,5,32,32,1,1,0,correct
mitm_vs_baseline,iteration_3,37,1,33,33,1,1,0,correct
mitm_vs_baseline,iteration_3,37,2,33,33,1,0,1,false_open
mitm_vs_baseline,iteration_3,37,3,33,33,1,0,1,false_open
mitm_vs_baseline,iteration_3,37,4,33,33,1,1,0,correct
mitm_vs_baseline,iteration_3,37,5,33,33,1,1,0,correct
mitm_vs_baseline,iteration_3,38,1,34,34,1,1,0,correct
mitm_vs_baseline,iteration_3,38,2,34,34,1,1,0,correct
mitm_vs_baseline,iteration_3,38,3,34,34,1,1,0,correct
mitm_vs_baseline,iteration_3,38,4,34,34,1,1,0,correct
mitm_vs_baseline,iteration_3,38,5,34,34,1,1,0,correct
mitm_vs_baseline,iteration_3,39,1,35,35,1,1,0,correct
mitm_vs_baseline,iteration_3,39,2,35,35,1,1,0,correct
mitm_vs_baseline,iteration_3,39,3,35,35,1,0,1,false_open
mitm_vs_baseline,iteration_3,39,4,35,35,1,1,0,correct
mitm_vs_baseline,iteration_3,39,5,35,35,1,1,0,correct
mitm_vs_baseline,iteration_3,40,1,36,36,1,1,0,correct
mitm_vs_baseline,iteration_3,40,2,36,36,1,0,1,false_open
mitm_vs_baseline,iteration_3,40,3,36,36,1,0,1,false_open
mitm_vs_baseline,iteration_3,40,4,36,36,1,1,0,correct
mitm_vs_baseline,iteration_3,40,5,36,36,1,1,0,correct
mitm_vs_baseline,iteration_3,41,1,37,37,1,0,1,false_open
mitm_vs_baseline,iteration_3,41,2,37,37,1,0,1,false_open
mitm_vs_baseline,iteration_3,41,3,37,37,1,1,0,correct
mitm_vs_baseline,iteration_3,41,4,37,37,1,1,0,correct
mitm_vs_baseline,iteration_3,41,5,37,37,1,1,0,correct
mitm_vs_baseline,iteration_3,42,1,38,38,1,1,0,correct
mitm_vs_baseline,iteration_3,42,2,38,38,1,1,0,correct
mitm_vs_baseline,iteration_3,42,3,38,38,1,0,1,false_open
mitm_vs_baseline,iteration_3,42,4,38,38,1,1,0,correct
mitm_vs_baseline,iteration_3,42,5,38,38,1,1,0,correct
mitm_vs_baseline,iteration_3,43,1,39,39,1,1,0,correct
mitm_vs_baseline,iteration_3,43,2,39,39,1,0,1,false_open
mitm_vs_baseline,iteration_3,43,3,39,39,1,1,0,correct
mitm_vs_baseline,iteration_3,43,4,39,39,1,1,0,correct
mitm_vs_baseline,iteration_3,43,5,39,39,1,1,0,correct
mitm_vs_baseline,iteration_3,44,1,40,40,1,1,0,correct
mitm_vs_baseline,iteration_3,44,2,40,40,1,1,0,correct
mitm_vs_baseline,iteration_3,44,3,40,40,1,1,0,correct
mitm_vs_baseline,iteration_3,44,4,40,40,1,1,0,correct
mitm_vs_baseline,iteration_3,44,5,40,40,1,1,0,correct
mitm_vs_baseline,iteration_3,45,1,41,41,1,1,0,correct
mitm_vs_baseline,iteration_3,45,2,41,41,1,1,0,correct
mitm_vs_baseline,iteration_3,45,3,41,41,1,1,0,correct
mitm_vs_baseline,iteration_3,45,4,41,41,1,1,0,correct
mitm_vs_baseline,iteration_3,45,5,41,41,1,1,0,correct
mitm_vs_baseline,iteration_3,46,1,42,42,1,0,1,false_open
mitm_vs_baseline,iteration_3,46,2,42,42,1,0,1,false_open
mitm_vs_baseline,iteration_3,46,3,42,42,1,0,1,false_open
mitm_vs_baseline,iteration_3,46,4,42,42,1,1,0,correct
mitm_vs_baseline,iteration_3,46,5,42,42,1,1,0,correct
mitm_vs_baseline,iteration_3,47,1,43,43,1,0,1,false_open
mitm_vs_baseline,iteration_3,47,2,43,43,1,0,1,false_open
mitm_vs_baseline,iteration_3,47,3,43,43,1,0,1,false_open
mitm_vs_baseline,iteration_3,47,4,43,43,1,1,0,correct
mitm_vs_baseline,iteration_3,47,5,43,43,1,1,0,correct
mitm_vs_baseline,iteration_3,48,1,44,44,1,1,0,correct
mitm_vs_baseline,iteration_3,48,2,44,44,1,0,1,false_open
mitm_vs_baseline,iteration_3,48,3,44,44,1,0,1,false_open
mitm_vs_baseline,iteration_3,48,4,44,44,1,1,0,correct
mitm_vs_baseline,iteration_3,48,5,44,44,1,1,0,correct
mitm_vs_baseline,iteration_3,49,1,45,45,1,1,0,correct
mitm_vs_baseline,iteration_3,49,2,45,45,1,0,1,false_open
mitm_vs_baseline,iteration_3,49,3,45,45,1,0,1,false_open
mitm_vs_baseline,iteration_3,49,4,45,45,1,1,0,correct
mitm_vs_baseline,iteration_3,49,5,45,45,1,1,0,correct
mitm_vs_baseline,iteration_3,50,1,46,46,1,1,0,correct
mitm_vs_baseline,iteration_3,50,2,46,46,1,1,0,correct
mitm_vs_baseline,iteration_3,50,3,46,46,1,0,1,false_open
mitm_vs_baseline,iteration_3,50,4,46,46,1,1,0,correct
mitm_vs_baseline,iteration_3,50,5,46,46,1,1,0,correct
mitm_vs_baseline,iteration_3,51,1,47,47,1,1,0,correct
mitm_vs_baseline,iteration_3,51,2,47,47,1,1,0,correct
mitm_vs_baseline,iteration_3,51,3,47,47,1,0,1,false_open
mitm_vs_baseline,iteration_3,51,4,47,47,1,1,0,correct
mitm_vs_baseline,iteration_3,51,5,47,47,1,1,0,correct
mitm_vs_baseline,iteration_3,52,1,48,48,1,1,0,correct
mitm_vs_baseline,iteration_3,52,2,48,48,1,1,0,correct
mitm_vs_baseline,iteration_3,52,3,48,48,1,1,0,correct
mitm_vs_baseline,iteration_3,52,4,48,48,1,1,0,correct
mitm_vs_baseline,iteration_3,52,5,48,48,1,1,0,correct
mitm_vs_baseline,iteration_3,53,1,49,49,1,1,0,correct
mitm_vs_baseline,iteration_3,53,2,49,49,1,1,0,correct
mitm_vs_baseline,iteration_3,53,3,49,49,1,1,0,correct
mitm_vs_baseline,iteration_3,53,4,49,49,1,1,0,correct
mitm_vs_baseline,iteration_3,53,5,49,49,1,1,0,correct
mitm_vs_baseline,iteration_3,54,1,50,50,1,0,1,false_open
mitm_vs_baseline,iteration_3,54,2,50,50,1,0,1,false_open
mitm_vs_baseline,iteration_3,54,3,50,50,1,0,1,false_open
mitm_vs_baseline,iteration_3,54,4,50,50,1,1,0,correct
mitm_vs_baseline,iteration_3,54,5,50,50,1,1,0,correct
mitm_vs_baseline,iteration_3,55,1,51,51,1,0,1,false_open
mitm_vs_baseline,iteration_3,55,2,51,51,1,0,1,false_open
mitm_vs_baseline,iteration_3,55,3,51,51,1,0,1,false_open
mitm_vs_baseline,iteration_3,55,4,51,51,1,1,0,correct
mitm_vs_baseline,iteration_3,55,5,51,51,1,1,0,correct
mitm_vs_baseline,iteration_3,56,1,52,52,1,1,0,correct
mitm_vs_baseline,iteration_3,56,2,52,52,1,0,1,false_open
mitm_vs_baseline,iteration_3,56,3,52,52,1,0,1,false_open
mitm_vs_baseline,iteration_3,56,4,52,52,1,1,0,correct
mitm_vs_baseline,iteration_3,56,5,52,52,1,1,0,correct
mitm_vs_baseline,iteration_3,57,1,53,53,1,1,0,correct
mitm_vs_baseline,iteration_3,57,2,53,53,1,0,1,false_open
mitm_vs_baseline,iteration_3,57,3,53,53,1,0,1,false_open
mitm_vs_baseline,iteration_3,57,4,53,53,1,1,0,correct
mitm_vs_baseline,iteration_3,57,5,53,53,1,1,0,correct
mitm_vs_baseline,iteration_3,58,1,54,54,1,1,0,correct
mitm_vs_baseline,iteration_3,58,2,54,54,1,1,0,correct
mitm_vs_baseline,iteration_3,58,3,54,54,1,0,1,false_open
mitm_vs_baseline,iteration_3,58,4,54,54,1,1,0,correct
mitm_vs_baseline,iteration_3,58,5,54,54,1,1,0,correct
mitm_vs_baseline,iteration_3,59,1,55,55,1,1,0,correct
mitm_vs_baseline,iteration_3,59,2,55,55,1,1,0,correct
mitm_vs_baseline,iteration_3,59,3,55,55,1,0,1,false_open
mitm_vs_baseline,iteration_3,59,4,55,55,1,1,0,correct
mitm_vs_baseline,iteration_3,59,5,55,55,1,1,0,correct
mitm_vs_baseline,iteration_3,60,1,56,56,1,1,0,correct
mitm_vs_baseline,iteration_3,60,2,56,56,1,1,0,correct
mitm_vs_baseline,iteration_3,60,3,56,56,1,1,0,correct
mitm_vs_baseline,iteration_3,60,4,56,56,1,1,0,correct
mitm_vs_baseline,iteration_3,60,5,56,56,1,1,0,correct
mitm_vs_baseline,iteration_3,61,1,57,57,1,1,0,correct
mitm_vs_baseline,iteration_3,61,2,57,57,1,1,0,correct
mitm_vs_baseline,iteration_3,61,3,57,57,1,1,0,correct
mitm_vs_baseline,iteration_3,61,4,57,57,1,1,0,correct
mitm_vs_baseline,iteration_3,61,5,57,57,1,1,0,correct
mitm_vs_baseline,iteration_3,62,1,58,58,1,0,1,false_open
mitm_vs_baseline,iteration_3,62,2,58,58,1,0,1,false_open
mitm_vs_baseline,iteration_3,62,3,58,58,1,0,1,false_open
mitm_vs_baseline,iteration_3,62,4,58,58,1,1,0,correct
mitm_vs_baseline,iteration_3,62,5,58,58,1,1,0,correct
mitm_vs_baseline,iteration_3,63,1,59,59,1,1,0,correct
mitm_vs_baseline,iteration_3,63,2,59,59,1,0,1,false_open
mitm_vs_baseline,iteration_3,63,3,59,59,1,0,1,false_open
mitm_vs_baseline,iteration_3,63,4,59,59,1,1,0,correct
mitm_vs_baseline,iteration_3,63,5,59,59,1,1,0,correct
mitm_vs_baseline,iteration_3,64,1,60,60,1,1,0,correct
mitm_vs_baseline,iteration_3,64,2,60,60,1,0,1,false_open
mitm_vs_baseline,iteration_3,64,3,60,60,1,0,1,false_open
mitm_vs_baseline,iteration_3,64,4,60,60,1,1,0,correct
mitm_vs_baseline,iteration_3,64,5,60,60,1,1,0,correct
mitm_vs_baseline,iteration_3,65,1,61,61,1,1,0,correct
mitm_vs_baseline,iteration_3,65,2,61,61,1,1,0,correct
mitm_vs_baseline,iteration_3,65,3,61,61,1,0,1,false_open
mitm_vs_baseline,iteration_3,65,4,61,61,1,1,0,correct
mitm_vs_baseline,iteration_3,65,5,61,61,1,1,0,correct
mitm_vs_baseline,iteration_3,66,1,62,62,1,1,0,correct
mitm_vs_baseline,iteration_3,66,2,62,62,1,1,0,correct
mitm_vs_baseline,iteration_3,66,3,62,62,1,0,1,false_open
mitm_vs_baseline,iteration_3,66,4,62,62,1,1,0,correct
mitm_vs_baseline,iteration_3,66,5,62,62,1,1,0,correct
mitm_vs_baseline,iteration_3,67,1,63,63,1,1,0,correct
mitm_vs_baseline,iteration_3,67,2,63,63,1,1,0,correct
mitm_vs_baseline,iteration_3,67,3,63,63,1,1,0,correct
mitm_vs_baseline,iteration_3,67,4,63,63,1,1,0,correct
mitm_vs_baseline,iteration_3,67,5,63,63,1,1,0,correct
mitm_vs_baseline,iteration_3,68,1,64,64,1,1,0,correct
mitm_vs_baseline,iteration_3,68,2,64,64,1,1,0,correct
mitm_vs_baseline,iteration_3,68,3,64,64,1,1,0,correct
mitm_vs_baseline,iteration_3,68,4,64,64,1,1,0,correct
mitm_vs_baseline,iteration_3,68,5,64,64,1,1,0,correct
mitm_vs_baseline,iteration_3,69,1,65,65,1,0,1,false_open
mitm_vs_baseline,iteration_3,69,2,65,65,1,0,1,false_open
mitm_vs_baseline,iteration_3,69,3,65,65,1,0,1,false_open
mitm_vs_baseline,iteration_3,69,4,65,65,1,1,0,correct
mitm_vs_baseline,iteration_3,69,5,65,65,1,1,0,correct
mitm_vs_baseline,iteration_3,70,1,66,66,1,0,1,false_open
mitm_vs_baseline,iteration_3,70,2,66,66,1,0,1,false_open
mitm_vs_baseline,iteration_3,70,3,66,66,1,0,1,false_open
mitm_vs_baseline,iteration_3,70,4,66,66,1,1,0,correct
mitm_vs_baseline,iteration_3,70,5,66,66,1,1,0,correct
mitm_vs_baseline,iteration_3,71,1,67,67,1,1,0,correct
mitm_vs_baseline,iteration_3,71,2,67,67,1,0,1,false_open
mitm_vs_baseline,iteration_3,71,3,67,67,1,0,1,false_open
mitm_vs_baseline,iteration_3,71,4,67,67,1,1,0,correct
mitm_vs_baseline,iteration_3,71,5,67,67,1,1,0,correct
mitm_vs_baseline,iteration_3,72,1,68,68,1,1,0,correct
mitm_vs_baseline,iteration_3,72,2,68,68,1,0,1,false_open
mitm_vs_baseline,iteration_3,72,3,68,68,1,0,1,false_open
mitm_vs_baseline,iteration_3,72,4,68,68,1,1,0,correct
mitm_vs_baseline,iteration_3,72,5,68,68,1,1,0,correct
mitm_vs_baseline,iteration_3,73,1,69,69,1,1,0,correct
mitm_vs_baseline,iteration_3,73,2,69,69,1,1,0,correct
mitm_vs_baseline,iteration_3,73,3,69,69,1,0,1,false_open
mitm_vs_baseline,iteration_3,73,4,69,69,1,1,0,correct
mitm_vs_baseline,iteration_3,73,5,69,69,1,1,0,correct
mitm_vs_baseline,iteration_3,74,1,70,70,1,1,0,correct
mitm_vs_baseline,iteration_3,74,2,70,70,1,1,0,correct
mitm_vs_baseline,iteration_3,74,3,70,70,1,0,1,false_open
mitm_vs_baseline,iteration_3,74,4,70,70,1,1,0,correct
mitm_vs_baseline,iteration_3,74,5,70,70,1,1,0,correct
mitm_vs_baseline,iteration_3,75,1,71,71,1,1,0,correct
mitm_vs_baseline,iteration_3,75,2,71,71,1,1,0,correct
mitm_vs_baseline,iteration_3,75,3,71,71,1,1,0,correct
mitm_vs_baseline,iteration_3,75,4,71,71,1,1,0,correct
mitm_vs_baseline,iteration_3,75,5,71,71,1,1,0,correct
mitm_vs_baseline,iteration_3,76,1,72,72,1,1,0,correct
mitm_vs_baseline,iteration_3,76,2,72,72,1,1,0,correct
mitm_vs_baseline,iteration_3,76,3,72,72,1,1,0,correct
mitm_vs_baseline,iteration_3,76,4,72,72,1,1,0,correct
mitm_vs_baseline,iteration_3,76,5,72,72,1,1,0,correct
mitm_vs_baseline,iteration_3,77,1,73,73,1,0,1,false_open
mitm_vs_baseline,iteration_3,77,2,73,73,1,0,1,false_open
mitm_vs_baseline,iteration_3,77,3,73,73,1,0,1,false_open
mitm_vs_baseline,iteration_3,77,4,73,73,1,1,0,correct
mitm_vs_baseline,iteration_3,77,5,73,73,1,1,0,correct
mitm_vs_baseline,iteration_3,78,1,74,74,1,0,1,false_open
mitm_vs_baseline,iteration_3,78,2,74,74,1,0,1,false_open
mitm_vs_baseline,iteration_3,78,3,74,74,1,0,1,false_open
mitm_vs_baseline,iteration_3,78,4,74,74,1,0,1,false_open
mitm_vs_baseline,iteration_3,78,5,74,74,1,1,0,correct
mitm_vs_baseline,iteration_3,79,1,75,75,1,1,0,correct
mitm_vs_baseline,iteration_3,79,2,75,75,1,0,1,false_open
mitm_vs_baseline,iteration_3,79,3,75,75,1,0,1,false_open
mitm_vs_baseline,iteration_3,79,4,75,75,1,1,0,correct
mitm_vs_baseline,iteration_3,79,5,75,75,1,1,0,correct
mitm_vs_baseline,iteration_3,80,1,76,76,1,1,0,correct
mitm_vs_baseline,iteration_3,80,2,76,76,1,0,1,false_open
mitm_vs_baseline,iteration_3,80,3,76,76,1,0,1,false_open
mitm_vs_baseline,iteration_3,80,4,76,76,1,0,1,false_open
mitm_vs_baseline,iteration_3,80,5,76,76,1,1,0,correct
mitm_vs_baseline,iteration_3,81,1,77,77,1,1,0,correct
mitm_vs_baseline,iteration_3,81,2,77,77,1,0,1,false_open
mitm_vs_baseline,iteration_3,81,3,77,77,1,0,1,false_open
mitm_vs_baseline,iteration_3,81,4,77,77,1,0,1,false_open
mitm_vs_baseline,iteration_3,81,5,77,77,1,1,0,correct
mitm_vs_baseline,iteration_3,82,1,78,78,1,1,0,correct
mitm_vs_baseline,iteration_3,82,2,78,78,1,1,0,correct
mitm_vs_baseline,iteration_3,82,3,78,78,1,0,1,false_open
mitm_vs_baseline,iteration_3,82,4,78,78,1,1,0,correct
mitm_vs_baseline,iteration_3,82,5,78,78,1,1,0,correct
mitm_vs_baseline,iteration_3,83,1,79,79,1,1,0,correct
mitm_vs_baseline,iteration_3,83,2,79,79,1,1,0,correct
mitm_vs_baseline,iteration_3,83,3,79,79,1,0,1,false_open
mitm_vs_baseline,iteration_3,83,4,79,79,1,1,0,correct
mitm_vs_baseline,iteration_3,83,5,79,79,1,1,0,correct
mitm_vs_baseline,iteration_3,84,1,80,80,1,1,0,correct
mitm_vs_baseline,iteration_3,84,2,80,80,1,1,0,correct
mitm_vs_baseline,iteration_3,84,3,80,80,1,0,1,false_open
mitm_vs_baseline,iteration_3,84,4,80,80,1,1,0,correct
mitm_vs_baseline,iteration_3,84,5,80,80,1,1,0,correct
mitm_vs_baseline,iteration_3,85,1,81,81,1,1,0,correct
mitm_vs_baseline,iteration_3,85,2,81,81,1,1,0,correct
mitm_vs_baseline,iteration_3,85,3,81,81,1,1,0,correct
mitm_vs_baseline,iteration_3,85,4,81,81,1,0,1,false_open
mitm_vs_baseline,iteration_3,85,5,81,81,1,1,0,correct
mitm_vs_baseline,iteration_3,86,1,82,82,1,1,0,correct
mitm_vs_baseline,iteration_3,86,2,82,82,1,1,0,correct
mitm_vs_baseline,iteration_3,86,3,82,82,1,1,0,correct
mitm_vs_baseline,iteration_3,86,4,82,82,1,1,0,correct
mitm_vs_baseline,iteration_3,86,5,82,82,1,1,0,correct
mitm_vs_baseline,iteration_3,88,1,83,84,1,1,0,correct
mitm_vs_baseline,iteration_3,88,2,83,84,1,1,0,correct
mitm_vs_baseline,iteration_3,88,3,83,84,1,1,0,correct
mitm_vs_baseline,iteration_3,88,4,83,84,1,1,0,correct
mitm_vs_baseline,iteration_3,88,5,83,84,1,1,0,correct
mitm_vs_baseline,iteration_3,89,1,84,85,1,0,1,false_open
mitm_vs_baseline,iteration_3,89,2,84,85,1,0,1,false_open
mitm_vs_baseline,iteration_3,89,3,84,85,1,0,1,false_open
mitm_vs_baseline,iteration_3,89,4,84,85,1,1,0,correct
mitm_vs_baseline,iteration_3,89,5,84,85,1,1,0,correct
mitm_vs_baseline,iteration_3,90,1,85,86,1,1,0,correct
mitm_vs_baseline,iteration_3,90,2,85,86,1,0,1,false_open
mitm_vs_baseline,iteration_3,90,3,85,86,1,0,1,false_open
mitm_vs_baseline,iteration_3,90,4,85,86,1,1,0,correct
mitm_vs_baseline,iteration_3,90,5,85,86,1,1,0,correct
mitm_vs_baseline,iteration_3,91,1,86,87,1,1,0,correct
mitm_vs_baseline,iteration_3,91,2,86,87,1,0,1,false_open
mitm_vs_baseline,iteration_3,91,3,86,87,1,0,1,false_open
mitm_vs_baseline,iteration_3,91,4,86,87,1,1,0,correct
mitm_vs_baseline,iteration_3,91,5,86,87,1,1,0,correct
mitm_vs_baseline,iteration_3,92,1,87,88,1,1,0,correct
mitm_vs_baseline,iteration_3,92,2,87,88,1,1,0,correct
mitm_vs_baseline,iteration_3,92,3,87,88,1,0,1,false_open
mitm_vs_baseline,iteration_3,92,4,87,88,1,1,0,correct
mitm_vs_baseline,iteration_3,92,5,87,88,1,1,0,correct
