Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-17 01:08:34] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, PF=0.0000, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-17 01:17:17] [iter 131] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=498.2000 A, PF=0.8384, V_out=1.0130 pu, I_out=498.2000 A, V_DT=1.0100 pu, P=80.6154 MW, Q=52.4092 MVar
[2026-05-17 01:17:17] [iter 131] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=486.6333 A, PF=0.9547, V_out=1.0050 pu, I_out=486.6333 A, V_DT=1.0082 pu, P=88.9586 MW, Q=27.7275 MVar


[2026-05-17 01:17:21] [iter 132] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=876.8667 A, PF=0.9739, V_out=1.0210 pu, I_out=876.8667 A, V_DT=1.0200 pu, P=166.1219 MW, Q=38.7164 MVar
[2026-05-17 01:17:21] [iter 132] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=412.6667 A, PF=0.9399, V_out=1.0100 pu, I_out=412.6667 A, V_DT=1.0098 pu, P=74.6373 MW, Q=27.1145 MVar
[2026-05-17 01:17:21] [iter 132] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=460.1000 A, PF=0.9258, V_out=1.0090 pu, I_out=460.1000 A, V_DT=1.0071 pu, P=81.8868 MW, Q=33.4352 MVar
[2026-05-17 01:17:21] [iter 132] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=468.1667 A, PF=0.8866, V_out=1.0110 pu, I_out=468.1667 A, V_DT=1.0100 pu, P=79.9526 MW, Q=41.7111 MVar
[2026-05-17 01:17:21] [iter 132] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=465.5333 A, PF=0.9834, V_out=1.0080 pu, I_out=465.5333 A, V_DT=1.0080 pu, P=87.9214 MW, Q=16.2227 MVar


[2026-05-17 01:17:25] [iter 133] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=906.7333 A, PF=0.9720, V_out=1.0180 pu, I_out=906.7333 A, V_DT=1.0200 pu, P=170.9413 MW, Q=41.3250 MVar
[2026-05-17 01:17:25] [iter 133] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=449.8667 A, PF=0.9195, V_out=1.0090 pu, I_out=449.8667 A, V_DT=1.0096 pu, P=79.5207 MW, Q=33.9954 MVar
[2026-05-17 01:17:25] [iter 133] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=437.8000 A, PF=0.9145, V_out=1.0060 pu, I_out=437.8000 A, V_DT=1.0067 pu, P=76.7381 MW, Q=33.9498 MVar
[2026-05-17 01:17:25] [iter 133] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=500.6667 A, PF=0.8301, V_out=1.0080 pu, I_out=500.6667 A, V_DT=1.0100 pu, P=79.8165 MW, Q=53.6163 MVar
[2026-05-17 01:17:25] [iter 133] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=506.4000 A, PF=0.9703, V_out=1.0070 pu, I_out=506.4000 A, V_DT=1.0084 pu, P=94.2720 MW, Q=23.5029 MVar


[2026-05-17 01:17:29] [iter 134] [Bus 1] P/Q/CMD -> V_in=1.0240 pu, I_in=812.1333 A, PF=0.9821, V_out=1.0240 pu, I_out=812.1333 A, V_DT=1.0200 pu, P=155.6096 MW, Q=29.8449 MVar
[2026-05-17 01:17:29] [iter 134] [Bus 2] P/Q/CMD -> V_in=1.0170 pu, I_in=411.4667 A, PF=0.9691, V_out=1.0170 pu, I_out=411.4667 A, V_DT=1.0091 pu, P=77.2641 MW, Q=19.6663 MVar
[2026-05-17 01:17:29] [iter 134] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=374.5667 A, PF=0.9511, V_out=1.0100 pu, I_out=374.5667 A, V_DT=1.0064 pu, P=68.5536 MW, Q=22.2637 MVar
[2026-05-17 01:17:29] [iter 134] [Bus 4] P/Q/CMD -> V_in=1.0150 pu, I_in=442.3667 A, PF=0.9391, V_out=1.0150 pu, I_out=442.3667 A, V_DT=1.0100 pu, P=80.3366 MW, Q=29.3975 MVar
[2026-05-17 01:17:29] [iter 134] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=468.3333 A, PF=0.9874, V_out=1.0070 pu, I_out=468.3333 A, V_DT=1.0081 pu, P=88.7219 MW, Q=14.2189 MVar


[2026-05-17 01:17:33] [iter 135] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=771.7333 A, PF=0.9745, V_out=1.0210 pu, I_out=771.7333 A, V_DT=1.0200 pu, P=146.2946 MW, Q=33.6857 MVar
[2026-05-17 01:17:33] [iter 135] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=351.3667 A, PF=0.9656, V_out=1.0120 pu, I_out=351.3667 A, V_DT=1.0109 pu, P=65.4172 MW, Q=17.6166 MVar
[2026-05-17 01:17:33] [iter 135] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=393.4667 A, PF=0.9069, V_out=1.0070 pu, I_out=393.4667 A, V_DT=1.0083 pu, P=68.4621 MW, Q=31.8075 MVar
[2026-05-17 01:17:33] [iter 135] [Bus 4] P/Q/CMD -> V_in=1.0050 pu, I_in=448.7333 A, PF=0.9297, V_out=1.0050 pu, I_out=448.7333 A, V_DT=1.0100 pu, P=79.8823 MW, Q=31.6468 MVar
[2026-05-17 01:17:33] [iter 135] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=476.0667 A, PF=0.9900, V_out=1.0060 pu, I_out=476.0667 A, V_DT=1.0084 pu, P=90.3346 MW, Q=12.8720 MVar


[2026-05-17 01:17:37] [iter 136] [Bus 1] P/Q/CMD -> V_in=1.0170 pu, I_in=813.0667 A, PF=0.9650, V_out=1.0170 pu, I_out=813.0667 A, V_DT=1.0200 pu, P=152.0295 MW, Q=41.3158 MVar
[2026-05-17 01:17:37] [iter 136] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=370.2667 A, PF=0.9119, V_out=1.0120 pu, I_out=370.2667 A, V_DT=1.0109 pu, P=65.1022 MW, Q=29.3001 MVar
[2026-05-17 01:17:37] [iter 136] [Bus 3] P/Q/CMD -> V_in=1.0020 pu, I_in=437.1000 A, PF=0.9111, V_out=1.0020 pu, I_out=437.1000 A, V_DT=1.0079 pu, P=76.0270 MW, Q=34.3949 MVar
[2026-05-17 01:17:37] [iter 136] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=482.1000 A, PF=0.8607, V_out=1.0120 pu, I_out=482.1000 A, V_DT=1.0100 pu, P=80.0060 MW, Q=47.3244 MVar
[2026-05-17 01:17:37] [iter 136] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=483.8333 A, PF=0.9717, V_out=1.0030 pu, I_out=483.8333 A, V_DT=1.0085 pu, P=89.8426 MW, Q=21.8406 MVar


[2026-05-17 01:17:41] [iter 137] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=750.1667 A, PF=0.9689, V_out=1.0180 pu, I_out=750.1667 A, V_DT=1.0200 pu, P=140.9736 MW, Q=36.0040 MVar
[2026-05-17 01:17:41] [iter 137] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=354.0000 A, PF=0.9257, V_out=1.0090 pu, I_out=354.0000 A, V_DT=1.0098 pu, P=62.9967 MW, Q=25.7417 MVar
[2026-05-17 01:17:41] [iter 137] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=360.2000 A, PF=0.9428, V_out=1.0080 pu, I_out=360.2000 A, V_DT=1.0069 pu, P=65.2194 MW, Q=23.0605 MVar
[2026-05-17 01:17:41] [iter 137] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=469.2667 A, PF=0.8825, V_out=1.0120 pu, I_out=469.2667 A, V_DT=1.0100 pu, P=79.8488 MW, Q=42.5540 MVar
[2026-05-17 01:17:41] [iter 137] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=491.1000 A, PF=0.9593, V_out=1.0050 pu, I_out=491.1000 A, V_DT=1.0082 pu, P=90.2077 MW, Q=26.5544 MVar


[2026-05-17 01:17:45] [iter 138] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=902.0000 A, PF=0.9739, V_out=1.0180 pu, I_out=902.0000 A, V_DT=1.0200 pu, P=170.3813 MW, Q=39.7091 MVar
[2026-05-17 01:17:45] [iter 138] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=422.6000 A, PF=0.9035, V_out=1.0110 pu, I_out=422.6000 A, V_DT=1.0109 pu, P=73.5465 MW, Q=34.8878 MVar
[2026-05-17 01:17:45] [iter 138] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=452.6667 A, PF=0.9435, V_out=1.0070 pu, I_out=452.6667 A, V_DT=1.0084 pu, P=81.9414 MW, Q=28.7791 MVar
[2026-05-17 01:17:45] [iter 138] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=497.9667 A, PF=0.8334, V_out=1.0080 pu, I_out=497.9667 A, V_DT=1.0100 pu, P=79.7017 MW, Q=52.8543 MVar
[2026-05-17 01:17:45] [iter 138] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=502.9333 A, PF=0.9654, V_out=1.0050 pu, I_out=502.9333 A, V_DT=1.0080 pu, P=92.9688 MW, Q=25.1127 MVar


[2026-05-17 01:17:49] [iter 139] [Bus 1] P/Q/CMD -> V_in=1.0170 pu, I_in=872.4667 A, PF=0.9791, V_out=1.0170 pu, I_out=872.4667 A, V_DT=1.0200 pu, P=165.5199 MW, Q=34.3819 MVar
[2026-05-17 01:17:49] [iter 139] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=373.1000 A, PF=0.9657, V_out=1.0060 pu, I_out=373.1000 A, V_DT=1.0093 pu, P=69.0588 MW, Q=18.5687 MVar
[2026-05-17 01:17:49] [iter 139] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=506.2333 A, PF=0.9246, V_out=1.0080 pu, I_out=506.2333 A, V_DT=1.0067 pu, P=89.8915 MW, Q=37.0357 MVar
[2026-05-17 01:17:49] [iter 139] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=478.6667 A, PF=0.8659, V_out=1.0100 pu, I_out=478.6667 A, V_DT=1.0100 pu, P=79.7582 MW, Q=46.0751 MVar
[2026-05-17 01:17:49] [iter 139] [Bus 5] P/Q/CMD -> V_in=0.9990 pu, I_in=458.3333 A, PF=0.9701, V_out=0.9990 pu, I_out=458.3333 A, V_DT=1.0080 pu, P=84.6285 MW, Q=21.1729 MVar


[2026-05-17 01:17:53] [iter 140] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=869.2000 A, PF=0.9815, V_out=1.0230 pu, I_out=869.2000 A, V_DT=1.0200 pu, P=166.2796 MW, Q=32.4363 MVar
[2026-05-17 01:17:53] [iter 140] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=365.0000 A, PF=0.9696, V_out=1.0120 pu, I_out=365.0000 A, V_DT=1.0100 pu, P=68.2369 MW, Q=17.2208 MVar
[2026-05-17 01:17:53] [iter 140] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=488.0667 A, PF=0.9196, V_out=1.0100 pu, I_out=488.0667 A, V_DT=1.0067 pu, P=86.3680 MW, Q=36.8967 MVar
[2026-05-17 01:17:53] [iter 140] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=487.7333 A, PF=0.8544, V_out=1.0130 pu, I_out=487.7333 A, V_DT=1.0100 pu, P=80.4278 MW, Q=48.9134 MVar
[2026-05-17 01:17:53] [iter 140] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=484.7000 A, PF=0.9683, V_out=1.0030 pu, I_out=484.7000 A, V_DT=1.0083 pu, P=89.6886 MW, Q=23.1368 MVar


[2026-05-17 01:17:57] [iter 141] [Bus 1] P/Q/CMD -> V_in=1.0150 pu, I_in=863.5667 A, PF=0.9681, V_out=1.0150 pu, I_out=863.5667 A, V_DT=1.0200 pu, P=161.6722 MW, Q=41.8441 MVar
[2026-05-17 01:17:57] [iter 141] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=397.9000 A, PF=0.9328, V_out=1.0100 pu, I_out=397.9000 A, V_DT=1.0102 pu, P=71.4228 MW, Q=27.5948 MVar
[2026-05-17 01:17:57] [iter 141] [Bus 3] P/Q/CMD -> V_in=0.9990 pu, I_in=466.6333 A, PF=0.8939, V_out=0.9990 pu, I_out=466.6333 A, V_DT=1.0069 pu, P=79.3932 MW, Q=39.8135 MVar
[2026-05-17 01:17:57] [iter 141] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=473.5333 A, PF=0.8820, V_out=1.0110 pu, I_out=473.5333 A, V_DT=1.0100 pu, P=80.4495 MW, Q=42.9839 MVar
[2026-05-17 01:17:57] [iter 141] [Bus 5] P/Q/CMD -> V_in=1.0040 pu, I_in=473.7000 A, PF=0.9888, V_out=1.0040 pu, I_out=473.7000 A, V_DT=1.0081 pu, P=89.5981 MW, Q=13.5237 MVar


[2026-05-17 01:18:01] [iter 142] [Bus 1] P/Q/CMD -> V_in=1.0260 pu, I_in=811.1667 A, PF=0.9838, V_out=1.0260 pu, I_out=811.1667 A, V_DT=1.0200 pu, P=155.9975 MW, Q=28.4261 MVar
[2026-05-17 01:18:01] [iter 142] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=327.2333 A, PF=0.9554, V_out=1.0100 pu, I_out=327.2333 A, V_DT=1.0095 pu, P=60.1613 MW, Q=18.5959 MVar
[2026-05-17 01:18:01] [iter 142] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=434.0667 A, PF=0.9567, V_out=1.0070 pu, I_out=434.0667 A, V_DT=1.0064 pu, P=79.6737 MW, Q=24.2407 MVar
[2026-05-17 01:18:01] [iter 142] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=453.2333 A, PF=0.9175, V_out=1.0130 pu, I_out=453.2333 A, V_DT=1.0100 pu, P=80.2584 MW, Q=34.7920 MVar
[2026-05-17 01:18:01] [iter 142] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=495.6667 A, PF=0.9844, V_out=1.0030 pu, I_out=495.6667 A, V_DT=1.0085 pu, P=93.2429 MW, Q=16.6656 MVar


[2026-05-17 01:18:05] [iter 143] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=832.6333 A, PF=0.9783, V_out=1.0180 pu, I_out=832.6333 A, V_DT=1.0200 pu, P=157.9890 MW, Q=33.4604 MVar
[2026-05-17 01:18:05] [iter 143] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=347.1000 A, PF=0.9253, V_out=1.0100 pu, I_out=347.1000 A, V_DT=1.0111 pu, P=61.8033 MW, Q=25.3302 MVar
[2026-05-17 01:18:05] [iter 143] [Bus 3] P/Q/CMD -> V_in=1.0110 pu, I_in=447.3000 A, PF=0.9483, V_out=1.0110 pu, I_out=447.3000 A, V_DT=1.0082 pu, P=81.7051 MW, Q=27.3449 MVar
[2026-05-17 01:18:05] [iter 143] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=500.6333 A, PF=0.8348, V_out=1.0110 pu, I_out=500.6333 A, V_DT=1.0100 pu, P=80.5020 MW, Q=53.0913 MVar
[2026-05-17 01:18:05] [iter 143] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=513.6333 A, PF=0.9514, V_out=1.0060 pu, I_out=513.6333 A, V_DT=1.0083 pu, P=93.6629 MW, Q=30.3177 MVar


[2026-05-17 01:18:10] [iter 144] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=802.8333 A, PF=0.9862, V_out=1.0230 pu, I_out=802.8333 A, V_DT=1.0200 pu, P=154.3190 MW, Q=25.9063 MVar
[2026-05-17 01:18:10] [iter 144] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=282.2000 A, PF=0.9505, V_out=1.0120 pu, I_out=282.2000 A, V_DT=1.0111 pu, P=51.7181 MW, Q=16.9070 MVar
[2026-05-17 01:18:10] [iter 144] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=470.7000 A, PF=0.9698, V_out=1.0040 pu, I_out=470.7000 A, V_DT=1.0082 pu, P=87.3199 MW, Q=21.9607 MVar
[2026-05-17 01:18:10] [iter 144] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=470.5667 A, PF=0.8907, V_out=1.0110 pu, I_out=470.5667 A, V_DT=1.0100 pu, P=80.7341 MW, Q=41.2047 MVar
[2026-05-17 01:18:10] [iter 144] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=499.4000 A, PF=0.9674, V_out=1.0050 pu, I_out=499.4000 A, V_DT=1.0083 pu, P=92.5069 MW, Q=24.2172 MVar


[2026-05-17 01:18:14] [iter 145] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=800.4000 A, PF=0.9769, V_out=1.0220 pu, I_out=800.4000 A, V_DT=1.0200 pu, P=152.2514 MW, Q=33.3050 MVar
[2026-05-17 01:18:14] [iter 145] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=289.5000 A, PF=0.9507, V_out=1.0080 pu, I_out=289.5000 A, V_DT=1.0114 pu, P=52.8574 MW, Q=17.2417 MVar
[2026-05-17 01:18:14] [iter 145] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=487.9333 A, PF=0.9199, V_out=1.0050 pu, I_out=487.9333 A, V_DT=1.0084 pu, P=85.9450 MW, Q=36.6383 MVar
[2026-05-17 01:18:14] [iter 145] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=462.4000 A, PF=0.8967, V_out=1.0110 pu, I_out=462.4000 A, V_DT=1.0100 pu, P=79.8674 MW, Q=39.4250 MVar
[2026-05-17 01:18:14] [iter 145] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=484.3333 A, PF=0.9861, V_out=1.0090 pu, I_out=484.3333 A, V_DT=1.0081 pu, P=91.8142 MW, Q=15.4702 MVar


[2026-05-17 01:18:18] [iter 146] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=680.0667 A, PF=0.9666, V_out=1.0180 pu, I_out=680.0667 A, V_DT=1.0200 pu, P=127.4968 MW, Q=33.8052 MVar
[2026-05-17 01:18:18] [iter 146] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=277.0333 A, PF=0.9637, V_out=1.0100 pu, I_out=277.0333 A, V_DT=1.0107 pu, P=51.3746 MW, Q=14.2330 MVar
[2026-05-17 01:18:18] [iter 146] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=391.9333 A, PF=0.9137, V_out=1.0120 pu, I_out=391.9333 A, V_DT=1.0072 pu, P=69.0478 MW, Q=30.7106 MVar
[2026-05-17 01:18:18] [iter 146] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=453.8667 A, PF=0.9182, V_out=1.0090 pu, I_out=453.8667 A, V_DT=1.0100 pu, P=80.1143 MW, Q=34.5618 MVar
[2026-05-17 01:18:18] [iter 146] [Bus 5] P/Q/CMD -> V_in=1.0060 pu, I_in=465.0000 A, PF=0.9712, V_out=1.0060 pu, I_out=465.0000 A, V_DT=1.0084 pu, P=86.5591 MW, Q=21.2357 MVar


[2026-05-17 01:18:22] [iter 147] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=778.1000 A, PF=0.9733, V_out=1.0160 pu, I_out=778.1000 A, V_DT=1.0200 pu, P=146.5984 MW, Q=34.5728 MVar
[2026-05-17 01:18:22] [iter 147] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=359.8000 A, PF=0.9634, V_out=1.0090 pu, I_out=359.8000 A, V_DT=1.0116 pu, P=66.6365 MW, Q=18.5417 MVar
[2026-05-17 01:18:22] [iter 147] [Bus 3] P/Q/CMD -> V_in=1.0130 pu, I_in=380.9000 A, PF=0.8871, V_out=1.0130 pu, I_out=380.9000 A, V_DT=1.0084 pu, P=65.2148 MW, Q=33.9327 MVar
[2026-05-17 01:18:22] [iter 147] [Bus 4] P/Q/CMD -> V_in=1.0150 pu, I_in=471.2333 A, PF=0.8841, V_out=1.0150 pu, I_out=471.2333 A, V_DT=1.0100 pu, P=80.5669 MW, Q=42.5843 MVar
[2026-05-17 01:18:22] [iter 147] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=465.0000 A, PF=0.9712, V_out=1.0120 pu, I_out=465.0000 A, V_DT=1.0082 pu, P=87.0754 MW, Q=21.3623 MVar


[2026-05-17 01:18:26] [iter 148] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=778.1000 A, PF=0.9733, V_out=1.0160 pu, I_out=778.1000 A, V_DT=1.0200 pu, P=146.5984 MW, Q=34.5728 MVar
[2026-05-17 01:18:26] [iter 148] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=359.8000 A, PF=0.9634, V_out=1.0090 pu, I_out=359.8000 A, V_DT=1.0108 pu, P=66.6365 MW, Q=18.5417 MVar
[2026-05-17 01:18:26] [iter 148] [Bus 3] P/Q/CMD -> V_in=1.0130 pu, I_in=380.9000 A, PF=0.8871, V_out=1.0130 pu, I_out=380.9000 A, V_DT=1.0078 pu, P=65.2148 MW, Q=33.9327 MVar
[2026-05-17 01:18:26] [iter 148] [Bus 4] P/Q/CMD -> V_in=1.0150 pu, I_in=471.2333 A, PF=0.8841, V_out=1.0150 pu, I_out=471.2333 A, V_DT=1.0100 pu, P=80.5669 MW, Q=42.5843 MVar
[2026-05-17 01:18:26] [iter 148] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=499.0333 A, PF=0.9748, V_out=1.0120 pu, I_out=499.0333 A, V_DT=1.0082 pu, P=93.7948 MW, Q=21.4647 MVar


[2026-05-17 01:18:30] [iter 149] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=690.6000 A, PF=0.9719, V_out=1.0230 pu, I_out=690.6000 A, V_DT=1.0200 pu, P=130.8209 MW, Q=31.6848 MVar
[2026-05-17 01:18:30] [iter 149] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=304.9000 A, PF=0.9730, V_out=1.0110 pu, I_out=304.9000 A, V_DT=1.0108 pu, P=57.1445 MW, Q=13.5552 MVar
[2026-05-17 01:18:30] [iter 149] [Bus 3] P/Q/CMD -> V_in=1.0160 pu, I_in=363.2333 A, PF=0.9215, V_out=1.0160 pu, I_out=363.2333 A, V_DT=1.0078 pu, P=64.7930 MW, Q=27.3079 MVar
[2026-05-17 01:18:30] [iter 149] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=464.2333 A, PF=0.8937, V_out=1.0080 pu, I_out=464.2333 A, V_DT=1.0100 pu, P=79.6786 MW, Q=40.0011 MVar
[2026-05-17 01:18:30] [iter 149] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=466.2667 A, PF=0.9677, V_out=1.0090 pu, I_out=466.2667 A, V_DT=1.0081 pu, P=86.7400 MW, Q=22.5975 MVar


[2026-05-17 01:18:34] [iter 150] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=788.3667 A, PF=0.9711, V_out=1.0200 pu, I_out=788.3667 A, V_DT=1.0200 pu, P=148.7804 MW, Q=36.5666 MVar
[2026-05-17 01:18:34] [iter 150] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=331.8000 A, PF=0.9470, V_out=1.0100 pu, I_out=331.8000 A, V_DT=1.0117 pu, P=60.4646 MW, Q=20.5103 MVar
[2026-05-17 01:18:34] [iter 150] [Bus 3] P/Q/CMD -> V_in=1.0110 pu, I_in=447.7000 A, PF=0.9182, V_out=1.0110 pu, I_out=447.7000 A, V_DT=1.0088 pu, P=79.1824 MW, Q=34.1598 MVar
[2026-05-17 01:18:34] [iter 150] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=461.1000 A, PF=0.9070, V_out=1.0130 pu, I_out=461.1000 A, V_DT=1.0100 pu, P=80.7170 MW, Q=37.4779 MVar
[2026-05-17 01:18:34] [iter 150] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=461.2667 A, PF=0.9838, V_out=1.0030 pu, I_out=461.2667 A, V_DT=1.0082 pu, P=86.7188 MW, Q=15.8020 MVar


[2026-05-17 01:18:38] [iter 151] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=756.1333 A, PF=0.9654, V_out=1.0160 pu, I_out=756.1333 A, V_DT=1.0200 pu, P=141.3034 MW, Q=38.1688 MVar
[2026-05-17 01:18:38] [iter 151] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=309.5667 A, PF=0.9308, V_out=1.0120 pu, I_out=309.5667 A, V_DT=1.0105 pu, P=55.5577 MW, Q=21.8177 MVar
[2026-05-17 01:18:38] [iter 151] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=432.7667 A, PF=0.9013, V_out=1.0080 pu, I_out=432.7667 A, V_DT=1.0074 pu, P=74.9095 MW, Q=36.0041 MVar
[2026-05-17 01:18:38] [iter 151] [Bus 4] P/Q/CMD -> V_in=1.0050 pu, I_in=473.4667 A, PF=0.8772, V_out=1.0050 pu, I_out=473.4667 A, V_DT=1.0100 pu, P=79.5257 MW, Q=43.5275 MVar
[2026-05-17 01:18:38] [iter 151] [Bus 5] P/Q/CMD -> V_in=1.0020 pu, I_in=486.5667 A, PF=0.9730, V_out=1.0020 pu, I_out=486.5667 A, V_DT=1.0084 pu, P=90.3808 MW, Q=21.4392 MVar


[2026-05-17 01:18:42] [iter 152] [Bus 1] P/Q/CMD -> V_in=1.0170 pu, I_in=941.8333 A, PF=0.9753, V_out=1.0170 pu, I_out=941.8333 A, V_DT=1.0200 pu, P=177.9863 MW, Q=40.3100 MVar
[2026-05-17 01:18:42] [iter 152] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=450.1333 A, PF=0.9236, V_out=1.0090 pu, I_out=450.1333 A, V_DT=1.0106 pu, P=79.9226 MW, Q=33.1734 MVar
[2026-05-17 01:18:42] [iter 152] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=496.2000 A, PF=0.9392, V_out=1.0040 pu, I_out=496.2000 A, V_DT=1.0074 pu, P=89.1460 MW, Q=32.5917 MVar
[2026-05-17 01:18:42] [iter 152] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=491.8333 A, PF=0.8456, V_out=1.0080 pu, I_out=491.8333 A, V_DT=1.0100 pu, P=79.8724 MW, Q=50.4225 MVar
[2026-05-17 01:18:42] [iter 152] [Bus 5] P/Q/CMD -> V_in=1.0040 pu, I_in=469.7000 A, PF=0.9726, V_out=1.0040 pu, I_out=469.7000 A, V_DT=1.0082 pu, P=87.3860 MW, Q=20.8883 MVar


[2026-05-17 01:18:46] [iter 153] [Bus 1] P/Q/CMD -> V_in=1.0140 pu, I_in=754.7667 A, PF=0.9747, V_out=1.0140 pu, I_out=754.7667 A, V_DT=1.0200 pu, P=142.1265 MW, Q=32.5923 MVar
[2026-05-17 01:18:46] [iter 153] [Bus 2] P/Q/CMD -> V_in=1.0160 pu, I_in=381.9000 A, PF=0.9596, V_out=1.0160 pu, I_out=381.9000 A, V_DT=1.0090 pu, P=70.9393 MW, Q=20.8004 MVar
