Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-17 01:08:34] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, PF=0.0000, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-17 01:09:58] [iter 22] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=487.1000 A, PF=0.8577, V_out=1.0120 pu, I_out=487.1000 A, V_DT=1.0100 pu, P=80.5540 MW, Q=48.2883 MVar
[2026-05-17 01:09:58] [iter 22] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=461.9000 A, PF=0.9630, V_out=1.0050 pu, I_out=461.9000 A, V_DT=1.0080 pu, P=85.1714 MW, Q=23.8357 MVar


[2026-05-17 01:10:02] [iter 23] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=764.5000 A, PF=0.9840, V_out=1.0220 pu, I_out=764.5000 A, V_DT=1.0200 pu, P=146.4795 MW, Q=26.5224 MVar
[2026-05-17 01:10:02] [iter 23] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=271.4667 A, PF=0.9743, V_out=1.0060 pu, I_out=271.4667 A, V_DT=1.0098 pu, P=50.6945 MW, Q=11.7204 MVar
[2026-05-17 01:10:02] [iter 23] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=469.8667 A, PF=0.9548, V_out=1.0070 pu, I_out=469.8667 A, V_DT=1.0068 pu, P=86.0736 MW, Q=26.7965 MVar
[2026-05-17 01:10:02] [iter 23] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=473.4000 A, PF=0.8793, V_out=1.0110 pu, I_out=473.4000 A, V_DT=1.0100 pu, P=80.1807 MW, Q=43.4295 MVar
[2026-05-17 01:10:02] [iter 23] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=480.0333 A, PF=0.9523, V_out=1.0120 pu, I_out=480.0333 A, V_DT=1.0082 pu, P=88.1412 MW, Q=28.2447 MVar


[2026-05-17 01:10:06] [iter 24] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=770.2667 A, PF=0.9763, V_out=1.0230 pu, I_out=770.2667 A, V_DT=1.0200 pu, P=146.5728 MW, Q=32.4916 MVar
[2026-05-17 01:10:06] [iter 24] [Bus 2] P/Q/CMD -> V_in=1.0150 pu, I_in=405.8667 A, PF=0.9758, V_out=1.0150 pu, I_out=405.8667 A, V_DT=1.0116 pu, P=76.5885 MW, Q=17.1626 MVar
[2026-05-17 01:10:06] [iter 24] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=354.0667 A, PF=0.9237, V_out=1.0050 pu, I_out=354.0667 A, V_DT=1.0083 pu, P=62.6232 MW, Q=25.9738 MVar
[2026-05-17 01:10:06] [iter 24] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=445.4000 A, PF=0.9337, V_out=1.0100 pu, I_out=445.4000 A, V_DT=1.0100 pu, P=80.0262 MW, Q=30.6885 MVar
[2026-05-17 01:10:06] [iter 24] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=454.5333 A, PF=0.9804, V_out=1.0120 pu, I_out=454.5333 A, V_DT=1.0080 pu, P=85.9217 MW, Q=17.2665 MVar


[2026-05-17 01:10:10] [iter 25] [Bus 1] P/Q/CMD -> V_in=1.0130 pu, I_in=832.5333 A, PF=0.9649, V_out=1.0130 pu, I_out=832.5333 A, V_DT=1.0200 pu, P=155.0410 MW, Q=42.1976 MVar
[2026-05-17 01:10:10] [iter 25] [Bus 2] P/Q/CMD -> V_in=1.0040 pu, I_in=417.9667 A, PF=0.9103, V_out=1.0040 pu, I_out=417.9667 A, V_DT=1.0110 pu, P=72.7802 MW, Q=33.0960 MVar
[2026-05-17 01:10:10] [iter 25] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=415.4667 A, PF=0.9295, V_out=1.0070 pu, I_out=415.4667 A, V_DT=1.0084 pu, P=74.0915 MW, Q=29.3992 MVar
[2026-05-17 01:10:10] [iter 25] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=463.4333 A, PF=0.8995, V_out=1.0090 pu, I_out=463.4333 A, V_DT=1.0100 pu, P=80.1370 MW, Q=38.9255 MVar
[2026-05-17 01:10:10] [iter 25] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=465.1667 A, PF=0.9849, V_out=1.0080 pu, I_out=465.1667 A, V_DT=1.0084 pu, P=87.9862 MW, Q=15.4661 MVar


[2026-05-17 01:10:14] [iter 26] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=783.1667 A, PF=0.9685, V_out=1.0190 pu, I_out=783.1667 A, V_DT=1.0200 pu, P=147.2588 MW, Q=37.8621 MVar
[2026-05-17 01:10:14] [iter 26] [Bus 2] P/Q/CMD -> V_in=1.0140 pu, I_in=357.5667 A, PF=0.9169, V_out=1.0140 pu, I_out=357.5667 A, V_DT=1.0096 pu, P=63.3389 MW, Q=27.5707 MVar
[2026-05-17 01:10:14] [iter 26] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=420.8667 A, PF=0.9457, V_out=1.0050 pu, I_out=420.8667 A, V_DT=1.0071 pu, P=76.2109 MW, Q=26.1940 MVar
[2026-05-17 01:10:14] [iter 26] [Bus 4] P/Q/CMD -> V_in=1.0040 pu, I_in=470.6667 A, PF=0.8802, V_out=1.0040 pu, I_out=470.6667 A, V_DT=1.0100 pu, P=79.2468 MW, Q=42.7298 MVar
[2026-05-17 01:10:14] [iter 26] [Bus 5] P/Q/CMD -> V_in=1.0020 pu, I_in=472.2667 A, PF=0.9625, V_out=1.0020 pu, I_out=472.2667 A, V_DT=1.0084 pu, P=86.7779 MW, Q=24.4584 MVar


[2026-05-17 01:10:18] [iter 27] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=848.4333 A, PF=0.9739, V_out=1.0160 pu, I_out=848.4333 A, V_DT=1.0200 pu, P=159.9481 MW, Q=37.2776 MVar
[2026-05-17 01:10:18] [iter 27] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=435.8667 A, PF=0.9520, V_out=1.0090 pu, I_out=435.8667 A, V_DT=1.0104 pu, P=79.7692 MW, Q=25.6483 MVar
[2026-05-17 01:10:18] [iter 27] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=411.6667 A, PF=0.9266, V_out=1.0050 pu, I_out=411.6667 A, V_DT=1.0077 pu, P=73.0394 MW, Q=29.6421 MVar
[2026-05-17 01:10:18] [iter 27] [Bus 4] P/Q/CMD -> V_in=1.0150 pu, I_in=481.5667 A, PF=0.8634, V_out=1.0150 pu, I_out=481.5667 A, V_DT=1.0100 pu, P=80.4059 MW, Q=46.9845 MVar
[2026-05-17 01:10:18] [iter 27] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=469.5333 A, PF=0.9590, V_out=1.0090 pu, I_out=469.5333 A, V_DT=1.0081 pu, P=86.5624 MW, Q=25.5811 MVar


[2026-05-17 01:10:22] [iter 28] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=714.6333 A, PF=0.9608, V_out=1.0190 pu, I_out=714.6333 A, V_DT=1.0200 pu, P=133.3042 MW, Q=38.4654 MVar
[2026-05-17 01:10:22] [iter 28] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=331.3333 A, PF=0.9471, V_out=1.0090 pu, I_out=331.3333 A, V_DT=1.0100 pu, P=60.3261 MW, Q=20.4424 MVar
[2026-05-17 01:10:22] [iter 28] [Bus 3] P/Q/CMD -> V_in=1.0030 pu, I_in=386.2667 A, PF=0.8998, V_out=1.0030 pu, I_out=386.2667 A, V_DT=1.0073 pu, P=66.4183 MW, Q=32.2054 MVar
[2026-05-17 01:10:22] [iter 28] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=457.3333 A, PF=0.9113, V_out=1.0130 pu, I_out=457.3333 A, V_DT=1.0100 pu, P=80.4372 MW, Q=36.3431 MVar
[2026-05-17 01:10:22] [iter 28] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=458.6667 A, PF=0.9752, V_out=1.0080 pu, I_out=458.6667 A, V_DT=1.0081 pu, P=85.9023 MW, Q=19.4959 MVar


[2026-05-17 01:10:26] [iter 29] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=798.9000 A, PF=0.9728, V_out=1.0200 pu, I_out=798.9000 A, V_DT=1.0200 pu, P=151.0322 MW, Q=35.9643 MVar
[2026-05-17 01:10:26] [iter 29] [Bus 2] P/Q/CMD -> V_in=1.0050 pu, I_in=302.8000 A, PF=0.9724, V_out=1.0050 pu, I_out=302.8000 A, V_DT=1.0109 pu, P=56.3794 MW, Q=13.5278 MVar
[2026-05-17 01:10:26] [iter 29] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=503.7333 A, PF=0.8864, V_out=1.0090 pu, I_out=503.7333 A, V_DT=1.0079 pu, P=85.8371 MW, Q=44.8282 MVar
[2026-05-17 01:10:26] [iter 29] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=475.4000 A, PF=0.8723, V_out=1.0070 pu, I_out=475.4000 A, V_DT=1.0100 pu, P=79.5624 MW, Q=44.5990 MVar
[2026-05-17 01:10:26] [iter 29] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=465.4667 A, PF=0.9768, V_out=1.0030 pu, I_out=465.4667 A, V_DT=1.0083 pu, P=86.8857 MW, Q=19.0488 MVar


[2026-05-17 01:10:31] [iter 30] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=825.0000 A, PF=0.9714, V_out=1.0160 pu, I_out=825.0000 A, V_DT=1.0200 pu, P=155.1312 MW, Q=37.9203 MVar
[2026-05-17 01:10:31] [iter 30] [Bus 2] P/Q/CMD -> V_in=1.0020 pu, I_in=322.4667 A, PF=0.9106, V_out=1.0020 pu, I_out=322.4667 A, V_DT=1.0105 pu, P=56.0575 MW, Q=25.4425 MVar
[2026-05-17 01:10:31] [iter 30] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=489.9333 A, PF=0.9314, V_out=1.0050 pu, I_out=489.9333 A, V_DT=1.0067 pu, P=87.3761 MW, Q=34.1472 MVar
[2026-05-17 01:10:31] [iter 30] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=471.5000 A, PF=0.8809, V_out=1.0120 pu, I_out=471.5000 A, V_DT=1.0100 pu, P=80.0833 MW, Q=43.0283 MVar
[2026-05-17 01:10:31] [iter 30] [Bus 5] P/Q/CMD -> V_in=1.0010 pu, I_in=474.6000 A, PF=0.9814, V_out=1.0010 pu, I_out=474.6000 A, V_DT=1.0083 pu, P=88.8303 MW, Q=17.3763 MVar


[2026-05-17 01:10:35] [iter 31] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=789.3667 A, PF=0.9612, V_out=1.0200 pu, I_out=789.3667 A, V_DT=1.0200 pu, P=147.4504 MW, Q=42.3164 MVar
[2026-05-17 01:10:35] [iter 31] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=422.5667 A, PF=0.9152, V_out=1.0120 pu, I_out=422.5667 A, V_DT=1.0101 pu, P=74.5667 MW, Q=32.8348 MVar
[2026-05-17 01:10:35] [iter 31] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=357.1000 A, PF=0.9188, V_out=1.0090 pu, I_out=357.1000 A, V_DT=1.0069 pu, P=63.0747 MW, Q=27.0974 MVar
[2026-05-17 01:10:35] [iter 31] [Bus 4] P/Q/CMD -> V_in=1.0140 pu, I_in=473.3000 A, PF=0.8801, V_out=1.0140 pu, I_out=473.3000 A, V_DT=1.0100 pu, P=80.4748 MW, Q=43.4138 MVar
[2026-05-17 01:10:35] [iter 31] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=476.4667 A, PF=0.9687, V_out=1.0090 pu, I_out=476.4667 A, V_DT=1.0083 pu, P=88.7291 MW, Q=22.7373 MVar


[2026-05-17 01:10:39] [iter 32] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=911.0333 A, PF=0.9741, V_out=1.0220 pu, I_out=911.0333 A, V_DT=1.0200 pu, P=172.7993 MW, Q=40.1119 MVar
[2026-05-17 01:10:39] [iter 32] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=391.1000 A, PF=0.9539, V_out=1.0080 pu, I_out=391.1000 A, V_DT=1.0100 pu, P=71.6481 MW, Q=22.5426 MVar
[2026-05-17 01:10:39] [iter 32] [Bus 3] P/Q/CMD -> V_in=1.0110 pu, I_in=522.9667 A, PF=0.8889, V_out=1.0110 pu, I_out=522.9667 A, V_DT=1.0076 pu, P=89.5429 MW, Q=46.1466 MVar
[2026-05-17 01:10:39] [iter 32] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=515.9000 A, PF=0.8116, V_out=1.0110 pu, I_out=515.9000 A, V_DT=1.0100 pu, P=80.6514 MW, Q=58.0553 MVar
[2026-05-17 01:10:39] [iter 32] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=482.0667 A, PF=0.9636, V_out=1.0050 pu, I_out=482.0667 A, V_DT=1.0082 pu, P=88.9454 MW, Q=24.6776 MVar


[2026-05-17 01:10:43] [iter 33] [Bus 1] P/Q/CMD -> V_in=1.0250 pu, I_in=811.3000 A, PF=0.9641, V_out=1.0250 pu, I_out=811.3000 A, V_DT=1.0200 pu, P=152.7498 MW, Q=42.0715 MVar
[2026-05-17 01:10:43] [iter 33] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=429.9000 A, PF=0.9199, V_out=1.0110 pu, I_out=429.9000 A, V_DT=1.0093 pu, P=76.1750 MW, Q=32.4734 MVar
[2026-05-17 01:10:43] [iter 33] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=371.7667 A, PF=0.9204, V_out=1.0040 pu, I_out=371.7667 A, V_DT=1.0057 pu, P=65.4537 MW, Q=27.8042 MVar
[2026-05-17 01:10:43] [iter 33] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=483.7000 A, PF=0.8617, V_out=1.0100 pu, I_out=483.7000 A, V_DT=1.0100 pu, P=80.2060 MW, Q=47.2299 MVar
[2026-05-17 01:10:43] [iter 33] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=483.0000 A, PF=0.9611, V_out=1.0070 pu, I_out=483.0000 A, V_DT=1.0081 pu, P=89.0632 MW, Q=25.5950 MVar


[2026-05-17 01:10:47] [iter 34] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=744.6000 A, PF=0.9836, V_out=1.0160 pu, I_out=744.6000 A, V_DT=1.0200 pu, P=141.7714 MW, Q=25.9967 MVar
[2026-05-17 01:10:47] [iter 34] [Bus 2] P/Q/CMD -> V_in=1.0140 pu, I_in=306.4000 A, PF=0.9739, V_out=1.0140 pu, I_out=306.4000 A, V_DT=1.0098 pu, P=57.6493 MW, Q=13.4358 MVar
[2026-05-17 01:10:47] [iter 34] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=396.9667 A, PF=0.9575, V_out=1.0060 pu, I_out=396.9667 A, V_DT=1.0074 pu, P=72.8524 MW, Q=21.9458 MVar
[2026-05-17 01:10:47] [iter 34] [Bus 4] P/Q/CMD -> V_in=1.0180 pu, I_in=469.4000 A, PF=0.8889, V_out=1.0180 pu, I_out=469.4000 A, V_DT=1.0100 pu, P=80.9277 MW, Q=41.7067 MVar
[2026-05-17 01:10:47] [iter 34] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=491.1333 A, PF=0.9520, V_out=1.0090 pu, I_out=491.1333 A, V_DT=1.0081 pu, P=89.8837 MW, Q=28.9004 MVar


[2026-05-17 01:10:51] [iter 35] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=958.9000 A, PF=0.9900, V_out=1.0210 pu, I_out=958.9000 A, V_DT=1.0200 pu, P=184.6663 MW, Q=26.3135 MVar
[2026-05-17 01:10:51] [iter 35] [Bus 2] P/Q/CMD -> V_in=1.0150 pu, I_in=430.4333 A, PF=0.9669, V_out=1.0150 pu, I_out=430.4333 A, V_DT=1.0118 pu, P=80.4835 MW, Q=21.2388 MVar
[2026-05-17 01:10:51] [iter 35] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=482.5000 A, PF=0.9634, V_out=1.0060 pu, I_out=482.5000 A, V_DT=1.0089 pu, P=89.0954 MW, Q=24.7910 MVar
[2026-05-17 01:10:51] [iter 35] [Bus 4] P/Q/CMD -> V_in=1.0040 pu, I_in=498.7000 A, PF=0.8362, V_out=1.0040 pu, I_out=498.7000 A, V_DT=1.0100 pu, P=79.7694 MW, Q=52.3171 MVar
[2026-05-17 01:10:51] [iter 35] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=507.8333 A, PF=0.9567, V_out=1.0080 pu, I_out=507.8333 A, V_DT=1.0079 pu, P=93.3063 MW, Q=28.3884 MVar


[2026-05-17 01:10:55] [iter 36] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=790.2667 A, PF=0.9581, V_out=1.0230 pu, I_out=790.2667 A, V_DT=1.0200 pu, P=147.5752 MW, Q=44.1191 MVar
[2026-05-17 01:10:55] [iter 36] [Bus 2] P/Q/CMD -> V_in=1.0050 pu, I_in=364.9333 A, PF=0.9171, V_out=1.0050 pu, I_out=364.9333 A, V_DT=1.0101 pu, P=64.0840 MW, Q=27.8569 MVar
[2026-05-17 01:10:55] [iter 36] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=424.4000 A, PF=0.8853, V_out=1.0070 pu, I_out=424.4000 A, V_DT=1.0073 pu, P=72.0856 MW, Q=37.8643 MVar
[2026-05-17 01:10:55] [iter 36] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=459.0333 A, PF=0.9028, V_out=1.0080 pu, I_out=459.0333 A, V_DT=1.0100 pu, P=79.5884 MW, Q=37.9130 MVar
[2026-05-17 01:10:55] [iter 36] [Bus 5] P/Q/CMD -> V_in=1.0140 pu, I_in=468.6000 A, PF=0.9894, V_out=1.0140 pu, I_out=468.6000 A, V_DT=1.0079 pu, P=89.5706 MW, Q=13.1464 MVar


[2026-05-17 01:10:59] [iter 37] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=773.3000 A, PF=0.9785, V_out=1.0160 pu, I_out=773.3000 A, V_DT=1.0200 pu, P=146.4724 MW, Q=30.8732 MVar
[2026-05-17 01:10:59] [iter 37] [Bus 2] P/Q/CMD -> V_in=1.0160 pu, I_in=313.9667 A, PF=0.9627, V_out=1.0160 pu, I_out=313.9667 A, V_DT=1.0099 pu, P=58.5088 MW, Q=16.4442 MVar
[2026-05-17 01:10:59] [iter 37] [Bus 3] P/Q/CMD -> V_in=1.0130 pu, I_in=418.9333 A, PF=0.9181, V_out=1.0130 pu, I_out=418.9333 A, V_DT=1.0069 pu, P=74.2331 MW, Q=32.0468 MVar
[2026-05-17 01:10:59] [iter 37] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=451.4000 A, PF=0.9217, V_out=1.0070 pu, I_out=451.4000 A, V_DT=1.0100 pu, P=79.8241 MW, Q=33.5945 MVar
[2026-05-17 01:10:59] [iter 37] [Bus 5] P/Q/CMD -> V_in=1.0010 pu, I_in=496.1667 A, PF=0.9898, V_out=1.0010 pu, I_out=496.1667 A, V_DT=1.0085 pu, P=93.6618 MW, Q=13.4809 MVar


[2026-05-17 01:11:03] [iter 38] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=777.8000 A, PF=0.9750, V_out=1.0190 pu, I_out=777.8000 A, V_DT=1.0200 pu, P=147.2313 MW, Q=33.5544 MVar
[2026-05-17 01:11:03] [iter 38] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=361.3667 A, PF=0.9575, V_out=1.0080 pu, I_out=361.3667 A, V_DT=1.0110 pu, P=66.4509 MW, Q=20.0174 MVar
[2026-05-17 01:11:03] [iter 38] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=371.7667 A, PF=0.9067, V_out=1.0090 pu, I_out=371.7667 A, V_DT=1.0079 pu, P=64.8005 MW, Q=30.1437 MVar
[2026-05-17 01:11:03] [iter 38] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=469.7333 A, PF=0.8856, V_out=1.0110 pu, I_out=469.7333 A, V_DT=1.0100 pu, P=80.1297 MW, Q=42.0236 MVar
[2026-05-17 01:11:03] [iter 38] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=507.7333 A, PF=0.9732, V_out=1.0070 pu, I_out=507.7333 A, V_DT=1.0084 pu, P=94.8027 MW, Q=22.4012 MVar


[2026-05-17 01:11:07] [iter 39] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=733.6667 A, PF=0.9738, V_out=1.0200 pu, I_out=733.6667 A, V_DT=1.0200 pu, P=138.8424 MW, Q=32.4231 MVar
[2026-05-17 01:11:07] [iter 39] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=358.3000 A, PF=0.9598, V_out=1.0090 pu, I_out=358.3000 A, V_DT=1.0109 pu, P=66.1107 MW, Q=19.3335 MVar
[2026-05-17 01:11:07] [iter 39] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=344.6000 A, PF=0.9326, V_out=1.0080 pu, I_out=344.6000 A, V_DT=1.0080 pu, P=61.7198 MW, Q=23.8853 MVar
[2026-05-17 01:11:07] [iter 39] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=443.5000 A, PF=0.9379, V_out=1.0090 pu, I_out=443.5000 A, V_DT=1.0100 pu, P=79.9640 MW, Q=29.5767 MVar
[2026-05-17 01:11:07] [iter 39] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=474.2667 A, PF=0.9841, V_out=1.0070 pu, I_out=474.2667 A, V_DT=1.0081 pu, P=89.5457 MW, Q=16.1617 MVar


[2026-05-17 01:11:11] [iter 40] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=685.1333 A, PF=0.9714, V_out=1.0210 pu, I_out=685.1333 A, V_DT=1.0200 pu, P=129.4650 MW, Q=31.6464 MVar
[2026-05-17 01:11:11] [iter 40] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=290.3000 A, PF=0.9769, V_out=1.0130 pu, I_out=290.3000 A, V_DT=1.0113 pu, P=54.7343 MW, Q=11.9731 MVar
[2026-05-17 01:11:11] [iter 40] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=360.6333 A, PF=0.8967, V_out=1.0100 pu, I_out=360.6333 A, V_DT=1.0087 pu, P=62.2283 MW, Q=30.7178 MVar
[2026-05-17 01:11:11] [iter 40] [Bus 4] P/Q/CMD -> V_in=1.0040 pu, I_in=450.7333 A, PF=0.9225, V_out=1.0040 pu, I_out=450.7333 A, V_DT=1.0100 pu, P=79.5377 MW, Q=33.2806 MVar
[2026-05-17 01:11:11] [iter 40] [Bus 5] P/Q/CMD -> V_in=1.0050 pu, I_in=485.7000 A, PF=0.9770, V_out=1.0050 pu, I_out=485.7000 A, V_DT=1.0084 pu, P=90.8619 MW, Q=19.8315 MVar


[2026-05-17 01:11:15] [iter 41] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=827.4667 A, PF=0.9665, V_out=1.0160 pu, I_out=827.4667 A, V_DT=1.0200 pu, P=154.8101 MW, Q=41.1118 MVar
[2026-05-17 01:11:15] [iter 41] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=328.4333 A, PF=0.9096, V_out=1.0060 pu, I_out=328.4333 A, V_DT=1.0118 pu, P=57.2597 MW, Q=26.1550 MVar
[2026-05-17 01:11:15] [iter 41] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=499.2000 A, PF=0.9022, V_out=1.0040 pu, I_out=499.2000 A, V_DT=1.0087 pu, P=86.1518 MW, Q=41.1869 MVar
[2026-05-17 01:11:15] [iter 41] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=492.2333 A, PF=0.8459, V_out=1.0070 pu, I_out=492.2333 A, V_DT=1.0100 pu, P=79.8864 MW, Q=50.3685 MVar
[2026-05-17 01:11:15] [iter 41] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=485.9333 A, PF=0.9748, V_out=1.0090 pu, I_out=485.9333 A, V_DT=1.0082 pu, P=91.0619 MW, Q=20.8393 MVar


[2026-05-17 01:11:19] [iter 42] [Bus 1] P/Q/CMD -> V_in=1.0240 pu, I_in=771.8000 A, PF=0.9780, V_out=1.0240 pu, I_out=771.8000 A, V_DT=1.0200 pu, P=147.2641 MW, Q=31.4111 MVar
[2026-05-17 01:11:19] [iter 42] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=344.0000 A, PF=0.9467, V_out=1.0100 pu, I_out=344.0000 A, V_DT=1.0097 pu, P=62.6680 MW, Q=21.3229 MVar
[2026-05-17 01:11:19] [iter 42] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=410.0000 A, PF=0.9641, V_out=1.0120 pu, I_out=410.0000 A, V_DT=1.0064 pu, P=76.2149 MW, Q=20.9917 MVar
[2026-05-17 01:11:19] [iter 42] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=446.1667 A, PF=0.9284, V_out=1.0130 pu, I_out=446.1667 A, V_DT=1.0100 pu, P=79.9457 MW, Q=31.9974 MVar
[2026-05-17 01:11:19] [iter 42] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=464.0333 A, PF=0.9786, V_out=1.0070 pu, I_out=464.0333 A, V_DT=1.0082 pu, P=87.1239 MW, Q=18.3197 MVar


[2026-05-17 01:11:23] [iter 43] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=783.0000 A, PF=0.9663, V_out=1.0190 pu, I_out=783.0000 A, V_DT=1.0200 pu, P=146.8930 MW, Q=39.1317 MVar
[2026-05-17 01:11:23] [iter 43] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=320.0667 A, PF=0.9317, V_out=1.0110 pu, I_out=320.0667 A, V_DT=1.0111 pu, P=57.4409 MW, Q=22.3937 MVar
[2026-05-17 01:11:23] [iter 43] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=464.3667 A, PF=0.9070, V_out=1.0060 pu, I_out=464.3667 A, V_DT=1.0084 pu, P=80.7271 MW, Q=37.4826 MVar
[2026-05-17 01:11:23] [iter 43] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=467.6333 A, PF=0.8884, V_out=1.0130 pu, I_out=467.6333 A, V_DT=1.0100 pu, P=80.1820 MW, Q=41.4331 MVar
[2026-05-17 01:11:23] [iter 43] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=472.1000 A, PF=0.9801, V_out=1.0080 pu, I_out=472.1000 A, V_DT=1.0083 pu, P=88.8624 MW, Q=17.9977 MVar


[2026-05-17 01:11:27] [iter 44] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=783.9667 A, PF=0.9805, V_out=1.0180 pu, I_out=783.9667 A, V_DT=1.0200 pu, P=149.0892 MW, Q=29.8816 MVar
[2026-05-17 01:11:27] [iter 44] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=289.1667 A, PF=0.9367, V_out=1.0130 pu, I_out=289.1667 A, V_DT=1.0103 pu, P=52.2771 MW, Q=19.5409 MVar
